sensor_id,meter_id,point_type,unit,identifier
B655.VP1_VMM61.energy,B655.VP1_VMM61,Energy_Sensor,Megawatt-Hour,
B658.VP1_VMM61.energy,B658.VP1_VMM61,Energy_Sensor,Megawatt-Hour,
B661.VP1_VMM61.energy,B661.VP1_VMM61,Energy_Sensor,Megawatt-Hour,
B674.VP1_VMM61.energy,B674.VP1_VMM61,Energy_Sensor,Megawatt-Hour,
B674.VP2_VMM61.energy,B674.VP2_VMM61,Energy_Sensor,Megawatt-Hour,
B674.VÅ9_VMM41.energy,B674.VÅ9_VMM41,Energy_Sensor,Megawatt-Hour,
B674.VÅ9_VMM42.energy,B674.VÅ9_VMM42,Energy_Sensor,Megawatt-Hour,
B821.VP1_VMM61.energy,B821.VP1_VMM61,Energy_Sensor,Megawatt-Hour,
B833.VP1_VMM61.energy,B833.VP1_VMM61,Energy_Sensor,Megawatt-Hour,
B833.VP1_VMM62.energy,B833.VP1_VMM62,Energy_Sensor,Megawatt-Hour,
B834.VP1_VMM61.energy,B834.VP1_VMM61,Energy_Sensor,Megawatt-Hour,
B841.VP1_VMM61.energy,B841.VP1_VMM61,Energy_Sensor,Megawatt-Hour,
B921.VP1_VMM61.energy,B921.VP1_VMM61,Energy_Sensor,Megawatt-Hour,
B611.FV1_INT_VERK.energy,B611.FV1_INT_VERK,Energy_Sensor,Megawatt-Hour,
B612.FV1_INT_VERK.energy,B612.FV1_INT_VERK,Energy_Sensor,Megawatt-Hour,
B614.VP1_VM1.energy,B614.VP1_VM1,Energy_Sensor,Megawatt-Hour,
B616.FV1_INT_VERK.energy,B616.FV1_INT_VERK,Energy_Sensor,Megawatt-Hour,
B621.FV1_INT_VERK.energy,B621.FV1_INT_VERK,Energy_Sensor,Megawatt-Hour,
B625.FV1_INT_VERK.energy,B625.FV1_INT_VERK,Energy_Sensor,Megawatt-Hour,
B634.FV1_INT_VERK.energy,B634.FV1_INT_VERK,Energy_Sensor,Megawatt-Hour,
B643.FV1_INT_VERK.energy,B643.FV1_INT_VERK,Energy_Sensor,Megawatt-Hour,
B650.FV1_INT_VERK.energy,B650.FV1_INT_VERK,Energy_Sensor,Megawatt-Hour,
B674.FV1_INT_VERK.energy,B674.FV1_INT_VERK,Energy_Sensor,Megawatt-Hour,
B821.FV1_INT_VERK.energy,B821.FV1_INT_VERK,Energy_Sensor,Megawatt-Hour,
B833.FV1_VM61.energy,B833.FV1_VM61,Energy_Sensor,Megawatt-Hour,
B841.FV1_INT_VERK.energy,B841.FV1_INT_VERK,Energy_Sensor,Megawatt-Hour,
B921.FV1_VMM81_E.energy,B921.FV1_VMM81_E,Energy_Sensor,Megawatt-Hour,
