meter_id,name,building_id,media_type_id,is_virtual_meter,identifier,valid_from,valid_to
B650.VP1_VMM61,650 VARME meter VP1_VMM61,B650,VARME,False,snowflake=B650.VP1_VMM61_E; strux=B650.VP1_VMM61_E,,
B650.VP3_VMM61,650 VARME meter VP3_VMM61,B650,VARME,False,snowflake=B650.VP3_VMM61_E; strux=B650.VP3_VMM61_E,,
B652.VS1_VMM61,652 VARME meter VS1_VMM61,B652,VARME,False,snowflake=B652.VS1_VMM61; strux=B652.VS1_VMM61,2025-03-19,
B654.VP2_VMM61,654 VARME meter VP2_VMM61,B654,VARME,False,snowflake=B654.VP2_VMM61_E; strux=B654.VP2_VMM61_E,,
B655.VP1_VMM61,655 VARME meter VP1_VMM61,B655,VARME,False,snowflake=B655.VP1_VMM61_E; strux=B655.VP1_VMM61_E,,
B658.VP1_VMM61,658 VARME meter VP1_VMM61,B658,VARME,False,snowflake=B658.VP1_VMM61_E; strux=B658.VP1_VMM61_E,,
B661.VP1_VMM61,661 VARME meter VP1_VMM61,B661,VARME,False,snowflake=B661.VP1_VMM61_E; strux=B661.VP1_VMM61_E,,
B674.VP1_VMM61,674 VARME meter VP1_VMM61,B674,VARME,False,snowflake=B674.VP1_VMM61_E; strux=B674.VP1_VMM61_E,,
B674.VP2_VMM61,674 VARME meter VP2_VMM61,B674,VARME,False,snowflake=B674.VP2_VMM61_E; strux=B674.VP2_VMM61_E,,
B674.VÅ9_VMM41,674 VARME meter VÅ9_VMM41,B674,VARME,False,,,
B674.VÅ9_VMM42,674 VARME meter VÅ9_VMM42,B674,VARME,False,,,
B821.VP1_VMM61,821 VARME meter VP1_VMM61,B821,VARME,False,snowflake=B821.VP1_VMM61_E; strux=B821.VP1_VMM61_E,,
B833.VP1_VMM61,833 VARME meter VP1_VMM61,B833,VARME,False,snowflake=B833.VP1_VMM61_E; strux=B833.VP1_VMM61_E,,
B833.VP1_VMM62,833 VARME meter VP1_VMM62,B833,VARME,False,snowflake=B833.VP1_VMM62_E; strux=B833.VP1_VMM62_E,,
B833.VÅ9_VMM41,833 VARME meter VÅ9_VMM41,,VARME,False,snowflake=B833.VÅ9_VMM41_E,,
B834.VP1_VMM61,834 VARME meter VP1_VMM61,B834,VARME,False,snowflake=B834.VP1_VMM61_E; strux=B834.VP1_VMM61_E,,
B841.VP1_VMM61,841 VARME meter VP1_VMM61,B841,VARME,False,snowflake=B841.VP1_VMM61_E; strux=B841.VP1_VMM61_E,,
B921.VP1_VMM61,921 VARME meter VP1_VMM61,B921,VARME,False,snowflake=B921.VP1_VMM61; strux=B921.VP1_VMM61,,
B611.T1,611 EL meter T1,B611,EL,False,snowflake=B611.T1-S; strux=B611.T1-S,,
B611.T2,611 EL meter T2,B611,EL,False,snowflake=B611.T2-S; strux=B611.T2-S,,
B611.T3,611 EL meter T3,B611,EL,False,snowflake=B611.T3-S; strux=B611.T3-S,,
B611.T4,611 EL meter T4,B611,EL,False,snowflake=B611.T4-S; strux=B611.T4-S,,
B611.T4-A3,631 EL meter T4-A3,B631,EL,False,snowflake=B611.T4-A3; strux=B611.T4-A3,,
B611.T4-C1,613 EL meter T4-C1,B613,EL,False,snowflake=B611.T4-C1; strux=B611.T4-C1,,
B611.T4-C4,631 EL meter T4-C4,B631,EL,False,snowflake=B611.T4-C4; strux=B611.T4-C4,,
B611.T41,611 EL meter T41,B611,EL,False,snowflake=B611.T41-S; strux=B611.T41-S,,
B612.T48,612 EL meter T48,B612,EL,False,snowflake=B612.T48-S; strux=B612.T48-S,,
B612.T7,612 EL meter T7,B612,EL,False,snowflake=B612.T7-S; strux=B612.T7-S,,
B612.T8,612 EL meter T8,B612,EL,False,snowflake=B612.T8-S; strux=B612.T8-S,,
B612.T8-B5,637 EL meter T8-B5,B637,EL,False,snowflake=B612.T8-B5; strux=B612.T8-B5,,
B612.T8-B6,638 EL meter T8-B6,B638,EL,False,snowflake=B612.T8-B6; strux=B612.T8-B6,,
B612.T9,612 EL meter T9,B612,EL,False,snowflake=B612.T9-S; strux=B612.T9-S,,
B614.T18,614 EL meter T18,B614,EL,False,snowflake=B614.T18-S; strux=B614.T18-S,,
B614.T19,614 EL meter T19,B614,EL,False,snowflake=B614.T19-S; strux=B614.T19-S,,
B614.T20,614 EL meter T20,B614,EL,False,snowflake=B614.T20-S; strux=B614.T20-S,,
B615.T7-A2-257,615 EL meter T7-A2-257,B615,EL,False,snowflake=B615.T7-A2-257; strux=B615.T7-A2-257,,
B616.T31,616 EL meter T31,B616,EL,False,snowflake=B616.T31-S; strux=B616.T31-S,,
B616.T31-6-2,616 EL meter T31-6-2,B616,EL,False,snowflake=B616.T31-6-2; strux=B616.T31-6-2,,
B616.T32,616 EL meter T32,B616,EL,False,snowflake=B616.T32-S; strux=B616.T32-S,,
B616.T33,616 EL meter T33,B616,EL,False,snowflake=B616.T33-S; strux=B616.T33-S,,
B616.T33-6-1,835 EL meter T33-6-1,B835,EL,False,snowflake=B616.T33-6-1; strux=B616.T33-6-1,,2025-01-01
B616.T33-6-2,835 EL meter T33-6-2,B835,EL,False,snowflake=B616.T33-6-2; strux=B616.T33-6-2,,
B621.T29,621 EL meter T29,B621,EL,False,snowflake=B621.T29-S; strux=B621.T29-S,,
B621.T30,621 EL meter T30,B621,EL,False,snowflake=B621.T30-S; strux=B621.T30-S,,
B621.T5,621 EL meter T5,B621,EL,False,snowflake=B621.B621-T5-S; strux=B621.B621-T5-S,,
B621.T5-2-5,651 EL meter T5-2-5,B651,EL,False,snowflake=B621.T5-2-5; strux=B621.T5-2-5,,
B621.T6,621 EL meter T6,B621,EL,False,snowflake=B621.B621-T6-S; strux=B621.B621-T6-S,,
B621.T6-2-5,658 EL meter T6-2-5,B658,EL,False,snowflake=B621.T6-2-5; strux=B621.T6-2-5,,
B621.T6-3-1,655 EL meter T6-3-1,B655,EL,False,snowflake=B621.T6-3-1; strux=B621.T6-3-1,,
B622.T2-3-1-B1,622 EL meter T2-3-1-B1,B622,EL,False,snowflake=B622.T2-3-1-B1; strux=B622.T2-3-1-B1,,
B625.T16,625 EL meter T16,B625,EL,False,snowflake=B625.T16-S; strux=B625.T16-S,,
B625.T50,625 EL meter T50,B625,EL,False,snowflake=B625.T50-S; strux=B625.T50-S,,
B634.T51,634 EL meter T51,B634,EL,False,snowflake=B634.T51; strux=B634.T51,,
B634.T52,634 EL meter T52,B634,EL,False,snowflake=B634.T52; strux=B634.T52,,
B641.T8-A3,641 EL meter T8-A3,B641,EL,False,snowflake=B641.T8-A3; strux=B641.T8-A3,,
B643.T37,643 EL meter T37,B643,EL,False,snowflake=B643.T37; strux=B643.T37,,
B643.T37-2-1,642 EL meter T37-2-1,B642,EL,False,snowflake=B643.T37-2-1; strux=B643.T37-2-1,,
B643.T40,643 EL meter T40,B643,EL,False,snowflake=B643.T40; strux=B643.T40,,
B650.T23,650 EL meter T23,B650,EL,False,snowflake=B650.T23; strux=B650.T23,,
B650.T23-D5,649 EL meter T23-D5,B649,EL,False,snowflake=B650.T23-D5; strux=B650.T23-D5,,
B650.T24,650 EL meter T24,B650,EL,False,snowflake=B650.T24; strux=B650.T24,,
B652.T14-B3-J,602 EL meter T14-B3-J,B602,EL,False,snowflake=B652.T14-B3-J; strux=B652.T14-B3-J,,
B652.T8-A3-A14-112,652 EL meter T8-A3-A14-112,B652,EL,False,snowflake=B652.T8-A3-A14-112; strux=B652.T8-A3-A14-112,,
B653.T17,653 EL meter T17,B653,EL,False,snowflake=B653.T17; strux=B653.T17,,
B653.T17-A7,PARKING EL meter T17-A7,BPARKING,EL,False,snowflake=B653.T17-A7; strux=B653.T17-A7,,
B653.T54,653 EL meter T54,B653,EL,False,snowflake=B653.T54; strux=B653.T54,,
B653.T55,653 EL meter T55,B653,EL,False,snowflake=B653.T55; strux=B653.T55,,
B654.T25,654 EL meter T25,B654,EL,False,snowflake=B654.T25; strux=B654.T25,,
B654.T26,654 EL meter T26,B654,EL,False,snowflake=B654.T26; strux=B654.T26,,
B654.T27,654 EL meter T27,B654,EL,False,snowflake=B654.T27; strux=B654.T27,,
B654.T53,654 EL meter T53,B654,EL,False,snowflake=B654.T53; strux=B654.T53,,
B659.T15,659 EL meter T15,B659,EL,False,snowflake=B659.T15; strux=B659.T15,,
B659.T28,659 EL meter T28,B659,EL,False,snowflake=B659.T28; strux=B659.T28,,
B659.T28-3-5,UNATTR EL meter T28-3-5,,EL,False,snowflake=B659.T28-3-5; strux=B659.T28-3-5,,
B660.H23-1,660 EL meter H23-1,B660,EL,False,snowflake=B660.H23_1; strux=B660.H23_1,,
B660.H3-1,660 EL meter H3-1,B660,EL,False,snowflake=B660.H3_1; strux=B660.H3_1,,
B661.T34,661 EL meter T34,B661,EL,False,snowflake=B661.T34; strux=B661.T34,,
B661.T35,661 EL meter T35,B661,EL,False,snowflake=B661.T35; strux=B661.T35,,
B661.T36,661 EL meter T36,B661,EL,False,snowflake=B661.T36; strux=B661.T36,,
B661.T47,661 EL meter T47,B661,EL,False,snowflake=B661.T47; strux=B661.T47,,
B665.T42,665 EL meter T42,B665,EL,False,snowflake=B665.T42; strux=B665.T42,,
B665.T42-2-1,664 EL meter T42-2-1,B664,EL,False,snowflake=B665.T42-2-1; strux=B665.T42-2-1,,
B674.T46,674 EL meter T46,B674,EL,False,snowflake=B674.T46; strux=B674.T46,,
B821.T39-1,821 EL meter T39-1,B821,EL,False,snowflake=B821.T39-1; strux=B821.T39-1,,
B821.T39-5-1,869 EL meter T39-5-1,B869,EL,False,snowflake=B821.T39-5-1; strux=B821.T39-5-1,,
B821.T39-5-2,869 EL meter T39-5-2,B869,EL,False,snowflake=B821.T39-5-2; strux=B821.T39-5-2,,
B821.T39-5-3,869 EL meter T39-5-3,B869,EL,False,snowflake=B821.T39-5-3; strux=B821.T39-5-3,,
B821.T39-6-2,869 EL meter T39-6-2,B869,EL,False,snowflake=B821.T39-6-2; strux=B821.T39-6-2,,
B833.T43,833 EL meter T43,B833,EL,False,snowflake=B833.T43-S; strux=B833.T43-S,,
B833.T44,833 EL meter T44,B833,EL,False,snowflake=B833.T44-S; strux=B833.T44-S,,
B833.T44-6-1,834 EL meter T44-6-1,B834,EL,False,snowflake=B833.T44-6-1; strux=B833.T44-6-1,,
B841.T38,841 EL meter T38,B841,EL,False,snowflake=B841.T38; strux=B841.T38,,
B951.H3-B,921 EL meter H3-B,B921,EL,False,snowflake=951.H3-B; strux=951.H3-B,,
B951.H4-A,921 EL meter H4-A,B921,EL,False,snowflake=B951.H4-A; strux=B951.H4-A,,
B600-KB2,Kyla virtual B600-KB2,,KYLA,True,strux=B600-KB2,,
B611.KYLA_VIRT,Kyla virtual B611.KYLA_VIRT,B611,KYLA,True,,,
B612.KB1_PKYL, KYLA meter KB1_PKYL,,KYLA,False,snowflake=B612.KB1_PKYL; strux=B612-KB1-PKYL,,
B612.KYLA_VIRT,Kyla virtual B612.KYLA_VIRT,B612,KYLA,True,,,
B613.KYLA_VIRT,Kyla virtual B613.KYLA_VIRT,B613,KYLA,True,,,
B614.KB1_INT_VERK,614 KYLA meter KB1_INT_VERK,B614,KYLA,False,snowflake=B614.KB1_INT_VERK; strux=B614.KB1_INT_VERK,,
B615.KB1_INT_VERK1,615 KYLA meter KB1_INT_VERK1,B615,KYLA,False,snowflake=B615.KB1_INT_VERK1; strux=B615.KB1_INT_VERK1,,
B616.KB1_PKYL,616 KYLA meter KB1_PKYL,B616,KYLA,False,snowflake=B616.KB1_PKYL; strux=B616-KB1-PKYL,,
B621.KYLA_VIRT,Kyla virtual B621 (T).KYLA_VIRT,B621,KYLA,True,,,
B622.KYLA_VIRT,Kyla virtual B622.KYLA_VIRT,B622,KYLA,True,,,
B623.KB1_INT_VERK1,623 KYLA meter KB1_INT_VERK1,,KYLA,False,snowflake=B623.KB1_INT_VERK1; strux=B623.KB1_INT_VERK1,,
B631.KB1_INTE_VERK2,631 KYLA meter KB1_INTE_VERK2,B631,KYLA,False,snowflake=B631.KB1_INTE_VERK2; strux=B631.KB1_INTE_VERK2,,
B631.KB1_VMM51_E, KYLA meter KB1_VMM51_E,,KYLA,False,snowflake=B631.KB1_VMM51_E; strux=B631.KB1_VMM51_E,,
B634.KB1_PKYL, KYLA meter KB1_PKYL,,KYLA,False,snowflake=B634.KB1_PKYL; strux=B634.KB1_PKYL,,
B634.KYLA_VIRT,Kyla virtual B634.KYLA_VIRT,B634,KYLA,True,,,
B637.KB2_INT_VERK,637 KYLA meter KB2_INT_VERK,B637,KYLA,False,snowflake=B637.KB2_INT_VERK; strux=B637.KB2_INT_VERK,,
B638.KB1_INT_VERK1,638 KYLA meter KB1_INT_VERK1,B638,KYLA,False,snowflake=B638.KB1_INT_VERK1; strux=B638.KB1_INT_VERK1,,
B641.KYLA_VIRT,Kyla virtual B641.KYLA_VIRT,B641,KYLA,True,,,
B642.KB1_INT_VERK_1,642 KYLA meter KB1_INT_VERK_1,B642,KYLA,False,snowflake=B642.KB1_INT_VERK_1; strux=B642.KB1_INT_VERK_1,,
B643.KB1_INT_VERK,643 KYLA meter KB1_INT_VERK,B643,KYLA,False,snowflake=B643.KB1_INT_VERK; strux=B643.KB1_INT_VERK,,
B653.KB2_WVÄRME_ACK, KYLA meter KB2_WVÄRME_ACK,,KYLA,False,snowflake=B653.KB2_WVÄRME_ACK; strux=B653.KB2_WVÄRME_ACK,,
B654.KB1_KylEffekt_Ack, KYLA meter KB1_KylEffekt_Ack,,KYLA,False,snowflake=B654.KB1_KylEffekt_Ack; strux=B654.KB1_KylEffekt_Ack,,
B654.KB2_Pkyl_Ack, KYLA meter KB2_Pkyl_Ack,,KYLA,False,snowflake=B654.KB2_Pkyl_Ack; strux=B654.KB2_Pkyl_Ack,,
B658.KB2_VMM51_E,658 KYLA meter KB2_VMM51_E,B658,KYLA,False,snowflake=B658.KB2_VMM51_E; strux=B658.KB2_VM51,,
B661.KB1_INTVERK,661 KYLA meter KB1_INTVERK,B661,KYLA,False,snowflake=B661.KB1_INTVERK; strux=B661.KB1_INTVERK,,
B661.KB1_Pkyl_Ack, KYLA meter KB1_Pkyl_Ack,,KYLA,False,snowflake=B661.KB1_Pkyl_Ack; strux=B661.KB1_Pkyl_Ack,,
B674.KB1_PKYL2_Ack,674 KYLA meter KB1_PKYL2_Ack,B674,KYLA,False,snowflake=B674.KB1_PKYL2_Ack; strux=B674.KB1_PKYL2_Ack,,
B821.KB2_VMM51,821 KYLA meter KB2_VMM51,B821,KYLA,False,snowflake=B821.KB2_VMM51; strux=B821.KB2_VMM1,,
B833.KB1_GF4,833 KYLA meter KB1_GF4,B833,KYLA,False,snowflake=B833.KB1_GF4; strux=B833-55-KB1-GF4,,
B834.KB2_INT_VERK,834 KYLA meter KB2_INT_VERK,B834,KYLA,False,snowflake=B834.KB2_INT_VERK; strux=B834.KB2_INT_VERK,,
B841.KB2_VM51,841 KYLA meter KB2_VM51,B841,KYLA,False,snowflake=B841.KB2_VM51; strux=B841.KB2_VM51,,
B634.KYLA_LOSSES,B634 Kyla power-to-energy conversion residual,,KYLA,True,,,
B600N.KV1_VM20,600 KALLVATTEN meter KV1_VM20,B600,KALLVATTEN,False,snowflake=B600N.KV1_VM20,,
B600S.KV1_VM20,600 KALLVATTEN meter KV1_VM20,B600,KALLVATTEN,False,snowflake=B600S.KV1_VM20,,
B611.KV1_VM21,611 KALLVATTEN meter KV1_VM21,B611,KALLVATTEN,False,snowflake=B611.KV1_VM21,,
B611.KV1_VM22,611 KALLVATTEN meter KV1_VM22,B611,KALLVATTEN,False,snowflake=B611.KV1_VM22,,
B611.VV1_VM21,611 KALLVATTEN meter VV1_VM21,B611,KALLVATTEN,False,snowflake=B611.VV1_VM21,,
B612.KV1_VM21,612 KALLVATTEN meter KV1_VM21,B612,KALLVATTEN,False,snowflake=B612.KV1_VM21,,
B612.KV1_VM22,612 KALLVATTEN meter KV1_VM22,B612,KALLVATTEN,False,snowflake=B612.KV1_VM22,,
B612.KV1_VM23_V,612 KALLVATTEN meter KV1_VM23_V,B612,KALLVATTEN,False,snowflake=B612.KV1_VM23_V,,
B612.KV1_VM24_V,612 KALLVATTEN meter KV1_VM24_V,B612,KALLVATTEN,False,snowflake=B612.KV1_VM24_V,,
B613.KV1_VM21_V,613 KALLVATTEN meter KV1_VM21_V,B613,KALLVATTEN,False,snowflake=B613.KV1_VM21_V,,
B613.KV1_VM22_V,613 KALLVATTEN meter KV1_VM22_V,B613,KALLVATTEN,False,snowflake=B613.KV1_VM22_V,,
B613.KV1_VM23_V,613 KALLVATTEN meter KV1_VM23_V,B613,KALLVATTEN,False,snowflake=B613.KV1_VM23_V,,
B614.KV1_VM21,614 KALLVATTEN meter KV1_VM21,B614,KALLVATTEN,False,snowflake=B614.KV1_VM21,,
B614.KV1_VM22,614 KALLVATTEN meter KV1_VM22,B614,KALLVATTEN,False,snowflake=B614.KV1_VM22,,
B615.KV1_VM21_V,615 KALLVATTEN meter KV1_VM21_V,B615,KALLVATTEN,False,snowflake=B615.KV1_VM21_V,,
B616.KV1_VM21,616 KALLVATTEN meter KV1_VM21,B616,KALLVATTEN,False,snowflake=B616.KV1_VM21,,
B616.KV1_VM22,616 KALLVATTEN meter KV1_VM22,B616,KALLVATTEN,False,snowflake=B616.KV1_VM22,,
B616.KV1_VM23,616 KALLVATTEN meter KV1_VM23,B616,KALLVATTEN,False,snowflake=B616.KV1_VM23,,
B621.KV1_VM21,621 KALLVATTEN meter KV1_VM21,B621,KALLVATTEN,False,snowflake=B621.KV1_VM21,,
B622.KV1_VM21_V,622 KALLVATTEN meter KV1_VM21_V,B622,KALLVATTEN,False,snowflake=B622.KV1_VM21_V,,
B622.KV1_VM22_V,622 KALLVATTEN meter KV1_VM22_V,B622,KALLVATTEN,False,snowflake=B622.KV1_VM22_V,,
B622.KV1_VM23_V,622 KALLVATTEN meter KV1_VM23_V,B622,KALLVATTEN,False,snowflake=B622.KV1_VM23_V,,
B623.KV1_VM21_V,623 KALLVATTEN meter KV1_VM21_V,B623,KALLVATTEN,False,snowflake=B623.KV1_VM21_V,,
B625.KV1_VM21,625 KALLVATTEN meter KV1_VM21,B625,KALLVATTEN,False,snowflake=B625.KV1_VM21,,
B625.KV1_VM22_V,625 KALLVATTEN meter KV1_VM22_V,B625,KALLVATTEN,False,snowflake=B625.KV1_VM22_V,,
B626.KV1_VM20,626 KALLVATTEN meter KV1_VM20,B626,KALLVATTEN,False,snowflake=B626.KV1_VM20,,
B626.KV1_VM21,626 KALLVATTEN meter KV1_VM21,B626,KALLVATTEN,False,snowflake=B626.KV1_VM21,,
B631.KV1_VM21_V,631 KALLVATTEN meter KV1_VM21_V,B631,KALLVATTEN,False,snowflake=B631.KV1_VM21_V,,
B634.KV1_VM21,634 KALLVATTEN meter KV1_VM21,B634,KALLVATTEN,False,snowflake=B634.KV1_VM21,,
B634.KV1_VM22,634 KALLVATTEN meter KV1_VM22,B634,KALLVATTEN,False,snowflake=B634.KV1_VM22,,
