sensor_id,meter_id,point_type,unit,identifier
B611.T4-A3.energy,B611.T4-A3,Energy_Sensor,Kilowatt-Hour,
B611.T4-C1.energy,B611.T4-C1,Energy_Sensor,Kilowatt-Hour,
B611.T4-C4.energy,B611.T4-C4,Energy_Sensor,Kilowatt-Hour,
B611.T41.energy,B611.T41,Energy_Sensor,Kilowatt-Hour,
B612.T48.energy,B612.T48,Energy_Sensor,Kilowatt-Hour,
B612.T7.energy,B612.T7,Energy_Sensor,Kilowatt-Hour,
B612.T8.energy,B612.T8,Energy_Sensor,Kilowatt-Hour,
B612.T8-B5.energy,B612.T8-B5,Energy_Sensor,Kilowatt-Hour,
B612.T8-B6.energy,B612.T8-B6,Energy_Sensor,Kilowatt-Hour,
B612.T9.energy,B612.T9,Energy_Sensor,Kilowatt-Hour,
B614.T18.energy,B614.T18,Energy_Sensor,Kilowatt-Hour,
B614.T19.energy,B614.T19,Energy_Sensor,Kilowatt-Hour,
B614.T20.energy,B614.T20,Energy_Sensor,Kilowatt-Hour,
B615.T7-A2-257.energy,B615.T7-A2-257,Energy_Sensor,Kilowatt-Hour,
B616.T31.energy,B616.T31,Energy_Sensor,Kilowatt-Hour,
B616.T31-6-2.energy,B616.T31-6-2,Energy_Sensor,Kilowatt-Hour,
B616.T32.energy,B616.T32,Energy_Sensor,Kilowatt-Hour,
B616.T33.energy,B616.T33,Energy_Sensor,Kilowatt-Hour,
B616.T33-6-1.energy,B616.T33-6-1,Energy_Sensor,Kilowatt-Hour,
B616.T33-6-2.energy,B616.T33-6-2,Energy_Sensor,Kilowatt-Hour,
B621.T29.energy,B621.T29,Energy_Sensor,Kilowatt-Hour,
B621.T30.energy,B621.T30,Energy_Sensor,Kilowatt-Hour,
B621.T5.energy,B621.T5,Energy_Sensor,Kilowatt-Hour,
B621.T5-2-5.energy,B621.T5-2-5,Energy_Sensor,Kilowatt-Hour,
B621.T6.energy,B621.T6,Energy_Sensor,Kilowatt-Hour,
B621.T6-2-5.energy,B621.T6-2-5,Energy_Sensor,Kilowatt-Hour,
B621.T6-3-1.energy,B621.T6-3-1,Energy_Sensor,Kilowatt-Hour,
B622.T2-3-1-B1.energy,B622.T2-3-1-B1,Energy_Sensor,Kilowatt-Hour,
B625.T16.energy,B625.T16,Energy_Sensor,Kilowatt-Hour,
B625.T50.energy,B625.T50,Energy_Sensor,Kilowatt-Hour,
B634.T51.energy,B634.T51,Energy_Sensor,Kilowatt-Hour,
B634.T52.energy,B634.T52,Energy_Sensor,Kilowatt-Hour,
B641.T8-A3.energy,B641.T8-A3,Energy_Sensor,Kilowatt-Hour,
B643.T37.energy,B643.T37,Energy_Sensor,Kilowatt-Hour,
B643.T37-2-1.energy,B643.T37-2-1,Energy_Sensor,Kilowatt-Hour,
B643.T40.energy,B643.T40,Energy_Sensor,Kilowatt-Hour,
B650.T23.energy,B650.T23,Energy_Sensor,Kilowatt-Hour,
B650.T23-D5.energy,B650.T23-D5,Energy_Sensor,Kilowatt-Hour,
B650.T24.energy,B650.T24,Energy_Sensor,Kilowatt-Hour,
B652.T14-B3-J.energy,B652.T14-B3-J,Energy_Sensor,Kilowatt-Hour,
B652.T8-A3-A14-112.energy,B652.T8-A3-A14-112,Energy_Sensor,Kilowatt-Hour,
B653.T17.energy,B653.T17,Energy_Sensor,Kilowatt-Hour,
B653.T17-A7.energy,B653.T17-A7,Energy_Sensor,Kilowatt-Hour,
B653.T54.energy,B653.T54,Energy_Sensor,Kilowatt-Hour,
B653.T55.energy,B653.T55,Energy_Sensor,Kilowatt-Hour,
B654.T25.energy,B654.T25,Energy_Sensor,Kilowatt-Hour,
B654.T26.energy,B654.T26,Energy_Sensor,Kilowatt-Hour,
B654.T27.energy,B654.T27,Energy_Sensor,Kilowatt-Hour,
B654.T53.energy,B654.T53,Energy_Sensor,Kilowatt-Hour,
B659.T15.energy,B659.T15,Energy_Sensor,Kilowatt-Hour,
B659.T28.energy,B659.T28,Energy_Sensor,Kilowatt-Hour,
B659.T28-3-5.energy,B659.T28-3-5,Energy_Sensor,Kilowatt-Hour,
B660.H23-1.energy,B660.H23-1,Energy_Sensor,Kilowatt-Hour,
B660.H3-1.energy,B660.H3-1,Energy_Sensor,Kilowatt-Hour,
B661.T34.energy,B661.T34,Energy_Sensor,Kilowatt-Hour,
B661.T35.energy,B661.T35,Energy_Sensor,Kilowatt-Hour,
B661.T36.energy,B661.T36,Energy_Sensor,Kilowatt-Hour,
B661.T47.energy,B661.T47,Energy_Sensor,Kilowatt-Hour,
B665.T42.energy,B665.T42,Energy_Sensor,Kilowatt-Hour,
B665.T42-2-1.energy,B665.T42-2-1,Energy_Sensor,Kilowatt-Hour,
B674.T46.energy,B674.T46,Energy_Sensor,Kilowatt-Hour,
B821.T39-1.energy,B821.T39-1,Energy_Sensor,Kilowatt-Hour,
B821.T39-5-1.energy,B821.T39-5-1,Energy_Sensor,Kilowatt-Hour,
B821.T39-5-2.energy,B821.T39-5-2,Energy_Sensor,Kilowatt-Hour,
B821.T39-5-3.energy,B821.T39-5-3,Energy_Sensor,Kilowatt-Hour,
B821.T39-6-2.energy,B821.T39-6-2,Energy_Sensor,Kilowatt-Hour,
B833.T43.energy,B833.T43,Energy_Sensor,Kilowatt-Hour,
B833.T44.energy,B833.T44,Energy_Sensor,Kilowatt-Hour,
B833.T44-6-1.energy,B833.T44-6-1,Energy_Sensor,Kilowatt-Hour,
B841.T38.energy,B841.T38,Energy_Sensor,Kilowatt-Hour,
B951.H3-B.energy,B951.H3-B,Energy_Sensor,Kilowatt-Hour,
B951.H4-A.energy,B951.H4-A,Energy_Sensor,Kilowatt-Hour,
B600N.KV1_VM20.volume,B600N.KV1_VM20,Water_Usage_Sensor,M3,
B600S.KV1_VM20.volume,B600S.KV1_VM20,Water_Usage_Sensor,M3,
B611.KV1_VM21.volume,B611.KV1_VM21,Water_Usage_Sensor,M3,
B611.KV1_VM22.volume,B611.KV1_VM22,Water_Usage_Sensor,M3,
B611.VV1_VM21.volume,B611.VV1_VM21,Water_Usage_Sensor,M3,
B612.KV1_VM21.volume,B612.KV1_VM21,Water_Usage_Sensor,M3,
B612.KV1_VM22.volume,B612.KV1_VM22,Water_Usage_Sensor,M3,
B612.KV1_VM23_V.volume,B612.KV1_VM23_V,Water_Usage_Sensor,M3,
B612.KV1_VM24_V.volume,B612.KV1_VM24_V,Water_Usage_Sensor,M3,
B613.KV1_VM21_V.volume,B613.KV1_VM21_V,Water_Usage_Sensor,M3,
B613.KV1_VM22_V.volume,B613.KV1_VM22_V,Water_Usage_Sensor,M3,
B613.KV1_VM23_V.volume,B613.KV1_VM23_V,Water_Usage_Sensor,M3,
B614.KV1_VM21.volume,B614.KV1_VM21,Water_Usage_Sensor,M3,
B614.KV1_VM22.volume,B614.KV1_VM22,Water_Usage_Sensor,M3,
B615.KV1_VM21_V.volume,B615.KV1_VM21_V,Water_Usage_Sensor,M3,
B616.KV1_VM21.volume,B616.KV1_VM21,Water_Usage_Sensor,M3,
B616.KV1_VM22.volume,B616.KV1_VM22,Water_Usage_Sensor,M3,
B616.KV1_VM23.volume,B616.KV1_VM23,Water_Usage_Sensor,M3,
B621.KV1_VM21.volume,B621.KV1_VM21,Water_Usage_Sensor,M3,
B622.KV1_VM21_V.volume,B622.KV1_VM21_V,Water_Usage_Sensor,M3,
B622.KV1_VM22_V.volume,B622.KV1_VM22_V,Water_Usage_Sensor,M3,
B622.KV1_VM23_V.volume,B622.KV1_VM23_V,Water_Usage_Sensor,M3,
B623.KV1_VM21_V.volume,B623.KV1_VM21_V,Water_Usage_Sensor,M3,
B625.KV1_VM21.volume,B625.KV1_VM21,Water_Usage_Sensor,M3,
B625.KV1_VM22_V.volume,B625.KV1_VM22_V,Water_Usage_Sensor,M3,
B626.KV1_VM20.volume,B626.KV1_VM20,Water_Usage_Sensor,M3,
B626.KV1_VM21.volume,B626.KV1_VM21,Water_Usage_Sensor,M3,
B631.KV1_VM21_V.volume,B631.KV1_VM21_V,Water_Usage_Sensor,M3,
B634.KV1_VM21.volume,B634.KV1_VM21,Water_Usage_Sensor,M3,
B634.KV1_VM22.volume,B634.KV1_VM22,Water_Usage_Sensor,M3,
B637.KV1_VM21.volume,B637.KV1_VM21,Water_Usage_Sensor,M3,
B638.KV1_VM21.volume,B638.KV1_VM21,Water_Usage_Sensor,M3,
B641.KV1_VM21.volume,B641.KV1_VM21,Water_Usage_Sensor,M3,
B642.KV1_VM21.volume,B642.KV1_VM21,Water_Usage_Sensor,M3,
B643.KV1_VM21.volume,B643.KV1_VM21,Water_Usage_Sensor,M3,
B650.KV1_VM21.volume,B650.KV1_VM21,Water_Usage_Sensor,M3,
B651.KV1_VM21.volume,B651.KV1_VM21,Water_Usage_Sensor,M3,
B652.KV1_VM21.volume,B652.KV1_VM21,Water_Usage_Sensor,M3,
B653.KV1_VM23_V.volume,B653.KV1_VM23_V,Water_Usage_Sensor,M3,
B654.KV1_VM21_V.volume,B654.KV1_VM21_V,Water_Usage_Sensor,M3,
B655.KV1_VM21.volume,B655.KV1_VM21,Water_Usage_Sensor,M3,
B656.KV1_VM21.volume,B656.KV1_VM21,Water_Usage_Sensor,M3,
B658.KV1_VM21.volume,B658.KV1_VM21,Water_Usage_Sensor,M3,
B659.KV1_VM21_V.volume,B659.KV1_VM21_V,Water_Usage_Sensor,M3,
B661.KV1_VM22.volume,B661.KV1_VM22,Water_Usage_Sensor,M3,
B661.KV1_VM23.volume,B661.KV1_VM23,Water_Usage_Sensor,M3,
B661.KV1_VM24.volume,B661.KV1_VM24,Water_Usage_Sensor,M3,
B664.KV1_VM21_V.volume,B664.KV1_VM21_V,Water_Usage_Sensor,M3,
B674.KV1_VM21.volume,B674.KV1_VM21,Water_Usage_Sensor,M3,
B684.KV1_VM21.volume,B684.KV1_VM21,Water_Usage_Sensor,M3,
B821.KV1_VM21.volume,B821.KV1_VM21,Water_Usage_Sensor,M3,
B821.KV1_VM22.volume,B821.KV1_VM22,Water_Usage_Sensor,M3,
B833.KV1_VM21.volume,B833.KV1_VM21,Water_Usage_Sensor,M3,
B833.KV1_VM22.volume,B833.KV1_VM22,Water_Usage_Sensor,M3,
B833.KV1_VM23.volume,B833.KV1_VM23,Water_Usage_Sensor,M3,
B834.KV1_VM21.volume,B834.KV1_VM21,Water_Usage_Sensor,M3,
B841.KV1_VM21.volume,B841.KV1_VM21,Water_Usage_Sensor,M3,
B841.KV1_VM22.volume,B841.KV1_VM22,Water_Usage_Sensor,M3,
B841.KV1_VM23.volume,B841.KV1_VM23,Water_Usage_Sensor,M3,
B841.KV1_VM24.volume,B841.KV1_VM24,Water_Usage_Sensor,M3,
B850.KV1_VM21.volume,B850.KV1_VM21,Water_Usage_Sensor,M3,
B921.KV1_VM21_V.volume,B921.KV1_VM21_V,Water_Usage_Sensor,M3,
B653.KV1_VM21_V.volume,B653.KV1_VM21_V,Water_Usage_Sensor,M3,
B653.KV1_VM22_V.volume,B653.KV1_VM22_V,Water_Usage_Sensor,M3,
B654.KV1_VM22_V.volume,B654.KV1_VM22_V,Water_Usage_Sensor,M3,
B661.KV1_VM21.volume,B661.KV1_VM21,Water_Usage_Sensor,M3,
B612.KB1_PKYL.energy,B612.KB1_PKYL,Energy_Sensor,Megawatt-Hour,
B614.KB1_INT_VERK.energy,B614.KB1_INT_VERK,Energy_Sensor,Megawatt-Hour,
B615.KB1_INT_VERK1.energy,B615.KB1_INT_VERK1,Energy_Sensor,Megawatt-Hour,
B616.KB1_PKYL.energy,B616.KB1_PKYL,Energy_Sensor,Megawatt-Hour,
B623.KB1_INT_VERK1.energy,B623.KB1_INT_VERK1,Energy_Sensor,Megawatt-Hour,
B631.KB1_INTE_VERK2.energy,B631.KB1_INTE_VERK2,Energy_Sensor,Megawatt-Hour,
B631.KB1_VMM51_E.energy,B631.KB1_VMM51_E,Energy_Sensor,Megawatt-Hour,
B634.KB1_PKYL.energy,B634.KB1_PKYL,Energy_Sensor,Megawatt-Hour,
B637.KB2_INT_VERK.energy,B637.KB2_INT_VERK,Energy_Sensor,Megawatt-Hour,
B638.KB1_INT_VERK1.energy,B638.KB1_INT_VERK1,Energy_Sensor,Megawatt-Hour,
B642.KB1_INT_VERK_1.energy,B642.KB1_INT_VERK_1,Energy_Sensor,Megawatt-Hour,
B643.KB1_INT_VERK.energy,B643.KB1_INT_VERK,Energy_Sensor,Megawatt-Hour,
B653.KB2_WVÄRME_ACK.energy,B653.KB2_WVÄRME_ACK,Energy_Sensor,Megawatt-Hour,
B654.KB1_KylEffekt_Ack.energy,B654.KB1_KylEffekt_Ack,Energy_Sensor,Megawatt-Hour,
B654.KB2_Pkyl_Ack.energy,B654.KB2_Pkyl_Ack,Energy_Sensor,Megawatt-Hour,
B658.KB2_VMM51_E.energy,B658.KB2_VMM51_E,Energy_Sensor,Megawatt-Hour,
B661.KB1_INTVERK.energy,B661.KB1_INTVERK,Energy_Sensor,Megawatt-Hour,
B661.KB1_Pkyl_Ack.energy,B661.KB1_Pkyl_Ack,Energy_Sensor,Megawatt-Hour,
B674.KB1_PKYL2_Ack.energy,B674.KB1_PKYL2_Ack,Energy_Sensor,Megawatt-Hour,
B821.KB2_VMM51.energy,B821.KB2_VMM51,Energy_Sensor,Megawatt-Hour,
B833.KB1_GF4.energy,B833.KB1_GF4,Energy_Sensor,Megawatt-Hour,
B834.KB2_INT_VERK.energy,B834.KB2_INT_VERK,Energy_Sensor,Megawatt-Hour,
B841.KB2_VM51.energy,B841.KB2_VM51,Energy_Sensor,Megawatt-Hour,
B611.V2_VM21.volume,B611.V2_VM21,Water_Usage_Sensor,M3,
B612.V4_INT_VERK2.volume,B612.V4_INT_VERK2,Water_Usage_Sensor,M3,
B614-V2-GF4.volume,B614-V2-GF4,Water_Usage_Sensor,M3,
B625.V2_VM21_V.volume,B625.V2_VM21_V,Water_Usage_Sensor,M3,
B611.VP1_VMM61.energy,B611.VP1_VMM61,Energy_Sensor,Megawatt-Hour,
B611.VP2_VMM61.energy,B611.VP2_VMM61,Energy_Sensor,Megawatt-Hour,
B611.VÅ9_VMM41.energy,B611.VÅ9_VMM41,Energy_Sensor,Megawatt-Hour,
B611.VÅ9_VMM43.energy,B611.VÅ9_VMM43,Energy_Sensor,Megawatt-Hour,
B612.VP2_VMM61.energy,B612.VP2_VMM61,Energy_Sensor,Megawatt-Hour,
B612.VP2_VMM62.energy,B612.VP2_VMM62,Energy_Sensor,Megawatt-Hour,
B612.VP2_VMM63.energy,B612.VP2_VMM63,Energy_Sensor,Megawatt-Hour,
B612.VP2_VMM64.energy,B612.VP2_VMM64,Energy_Sensor,Megawatt-Hour,
B612.VP2_VMM65.energy,B612.VP2_VMM65,Energy_Sensor,Megawatt-Hour,
B612.VÅ9_VMM41.energy,B612.VÅ9_VMM41,Energy_Sensor,Megawatt-Hour,
B613.VP1_VMM61.energy,B613.VP1_VMM61,Energy_Sensor,Megawatt-Hour,
B613.VP1_VMM62.energy,B613.VP1_VMM62,Energy_Sensor,Megawatt-Hour,
B613.VP2_VMM61.energy,B613.VP2_VMM61,Energy_Sensor,Megawatt-Hour,
B614.VS1_VMM61.energy,B614.VS1_VMM61,Energy_Sensor,Megawatt-Hour,
B614.VÅ9_VMM41.energy,B614.VÅ9_VMM41,Energy_Sensor,Megawatt-Hour,
B615.VS1_VMM61.energy,B615.VS1_VMM61,Energy_Sensor,Megawatt-Hour,
B616.VP1_VMM61.energy,B616.VP1_VMM61,Energy_Sensor,Megawatt-Hour,
B616.VP1_VMM62.energy,B616.VP1_VMM62,Energy_Sensor,Megawatt-Hour,
B616.VS1_VMM61.energy,B616.VS1_VMM61,Energy_Sensor,Megawatt-Hour,
B616.VS2_VMM61.energy,B616.VS2_VMM61,Energy_Sensor,Megawatt-Hour,
B616.VÅ9_VMM41.energy,B616.VÅ9_VMM41,Energy_Sensor,Megawatt-Hour,
B621.VP1_VMM61.energy,B621.VP1_VMM61,Energy_Sensor,Megawatt-Hour,
B621.VÅ9_VMM41.energy,B621.VÅ9_VMM41,Energy_Sensor,Megawatt-Hour,
B622.VP1_VMM61.energy,B622.VP1_VMM61,Energy_Sensor,Megawatt-Hour,
B622.VP2_VMM61.energy,B622.VP2_VMM61,Energy_Sensor,Megawatt-Hour,
B623.VP1_VMM61.energy,B623.VP1_VMM61,Energy_Sensor,Megawatt-Hour,
B625.VS1_VMM61.energy,B625.VS1_VMM61,Energy_Sensor,Megawatt-Hour,
B625.VÅ9_VMM41.energy,B625.VÅ9_VMM41,Energy_Sensor,Megawatt-Hour,
B631.VP1_VMM61.energy,B631.VP1_VMM61,Energy_Sensor,Megawatt-Hour,
B631.VP1_VMM62.energy,B631.VP1_VMM62,Energy_Sensor,Megawatt-Hour,
B631.VP1_VMM63.energy,B631.VP1_VMM63,Energy_Sensor,Megawatt-Hour,
B634.VP1_VMM61.energy,B634.VP1_VMM61,Energy_Sensor,Megawatt-Hour,
B634.VÅ9_VMM41.energy,B634.VÅ9_VMM41,Energy_Sensor,Megawatt-Hour,
B637.VP2_VMM61.energy,B637.VP2_VMM61,Energy_Sensor,Megawatt-Hour,
B638.VP2_VMM61.energy,B638.VP2_VMM61,Energy_Sensor,Megawatt-Hour,
B641.VP2_VMM61.energy,B641.VP2_VMM61,Energy_Sensor,Megawatt-Hour,
B642.VS1_VMM61.energy,B642.VS1_VMM61,Energy_Sensor,Megawatt-Hour,
B643.VP1_VMM61.energy,B643.VP1_VMM61,Energy_Sensor,Megawatt-Hour,
B643.VP2_VMM61.energy,B643.VP2_VMM61,Energy_Sensor,Megawatt-Hour,
B643.VÅ9_VMM41.energy,B643.VÅ9_VMM41,Energy_Sensor,Megawatt-Hour,
B643.VÅ9_VMM42.energy,B643.VÅ9_VMM42,Energy_Sensor,Megawatt-Hour,
B650.VP1_VMM61.energy,B650.VP1_VMM61,Energy_Sensor,Megawatt-Hour,
B650.VP3_VMM61.energy,B650.VP3_VMM61,Energy_Sensor,Megawatt-Hour,
B652.VS1_VMM61.energy,B652.VS1_VMM61,Energy_Sensor,Megawatt-Hour,
B654.VP2_VMM61.energy,B654.VP2_VMM61,Energy_Sensor,Megawatt-Hour,
B655.VP1_VMM61.energy,B655.VP1_VMM61,Energy_Sensor,Megawatt-Hour,
B658.VP1_VMM61.energy,B658.VP1_VMM61,Energy_Sensor,Megawatt-Hour,
B661.VP1_VMM61.energy,B661.VP1_VMM61,Energy_Sensor,Megawatt-Hour,
B674.VP1_VMM61.energy,B674.VP1_VMM61,Energy_Sensor,Megawatt-Hour,
B674.VP2_VMM61.energy,B674.VP2_VMM61,Energy_Sensor,Megawatt-Hour,
B674.VÅ9_VMM41.energy,B674.VÅ9_VMM41,Energy_Sensor,Megawatt-Hour,
B674.VÅ9_VMM42.energy,B674.VÅ9_VMM42,Energy_Sensor,Megawatt-Hour,
B821.VP1_VMM61.energy,B821.VP1_VMM61,Energy_Sensor,Megawatt-Hour,
B833.VP1_VMM61.energy,B833.VP1_VMM61,Energy_Sensor,Megawatt-Hour,
B833.VP1_VMM62.energy,B833.VP1_VMM62,Energy_Sensor,Megawatt-Hour,
B833.VÅ9_VMM41.energy,B833.VÅ9_VMM41,Energy_Sensor,Megawatt-Hour,
B834.VP1_VMM61.energy,B834.VP1_VMM61,Energy_Sensor,Megawatt-Hour,
B841.VP1_VMM61.energy,B841.VP1_VMM61,Energy_Sensor,Megawatt-Hour,
B921.VP1_VMM61.energy,B921.VP1_VMM61,Energy_Sensor,Megawatt-Hour,
