building_id,formula_row,column_ref,sign,role,meter_id,excel_meter_id,faktor,n_terms,derived_from
B612,12,W,−,sub,B641.VP2_VMM61,B641.VP2_VMM61_E,,8,excel_Värme
B612,12,X,−,sub,B637.VP2_VMM61,B637.VP2_VMM61_E,,8,excel_Värme
B612,12,Y,−,sub,B613.VP2_VMM61,B613.VP2_VMM61,,8,excel_Värme
B612,12,Z,−,sub,B654.VP2_VMM61,B654.VP2_VMM61_E,,8,excel_Värme
B613,13,S,+,add,B613.VP1_VMM61,B613.VP1_VMM61,,5,excel_Värme
B613,13,T,+,add,B613.VP2_VMM61,B613.VP2_VMM61,,5,excel_Värme
B614,14,S,+,add,B614.VS1_VMM61,B614.VS1_VMM61_E,,5,excel_Värme
B614,14,T,+,add,B614.VÅ9_VMM41,B614.VÅ9_VMM41_E,,5,excel_Värme
B614,14,U,−,sub,B642.VS1_VMM61,B642.VS1_VMM61_E,,5,excel_Värme
B614,14,V,−,sub,B615.VS1_VMM61,B615.VS1_VMM61,,5,excel_Värme
B615,15,S,+,add,B615.VS1_VMM61,B615.VS1_VMM61,,5,excel_Värme
B616,16,S,+,add,B616.VÅ9_VMM41,B616.VÅ9_VMM41_E,,5,excel_Värme
B616,16,T,+,add,B616.VS2_VMM61,B616.VS2_VMM61_E,,5,excel_Värme
B616,16,U,+,add,B616.VP1_VMM62,B616.VP1_VMM62_E,,5,excel_Värme
B616,16,V,+,add,B616.VP1_VMM61,B616.VP1_VMM61_E,,5,excel_Värme
B616,16,W,−,sub,B661.VP1_VMM61,B661.VP1_VMM61_E,,5,excel_Värme
B621,18,S,+,add,B621.VP1_VMM61,B621.VP1_VMM61_E,,4,excel_Värme
B621,18,T,−,sub,B658.VP1_VMM61,B658.VP1_VMM61_E,,4,excel_Värme
B621,18,U,−,sub,B622.VP1_VMM61,B622.VP1_VMM61,,4,excel_Värme
B621,18,V,−,sub,B623.VP1_VMM61,B623.VP1_VMM61,,4,excel_Värme
B622,20,S,+,add,B622.VP1_VMM61,B622.VP1_VMM61,,5,excel_Värme
B622,20,T,+,add,B622.VP2_VMM61,B622.VP2_VMM61,,5,excel_Värme
B623,21,S,+,add,B623.VP1_VMM61,B623.VP1_VMM61,,5,excel_Värme
B625,22,S,+,add,B625.VÅ9_VMM41,B625.VÅ9_VMM41_E,,5,excel_Värme
B625,22,T,+,add,B625.VS1_VMM61,B625.VS1_VMM61_E,,5,excel_Värme
B631,23,S,+,add,B631.VP1_VMM62,B631.VP1_VMM62,,5,excel_Värme
B631,23,T,+,add,B631.VP1_VMM63,B631.VP1_VMM63,,5,excel_Värme
B634,24,S,+,add,B634.VP1_VMM61,B634.VP1_VMM61_E,,5,excel_Värme
B637,25,S,+,add,B637.VP2_VMM61,B637.VP2_VMM61_E,,5,excel_Värme
B637,25,T,−,sub,B638.VP2_VMM61,B638.VP2_VMM61_E,,5,excel_Värme
B638,26,S,+,add,B638.VP2_VMM61,B638.VP2_VMM61_E,,5,excel_Värme
B641,27,S,+,add,B641.VP2_VMM61,B641.VP2_VMM61_E,,5,excel_Värme
B642,28,S,+,add,B642.VS1_VMM61,B642.VS1_VMM61_E,,5,excel_Värme
B643,29,S,+,add,B643.VP1_VMM61,B643.VP1_VMM61_E,,5,excel_Värme
B643,29,T,+,add,B643.VP2_VMM61,B643.VP2_VMM61_E,,5,excel_Värme
B650,31,S,+,add,B650.VP1_VMM61,B650.VP1_VMM61_E,,5,excel_Värme
B650,31,T,+,add,B650.VP3_VMM61,B650.VP3_VMM61_E,,5,excel_Värme
B650,31,U,−,sub,B655.VP1_VMM61,B655.VP1_VMM61_E,,5,excel_Värme
B652,33,S,+,add,B652.VS1_VMM61,B652.VS1_VMM61,,5,excel_Värme
B654,35,S,+,add,B654.VP2_VMM61,B654.VP2_VMM61_E,,5,excel_Värme
B655,36,S,+,add,B655.VP1_VMM61,B655.VP1_VMM61_E,,5,excel_Värme
B658,38,S,+,add,B658.VP1_VMM61,B658.VP1_VMM61_E,,5,excel_Värme
B661,41,S,+,add,B661.VP1_VMM61,B661.VP1_VMM61_E,,5,excel_Värme
B674,46,S,+,add,B674.VP1_VMM61,B674.VP1_VMM61_E,,5,excel_Värme
B674,46,T,+,add,B674.VP2_VMM61,B674.VP2_VMM61_E,,5,excel_Värme
B821,48,S,+,add,B821.VP1_VMM61,B821.VP1_VMM61_E,,5,excel_Värme
B833,49,S,+,add,B833.VP1_VMM61,B833.VP1_VMM61_E,,5,excel_Värme
B833,49,T,+,add,B833.VP1_VMM62,B833.VP1_VMM62_E,,5,excel_Värme
B833,49,U,−,sub,B834.VP1_VMM61,B834.VP1_VMM61_E,,5,excel_Värme
B834,50,S,+,add,B834.VP1_VMM61,B834.VP1_VMM61_E,,5,excel_Värme
B841,51,S,+,add,B841.VP1_VMM61,B841.VP1_VMM61_E,,5,excel_Värme
B921,55,S,+,add,B921.VP1_VMM61,B921.VP1_VMM61,,5,excel_Värme
B602,8,S,+,add,B652.T14-B3-J,B652.T14-B3-J,,5,excel_EL
B611,11,S,+,add,B611.T1,B611.T1,,9,excel_EL
B611,11,T,+,add,B611.T2,B611.T2,,9,excel_EL
B611,11,U,+,add,B611.T3,B611.T3,,9,excel_EL
B611,11,V,+,add,B611.T4,B611.T4,,9,excel_EL
B611,11,W,+,add,B611.T41,B611.T41,,9,excel_EL
B611,11,X,−,sub,B611.T4-A3,B611.T4-A3,,9,excel_EL
B611,11,Y,−,sub,B611.T4-C1,B611.T4-C1,,9,excel_EL
B611,11,Z,−,sub,B611.T4-C4,B611.T4-C4,,9,excel_EL
B611,11,AA,−,sub,B622.T2-3-1-B1,B622.T2-3-1-B1,,9,excel_EL
B612,12,S,+,add,B612.T48,B612.T48,,9,excel_EL
B612,12,T,+,add,B612.T7,B612.T7,,9,excel_EL
B612,12,U,+,add,B612.T8,B612.T8,,9,excel_EL
B612,12,V,+,add,B612.T9,B612.T9,,9,excel_EL
B612,12,W,−,sub,B612.T8-B5,B612.T8-B5,,9,excel_EL
B612,12,X,−,sub,B612.T8-B6,B612.T8-B6,,9,excel_EL
B612,12,Y,−,sub,B615.T7-A2-257,B615.T7-A2-257,,9,excel_EL
B612,12,Z,−,sub,B641.T8-A3,B641.T8-A3,,9,excel_EL
B612,12,AA,−,sub,B652.T8-A3-A14-112,B652.T8-A3-A14-112,,9,excel_EL
B613,13,S,+,add,B611.T4-C1,B611.T4-C1,,5,excel_EL
B614,14,S,+,add,B614.T18,B614.T18,,5,excel_EL
B614,14,T,+,add,B614.T19,B614.T19,,5,excel_EL
B614,14,U,+,add,B614.T20,B614.T20,,5,excel_EL
B615,15,S,+,add,B615.T7-A2-257,B615.T7-A2-257,,5,excel_EL
B616,16,S,+,add,B616.T31,B616.T31,,6,excel_EL
B616,16,T,+,add,B616.T31-6-2,B616.T31-6-2,,6,excel_EL
B616,16,U,+,add,B616.T32,B616.T32,,6,excel_EL
B616,16,V,+,add,B616.T33,B616.T33,,6,excel_EL
B616,16,W,−,sub,B616.T33-6-1,B616.T33-6-1,,6,excel_EL
B616,16,X,−,sub,B616.T33-6-2,B616.T33-6-2,,6,excel_EL
B621,18,S,+,add,B621.T29,B621.T29,,9,excel_EL
B621,18,T,+,add,B621.T30,B621.T30,,9,excel_EL
B621,18,U,+,add,B621.T5,B621.T5,,9,excel_EL
B621,18,V,+,add,B621.T6,B621.T6,,9,excel_EL
B621,18,W,−,sub,B621.T5-2-5,B621.T5-2-5,,9,excel_EL
B621,18,X,−,sub,B621.T6-2-5,B621.T6-2-5,,9,excel_EL
B621,18,Y,−,sub,B621.T6-3-1,B621.T6-3-1,,9,excel_EL
B622,20,S,+,add,B622.T2-3-1-B1,B622.T2-3-1-B1,,9,excel_EL
B625,22,S,+,add,B625.T16,B625.T16,,9,excel_EL
B625,22,T,+,add,B625.T50,B625.T50,,9,excel_EL
B631,23,S,+,add,B611.T4-A3,B611.T4-A3,,9,excel_EL
B631,23,T,+,add,B611.T4-C4,B611.T4-C4,,9,excel_EL
B634,24,S,+,add,B634.T51,B634.T51,,9,excel_EL
B634,24,T,+,add,B634.T52,B634.T52,,9,excel_EL
B637,25,S,+,add,B612.T8-B5,B612.T8-B5,,9,excel_EL
B638,26,S,+,add,B612.T8-B6,B612.T8-B6,,9,excel_EL
B641,27,S,+,add,B641.T8-A3,B641.T8-A3,,9,excel_EL
B641,27,T,−,sub,B652.T8-A3-A14-112,B652.T8-A3-A14-112,,9,excel_EL
B642,28,S,+,add,B643.T37-2-1,B643.T37-2-1,,9,excel_EL
B643,29,S,+,add,B643.T37,B643.T37,,9,excel_EL
B643,29,T,+,add,B643.T40,B643.T40,,9,excel_EL
B643,29,U,−,sub,B643.T37-2-1,B643.T37-2-1,,9,excel_EL
B649,30,S,+,add,B650.T23-D5,B650.T23-D5,,9,excel_EL
B650,31,S,+,add,B650.T23,B650.T23,,9,excel_EL
B650,31,T,+,add,B650.T24,B650.T24,,9,excel_EL
B650,31,U,−,sub,B650.T23-D5,B650.T23-D5,,9,excel_EL
B651,32,S,+,add,B621.T5-2-5,B621.T5-2-5,,9,excel_EL
B652,33,S,+,add,B652.T8-A3-A14-112,B652.T8-A3-A14-112,,9,excel_EL
B652,33,T,−,sub,B652.T14-B3-J,B652.T14-B3-J,,9,excel_EL
B653,34,S,+,add,B653.T17,B653.T17,,9,excel_EL
B653,34,T,+,add,B653.T54,B653.T54,,9,excel_EL
B653,34,U,+,add,B653.T55,B653.T55,,9,excel_EL
B653,34,V,−,sub,B653.T17-A7,B653.T17-A7,,9,excel_EL
B654,35,S,+,add,B654.T25,B654.T25,,9,excel_EL
B654,35,T,+,add,B654.T26,B654.T26,,9,excel_EL
B654,35,U,+,add,B654.T27,B654.T27,,9,excel_EL
B654,35,V,+,add,B654.T53,B654.T53,,9,excel_EL
B655,36,S,+,add,B621.T6-3-1,B621.T6-3-1,,9,excel_EL
B658,38,S,+,add,B621.T6-2-5,B621.T6-2-5,,9,excel_EL
B659,39,S,+,add,B659.T15,B659.T15,,9,excel_EL
B659,39,T,+,add,B659.T28,B659.T28,,9,excel_EL
B659,39,U,−,sub,B659.T28-3-5,B659.T28-3-5,,9,excel_EL
B661,41,S,+,add,B661.T34,B661.T34,,9,excel_EL
B661,41,T,+,add,B661.T35,B661.T35,,9,excel_EL
B661,41,U,+,add,B661.T36,B661.T36,,9,excel_EL
B661,41,V,+,add,B661.T47,B661.T47,,9,excel_EL
B664,44,S,+,add,B665.T42-2-1,B665.T42-2-1,,9,excel_EL
B665,45,S,+,add,B665.T42,B665.T42,,9,excel_EL
B665,45,T,−,sub,B665.T42-2-1,B665.T42-2-1,,9,excel_EL
B674,46,S,+,add,B674.T46,B674.T46,,9,excel_EL
B821,48,S,+,add,B821.T39-1,B821.T39-1,,9,excel_EL
B821,48,T,−,sub,B821.T39-5-1,B821.T39-5-1,,9,excel_EL
B821,48,U,−,sub,B821.T39-5-2,B821.T39-5-2,,9,excel_EL
B821,48,V,−,sub,B821.T39-5-3,B821.T39-5-3,,9,excel_EL
B821,48,W,−,sub,B821.T39-6-2,B821.T39-6-2,,9,excel_EL
B833,49,S,+,add,B833.T43,B833.T43,,9,excel_EL
B833,49,T,+,add,B833.T44,B833.T44,,9,excel_EL
B833,49,U,−,sub,B833.T44-6-1,B833.T44-6-1,,9,excel_EL
B834,50,S,+,add,B833.T44-6-1,B833.T44-6-1,,9,excel_EL
B835,51,S,+,add,B616.T33-6-1,B616.T33-6-1,,9,excel_EL
B835,51,T,+,add,B616.T33-6-2,B616.T33-6-2,,9,excel_EL
B841,52,S,+,add,B841.T38,B841.T38,,9,excel_EL
B869,55,S,+,add,B821.T39-5-1,B821.T39-5-1,,9,excel_EL
B869,55,T,+,add,B821.T39-5-2,B821.T39-5-2,,9,excel_EL
B869,55,U,+,add,B821.T39-5-3,B821.T39-5-3,,9,excel_EL
B869,55,V,+,add,B821.T39-6-2,B821.T39-6-2,,9,excel_EL
B921,56,S,+,add,B951.H3-B,B951.H3-B,,9,excel_EL
B921,56,T,+,add,B951.H4-A,B951.H4-A,,9,excel_EL
PARKING,59,S,+,add,B653.T17-A7,B653.T17-A7,,9,excel_EL
B660,60,S,+,add,B660.H23-1,B660.H23-1,,9,excel_EL
B660,60,T,+,add,B660.H3-1,B660.H3-1,,9,excel_EL
B600-KB2,,,+,add,B623.KB1_INT_VERK1,B623.KB1_INT_VERK1,1,,excel_Kyla_r8
B600-KB2,,,+,add,B653.KB2_WVÄRME_ACK,B653.KB2_WVÄRME_ACK,1,,excel_Kyla_r8
B600-KB2,,,+,add,B654.KB2_Pkyl_Ack,B654.KB2_Pkyl_Ack,1,,excel_Kyla_r8
B600-KB2,,,−,sub,B658.KB2_VMM51_E,B658.KB2_VM51,1,,excel_Kyla_r8
B600-KB2,,,−,sub,B661.KB1_INTVERK,B661.KB1_INTVERK,1,,excel_Kyla_r8
B600-KB2,,,−,sub,B821.KB2_VMM51,B821.KB2_VMM1,1,,excel_Kyla_r8
Prod-600,,,+,add,B653.KB2_WVÄRME_ACK,B653.KB2_WVÄRME_ACK,1,,excel_Kyla_r9
Prod-600,,,+,add,B654.KB1_KylEffekt_Ack,B654.KB1_KylEffekt_Ack,1,,excel_Kyla_r9
Prod-600,,,+,add,B654.KB2_Pkyl_Ack,B654.KB2_Pkyl_Ack,1,,excel_Kyla_r9
Prod-600,,,+,add,B661.KB1_Pkyl_Ack,B661.KB1_Pkyl_Ack,1,,excel_Kyla_r9
B611,,,+,add,B600-KB2,B600-KB2,0.38,,excel_Kyla_r13
B611,,,−,sub,B631.KB1_INTE_VERK2,B631.KB1_INTE_VERK2,1,,excel_Kyla_r13
B611,,,−,sub,B631.KB1_VMM51_E,B631.KB1_VMM51_E,1,,excel_Kyla_r13
B612,,,+,add,B654.KB1_KylEffekt_Ack,B654.KB1_KylEffekt_Ack,0.8,,excel_Kyla_r14
B612,,,+,add,B612.KB1_PKYL,B612-KB1-PKYL,0.9,,excel_Kyla_r14
B612,,,−,sub,B637.KB2_INT_VERK,B637.KB2_INT_VERK,0.9,,excel_Kyla_r14
B612,,,−,sub,B638.KB1_INT_VERK1,B638.KB1_INT_VERK1,0.9,,excel_Kyla_r14
B613,,,+,add,B600-KB2,B600-KB2,0.03,,excel_Kyla_r15
B613,,,+,add,B654.KB1_KylEffekt_Ack,B654.KB1_KylEffekt_Ack,0.2,,excel_Kyla_r15
B614,,,+,add,B614.KB1_INT_VERK,B614.KB1_INT_VERK,1,,excel_Kyla_r16
B614,,,−,sub,B615.KB1_INT_VERK1,B615.KB1_INT_VERK1,1,,excel_Kyla_r16
B614,,,−,sub,B642.KB1_INT_VERK_1,B642.KB1_INT_VERK_1,1,,excel_Kyla_r16
B615,,,+,add,B615.KB1_INT_VERK1,B615.KB1_INT_VERK1,1,,excel_Kyla_r17
B616,,,+,add,B616.KB1_PKYL,B616-KB1-PKYL,1,,excel_Kyla_r18
B621,,,+,add,B600-KB2,B600-KB2,0.5,,excel_Kyla_r20
B622,,,+,add,B600-KB2,B600-KB2,0.09,,excel_Kyla_r22
B623,,,+,add,B623.KB1_INT_VERK1,B623.KB1_INT_VERK1,1,,excel_Kyla_r23
B631,,,+,add,B631.KB1_INTE_VERK2,B631.KB1_INTE_VERK2,1,,excel_Kyla_r25
B634,,,+,add,B634.KB1_PKYL,B634.KB1_PKYL,0.744,,excel_Kyla_r26_power_to_energy_31day
B637,,,+,add,B637.KB2_INT_VERK,B637.KB2_INT_VERK,1,,excel_Kyla_r27
B638,,,+,add,B638.KB1_INT_VERK1,B638.KB1_INT_VERK1,1,,excel_Kyla_r28
B641,,,+,add,B612.KB1_PKYL,B612-KB1-PKYL,0.1,,excel_Kyla_r29
B641,,,−,sub,B637.KB2_INT_VERK,B637.KB2_INT_VERK,0.1,,excel_Kyla_r29
B641,,,−,sub,B638.KB1_INT_VERK1,B638.KB1_INT_VERK1,0.1,,excel_Kyla_r29
B642,,,+,add,B642.KB1_INT_VERK_1,B642.KB1_INT_VERK_1,1,,excel_Kyla_r30
B643,,,+,add,B643.KB1_INT_VERK,B643.KB1_INT_VERK,1,,excel_Kyla_r31
B658,,,+,add,B658.KB2_VMM51_E,B658.KB2_VM51,1,,excel_Kyla_r40
B661,,,+,add,B661.KB1_INTVERK,B661.KB1_INTVERK,1,,excel_Kyla_r43
B674,,,+,add,B674.KB1_PKYL2_Ack,B674.KB1_PKYL2_Ack,1,,excel_Kyla_r48
B821,,,+,add,B821.KB2_VMM51,B821.KB2_VMM1,1,,excel_Kyla_r50
B821,,,−,sub,B841.KB2_VM51,B841.KB2_VM51,0.8,,excel_Kyla_r50
B833,,,+,add,B833.KB1_GF4,B833-55-KB1-GF4,1,,excel_Kyla_r51
B833,,,−,sub,B834.KB2_INT_VERK,B834.KB2_INT_VERK,1,,excel_Kyla_r51
B834,,,+,add,B834.KB2_INT_VERK,B834.KB2_INT_VERK,1,,excel_Kyla_r52
B841,,,+,add,B841.KB2_VM51,B841.KB2_VM51,1,,excel_Kyla_r54
B600,,,+,add,B600N.KV1_VM20,B600N.KV1_VM20,1,,excel_Kallvatten_r8
B600,,,+,add,B600S.KV1_VM20,B600S.KV1_VM20,1,,excel_Kallvatten_r8
B611,,,+,add,B611.KV1_VM21,B611.KV1_VM21,1,,excel_Kallvatten_r12
B611,,,+,add,B611.KV1_VM22,B611.KV1_VM22,1,,excel_Kallvatten_r12
B611,,,+,add,B611.VV1_VM21,B611.VV1_VM21,1,,excel_Kallvatten_r12
B611,,,−,sub,B622.KV1_VM22_V,B622.KV1_VM22_V,1,,excel_Kallvatten_r12
B611,,,−,sub,B613.KV1_VM21_V,B613.KV1_VM21_V,1,,excel_Kallvatten_r12
B612,,,+,add,B612.KV1_VM21,B612.KV1_VM21,1,,excel_Kallvatten_r13
B612,,,+,add,B612.KV1_VM22,B612.KV1_VM22,1,,excel_Kallvatten_r13
B612,,,+,add,B612.KV1_VM23_V,B612.KV1_VM23_V,1,,excel_Kallvatten_r13
B612,,,+,add,B612.KV1_VM24_V,B612.KV1_VM24_V,1,,excel_Kallvatten_r13
B612,,,−,sub,B613.KV1_VM23_V,B613.KV1_VM23_V,1,,excel_Kallvatten_r13
B612,,,−,sub,B637.KV1_VM21,B637.KV1_VM21,1,,excel_Kallvatten_r13
B612,,,−,sub,B638.KV1_VM21,B638.KV1_VM21,1,,excel_Kallvatten_r13
B613,,,+,add,B613.KV1_VM21_V,B613.KV1_VM21_V,1,,excel_Kallvatten_r14
B613,,,+,add,B613.KV1_VM22_V,B613.KV1_VM22_V,1,,excel_Kallvatten_r14
B613,,,+,add,B613.KV1_VM23_V,B613.KV1_VM23_V,1,,excel_Kallvatten_r14
B614,,,+,add,B614.KV1_VM21,B614.KV1_VM21,1,,excel_Kallvatten_r15
B614,,,+,add,B614.KV1_VM22,B614.KV1_VM22,1,,excel_Kallvatten_r15
B614,,,−,sub,B615.KV1_VM21_V,B615.KV1_VM21_V,1,,excel_Kallvatten_r15
B615,,,+,add,B615.KV1_VM21_V,B615.KV1_VM21_V,1,,excel_Kallvatten_r16
B616,,,+,add,B616.KV1_VM21,B616.KV1_VM21,1,,excel_Kallvatten_r17
B616,,,+,add,B616.KV1_VM22,B616.KV1_VM22,1,,excel_Kallvatten_r17
B616,,,+,add,B616.KV1_VM23,B616.KV1_VM23,1,,excel_Kallvatten_r17
B621,,,+,add,B621.KV1_VM21,B621.KV1_VM21,1,,excel_Kallvatten_r19
B621,,,−,sub,B622.KV1_VM21_V,B622.KV1_VM21_V,1,,excel_Kallvatten_r19
B621,,,−,sub,B623.KV1_VM21_V,B623.KV1_VM21_V,1,,excel_Kallvatten_r19
B622,,,+,add,B622.KV1_VM21_V,B622.KV1_VM21_V,1,,excel_Kallvatten_r21
B622,,,+,add,B622.KV1_VM22_V,B622.KV1_VM22_V,1,,excel_Kallvatten_r21
B622,,,+,add,B622.KV1_VM23_V,B622.KV1_VM23_V,1,,excel_Kallvatten_r21
B623,,,+,add,B623.KV1_VM21_V,B623.KV1_VM21_V,1,,excel_Kallvatten_r22
B625,,,+,add,B625.KV1_VM21,B625.KV1_VM21,1,,excel_Kallvatten_r23
B625,,,+,add,B625.KV1_VM22_V,B625.KV1_VM22_V,1,,excel_Kallvatten_r23
B626,,,+,add,B626.KV1_VM20,B626.KV1_VM20,1,,excel_Kallvatten_r24
B626,,,+,add,B626.KV1_VM21,B626.KV1_VM21,1,,excel_Kallvatten_r24
B631,,,+,add,B631.KV1_VM21_V,B631.KV1_VM21_V,1,,excel_Kallvatten_r25
B634,,,+,add,B634.KV1_VM21,B634.KV1_VM21,1,,excel_Kallvatten_r26
B634,,,+,add,B634.KV1_VM22,B634.KV1_VM22,1,,excel_Kallvatten_r26
B637,,,+,add,B637.KV1_VM21,B637.KV1_VM21,1,,excel_Kallvatten_r27
B638,,,+,add,B638.KV1_VM21,B638.KV1_VM21,1,,excel_Kallvatten_r28
B641,,,+,add,B641.KV1_VM21,B641.KV1_VM21,1,,excel_Kallvatten_r29
B642,,,+,add,B642.KV1_VM21,B642.KV1_VM21,1,,excel_Kallvatten_r30
B643,,,+,add,B643.KV1_VM21,B643.KV1_VM21,1,,excel_Kallvatten_r31
B650,,,+,add,B650.KV1_VM21,B650.KV1_VM21,1,,excel_Kallvatten_r33
B651,,,+,add,B651.KV1_VM21,B651.KV1_VM21,1,,excel_Kallvatten_r34
B652,,,+,add,B652.KV1_VM21,B652.KV1_VM21,1,,excel_Kallvatten_r35
B653,,,+,add,B653.KV1_VM23_V,B653.KV1_VM23_V,1,,excel_Kallvatten_r36
B654,,,+,add,B654.KV1_VM21_V,B654.KV1_VM21_V,1,,excel_Kallvatten_r37
B655,,,+,add,B655.KV1_VM21,B655.KV1_VM21,1,,excel_Kallvatten_r38
B656,,,+,add,B656.KV1_VM21,B656.KV1_VM21,1,,excel_Kallvatten_r39
B658,,,+,add,B658.KV1_VM21,B658.KV1_VM21,1,,excel_Kallvatten_r40
B659,,,+,add,B659.KV1_VM21_V,B659.KV1_VM21_V,1,,excel_Kallvatten_r41
B661,,,+,add,B661.KV1_VM22,B661.KV1_VM22,1,,excel_Kallvatten_r43
B661,,,+,add,B661.KV1_VM23,B661.KV1_VM23,1,,excel_Kallvatten_r43
B661,,,+,add,B661.KV1_VM24,B661.KV1_VM24,1,,excel_Kallvatten_r43
B664,,,+,add,B664.KV1_VM21_V,B664.KV1_VM21_V,1,,excel_Kallvatten_r46
B674,,,+,add,B674.KV1_VM21,B674.KV1_VM21,1,,excel_Kallvatten_r48
B684,,,+,add,B684.KV1_VM21,B684.KV1_VM21,1,,excel_Kallvatten_r49
B821,,,+,add,B821.KV1_VM21,B821.KV1_VM21,1,,excel_Kallvatten_r50
B821,,,+,add,B821.KV1_VM22,B821.KV1_VM22,1,,excel_Kallvatten_r50
B821,,,−,sub,B626.KV1_VM20,B626.KV1_VM20,1,,excel_Kallvatten_r50
B821,,,−,sub,B626.KV1_VM21,B626.KV1_VM21,1,,excel_Kallvatten_r50
B833,,,+,add,B833.KV1_VM21,B833.KV1_VM21,1,,excel_Kallvatten_r51
B833,,,+,add,B833.KV1_VM22,B833.KV1_VM22,1,,excel_Kallvatten_r51
B833,,,+,add,B833.KV1_VM23,B833.KV1_VM23,1,,excel_Kallvatten_r51
B833,,,−,sub,B834.KV1_VM21,B834.KV1_VM21,1,,excel_Kallvatten_r51
B834,,,+,add,B834.KV1_VM21,B834.KV1_VM21,1,,excel_Kallvatten_r52
B841,,,+,add,B841.KV1_VM21,B841.KV1_VM21,1,,excel_Kallvatten_r53
B841,,,+,add,B841.KV1_VM22,B841.KV1_VM22,1,,excel_Kallvatten_r53
B841,,,+,add,B841.KV1_VM23,B841.KV1_VM23,1,,excel_Kallvatten_r53
B841,,,+,add,B841.KV1_VM24,B841.KV1_VM24,1,,excel_Kallvatten_r53
B850,,,+,add,B850.KV1_VM21,B850.KV1_VM21,1,,excel_Kallvatten_r55
B869,,,+,add,B869.KV1_VM21,B869.KV1_VM21,1,,excel_Kallvatten_r56
B921,,,+,add,B921.KV1_VM21_V,B921.KV1_VM21_V,1,,excel_Kallvatten_r57
B611,,,+,add,B611.V2_VM21,B611.V2_VM21,1,,excel_Kyltornsvatten_r11
B612,,,+,add,B612.V4_INT_VERK2,B612.V4_INT_VERK2,1,,excel_Kyltornsvatten_r12
B614,,,+,add,B614-V2-GF4,B614-V2-GF4,1,,excel_Kyltornsvatten_r14
B621,,,+,add,B621-52-V2-INT_VERK2,B621-52-V2-INT_VERK2,1,,excel_Kyltornsvatten_r19
