media,building_id,month,excel_kwh,onto_kwh,diff_kwh,reason,explanation
EL,B611,2026-01,934585.67,980677.37,46091.70,strux_only_meter,"B611.T4 trunk in BMS includes T4-A3/C1/C4 flow; Excel subtracts those via STRUX, ontology cannot."
EL,B611,2026-02,811288.92,855111.59,43822.67,strux_only_meter,"B611.T4 trunk in BMS includes T4-A3/C1/C4 flow; Excel subtracts those via STRUX, ontology cannot."
EL,B612,2026-01,493402.99,515139.31,21736.32,excel_bug,Excel row 12 col AA subtracts B652.T8-A3-A14-112 on top of its parent B641.T8-A3 at col Z — double-count of ~21 MWh/month (~4%). Ontology no longer mirrors the bug (mirror edge removed 2026-04-21). See annotation B612_T8_suspected_excel_bug.
EL,B612,2026-02,447699.95,468831.43,21131.48,excel_bug,Excel row 12 col AA subtracts B652.T8-A3-A14-112 on top of its parent B641.T8-A3 at col Z — double-count of ~21 MWh/month (~4%). Ontology no longer mirrors the bug (mirror edge removed 2026-04-21). See annotation B612_T8_suspected_excel_bug.
EL,B613,2026-01,11407.24,0.00,-11407.24,strux_only_meter,B613.T4-C1 is STRUX-only (no BMS data). Ontology has nothing to attribute.
EL,B613,2026-02,10233.32,0.00,-10233.32,strux_only_meter,B613.T4-C1 is STRUX-only (no BMS data). Ontology has nothing to attribute.
EL,B614,2026-01,642223.84,642259.59,35.75,match,
EL,B614,2026-02,630000.09,629974.91,-25.19,match,
EL,B615,2026-01,4961.60,4961.61,0.00,match,
EL,B615,2026-02,4618.57,4618.56,-0.02,match,
EL,B616,2026-01,555788.83,555803.62,14.79,match,
EL,B616,2026-02,602851.05,602831.20,-19.85,match,
EL,B620,2026-01,0.00,0.00,0.00,match,
EL,B620,2026-02,0.00,0.00,0.00,match,
EL,B621,2026-01,734004.75,734152.93,148.18,ontology_drift,Jan +148 kWh on 734k total (0.02%). Residual from cross-building meter aggregation; no specific reset event but multiple meters contribute rolling_sum boundary-day noise.
EL,B621,2026-02,685726.83,685688.43,-38.40,match,
EL,B622,2026-01,41144.56,41148.32,3.76,match,
EL,B622,2026-02,37521.72,37518.32,-3.40,match,
EL,B623,2026-01,0.00,0.00,0.00,match,
EL,B623,2026-02,0.00,0.00,0.00,match,
EL,B625,2026-01,150435.00,150433.00,-2.00,match,
EL,B625,2026-02,142599.00,142590.50,-8.50,match,
EL,B631,2026-01,45299.98,0.00,-45299.98,strux_only_meter,B631.T4-A3 and B631.T4-C4 are STRUX-only (no BMS data). Ontology has nothing to attribute.
EL,B631,2026-02,42461.51,0.00,-42461.51,strux_only_meter,B631.T4-A3 and B631.T4-C4 are STRUX-only (no BMS data). Ontology has nothing to attribute.
EL,B634,2026-01,79137.88,79142.31,4.44,match,
EL,B634,2026-02,83577.94,83576.56,-1.38,match,
EL,B637,2026-01,2006.97,2008.39,1.42,match,
EL,B637,2026-02,2370.73,2370.81,0.08,match,
EL,B638,2026-01,1774.22,1775.69,1.47,match,
EL,B638,2026-02,1908.42,1908.45,0.04,match,
EL,B641,2026-01,46179.16,46184.22,5.06,match,
EL,B641,2026-02,40968.17,40962.02,-6.15,match,
EL,B642,2026-01,136241.00,136243.81,2.81,match,
EL,B642,2026-02,114170.58,114162.24,-8.34,match,
EL,B643,2026-01,149175.25,149183.69,8.44,match,
EL,B643,2026-02,138952.17,138945.26,-6.91,match,
EL,B649,2026-01,9257.12,9257.77,0.65,match,
EL,B649,2026-02,9297.36,9295.43,-1.93,match,
EL,B650,2026-01,150368.69,150456.87,88.18,match,
EL,B650,2026-02,162330.04,162321.45,-8.59,match,
EL,B651,2026-01,25575.17,25566.91,-8.26,match,
EL,B651,2026-02,31536.22,31540.47,4.25,match,
EL,B652,2026-01,21179.03,21782.53,603.50,ontology_drift,B652.T14-B3-J reads at building B602 (per building_id attribution) but Excel formula subtracts it from B652 at row 33 col T and adds it to B602. Net campus total matches; attribution differs by ~604 kWh/month.
EL,B652,2026-02,20500.01,21144.23,644.22,ontology_drift,B652.T14-B3-J reads at building B602 (per building_id attribution) but Excel formula subtracts it from B652 at row 33 col T and adds it to B602. Net campus total matches; attribution differs by ~644 kWh/month.
EL,B653,2026-01,362349.55,362358.68,9.12,match,
EL,B653,2026-02,370006.70,370008.45,1.75,match,
EL,B654,2026-01,288836.75,288830.75,-6.00,match,
EL,B654,2026-02,115446.75,115231.25,-215.50,ontology_drift,Drift of -216 (0.2%). Cause not yet classified.
EL,B655,2026-01,5637.88,5638.04,0.16,match,
EL,B655,2026-02,6888.05,6887.42,-0.63,match,
EL,B656,2026-01,0.00,0.00,0.00,match,
EL,B656,2026-02,0.00,0.00,0.00,match,
EL,B658,2026-01,27619.51,27619.21,-0.30,match,
EL,B658,2026-02,24576.77,24575.83,-0.94,match,
EL,B659,2026-01,142804.39,142812.65,8.25,match,
EL,B659,2026-02,119431.03,119409.37,-21.66,match,
EL,B660,2026-01,7016098.56,7016707.94,609.38,ontology_drift,"Jan +609 kWh on 7 GWh total (0.009%). Boundary-day consumption loss across multiple H23-1/H3-1 counter resets (see B660_H23_resets + B660_H3_resets annotations, 10 resets total on 14 months)."
EL,B660,2026-02,6455431.55,6314411.62,-141019.93,under_investigation,"Jan matches within 609 kWh, Feb drifts -141 MWh (-2.2%). Root cause not yet diagnosed."
EL,B661,2026-01,79741.38,79742.94,1.56,match,
EL,B661,2026-02,139002.75,139143.06,140.31,ontology_drift,Drift of 140 (0.1%). Cause not yet classified.
EL,B662,2026-01,0.00,0.00,0.00,match,
EL,B662,2026-02,0.00,0.00,0.00,match,
EL,B663,2026-01,0.00,0.00,0.00,match,
EL,B663,2026-02,0.00,0.00,0.00,match,
EL,B664,2026-01,0.00,4913.65,4913.65,excel_stale,Excel formula attributes 0 to B664; T42-2-1 actually feeds this building. Mirror delta vs B665.
EL,B664,2026-02,0.00,4698.68,4698.68,excel_stale,Excel formula attributes 0 to B664; T42-2-1 actually feeds this building. Mirror delta vs B665.
EL,B665,2026-01,16113.16,11198.29,-4914.87,excel_stale,Excel over-attributes T42-2-1 to B665. Mirror delta vs B664.
EL,B665,2026-02,14442.62,9739.85,-4702.78,excel_stale,Excel over-attributes T42-2-1 to B665. Mirror delta vs B664.
EL,B674,2026-01,70850.00,70855.50,5.50,match,
EL,B674,2026-02,65687.00,65686.00,-1.00,match,
EL,B682,2026-01,0.00,0.00,0.00,match,
EL,B682,2026-02,0.00,0.00,0.00,match,
EL,B821,2026-01,89443.72,89450.87,7.15,match,
EL,B821,2026-02,88854.19,88847.55,-6.64,match,
EL,B833,2026-01,309463.23,309379.05,-84.18,match,
EL,B833,2026-02,206103.78,206046.57,-57.21,match,
EL,B834,2026-01,8735.27,8737.45,2.18,match,
EL,B834,2026-02,14190.72,14197.93,7.21,match,
EL,B835,2026-01,3089.10,3089.63,0.53,match,
EL,B835,2026-02,3185.43,3184.80,-0.63,match,
EL,B841,2026-01,60734.00,60734.00,0.00,match,
EL,B841,2026-02,55818.00,55805.25,-12.75,match,
EL,B842,2026-01,0.00,0.00,0.00,match,
EL,B842,2026-02,0.00,0.00,0.00,match,
EL,B850,2026-01,0.00,0.00,0.00,match,
EL,B850,2026-02,0.00,0.00,0.00,match,
EL,B869,2026-01,73856.28,73857.13,0.85,match,
EL,B869,2026-02,71636.31,71625.95,-10.36,match,
EL,B921,2026-01,588699.00,588775.00,76.00,match,
EL,B921,2026-02,573120.00,573099.00,-21.00,match,
EL,B951,2026-01,0.00,0.00,0.00,match,
EL,B951,2026-02,0.00,0.00,0.00,match,
EL,BPARKING,2026-01,9398.32,9398.32,-0.00,match,
EL,BPARKING,2026-02,9885.93,9885.92,-0.00,match,
KALLVATTEN,B600,2026-01,21393.34,21393.34,0.00,match,
KALLVATTEN,B600,2026-02,21072.64,21072.64,0.00,match,
KALLVATTEN,B602,2026-01,0.00,0.00,0.00,match,
KALLVATTEN,B602,2026-02,0.00,0.00,0.00,match,
KALLVATTEN,B603,2026-01,0.00,0.00,0.00,match,
KALLVATTEN,B603,2026-02,0.00,0.00,0.00,match,
KALLVATTEN,B604,2026-01,0.00,0.00,0.00,match,
KALLVATTEN,B604,2026-02,0.00,0.00,0.00,match,
KALLVATTEN,B611,2026-01,1154.34,1154.34,0.00,match,
KALLVATTEN,B611,2026-02,1337.69,1337.69,0.00,match,
KALLVATTEN,B612,2026-01,990.89,990.89,-0.00,match,
KALLVATTEN,B612,2026-02,1005.33,1005.33,0.00,match,
KALLVATTEN,B613,2026-01,19.52,19.52,0.00,match,
KALLVATTEN,B613,2026-02,19.10,19.10,0.00,match,
KALLVATTEN,B614,2026-01,2925.27,2925.27,0.00,match,
KALLVATTEN,B614,2026-02,3177.37,3177.37,-0.00,match,
KALLVATTEN,B615,2026-01,45.62,45.62,0.00,match,
KALLVATTEN,B615,2026-02,21.09,21.09,0.00,match,
KALLVATTEN,B616,2026-01,3377.06,3377.06,0.00,match,
KALLVATTEN,B616,2026-02,3776.98,3776.98,0.00,match,
KALLVATTEN,B620,2026-01,0.00,0.00,0.00,match,
KALLVATTEN,B620,2026-02,0.00,0.00,0.00,match,
KALLVATTEN,B621,2026-01,1202.33,1202.33,0.00,match,
KALLVATTEN,B621,2026-02,1379.63,1379.63,0.00,match,
KALLVATTEN,B622,2026-01,1316.03,1316.03,0.00,match,
KALLVATTEN,B622,2026-02,1187.89,1187.89,0.00,match,
KALLVATTEN,B623,2026-01,36.34,36.34,0.00,match,
KALLVATTEN,B623,2026-02,23.88,23.88,0.00,match,
KALLVATTEN,B625,2026-01,619.33,619.33,0.00,match,
KALLVATTEN,B625,2026-02,1850.95,1850.95,0.00,match,
KALLVATTEN,B626,2026-01,65.31,65.31,0.00,match,
KALLVATTEN,B626,2026-02,52.17,52.17,0.00,match,
KALLVATTEN,B631,2026-01,167.93,167.93,0.00,match,
KALLVATTEN,B631,2026-02,225.45,225.45,0.00,match,
KALLVATTEN,B634,2026-01,242.18,242.18,0.00,match,
KALLVATTEN,B634,2026-02,266.51,266.51,0.00,match,
KALLVATTEN,B637,2026-01,17.31,17.31,0.00,match,
KALLVATTEN,B637,2026-02,18.93,18.93,0.00,match,
KALLVATTEN,B638,2026-01,20.18,20.18,0.00,match,
KALLVATTEN,B638,2026-02,25.23,25.23,0.00,match,
KALLVATTEN,B641,2026-01,8.19,8.19,0.00,match,
KALLVATTEN,B641,2026-02,7.95,7.95,0.00,match,
KALLVATTEN,B642,2026-01,56.58,56.58,0.00,match,
KALLVATTEN,B642,2026-02,59.17,59.17,0.00,match,
KALLVATTEN,B643,2026-01,184.13,184.13,0.00,match,
KALLVATTEN,B643,2026-02,181.44,181.44,0.00,match,
KALLVATTEN,B649,2026-01,0.00,0.00,0.00,match,
KALLVATTEN,B649,2026-02,0.00,0.00,0.00,match,
KALLVATTEN,B650,2026-01,1207.23,1207.23,0.00,match,
KALLVATTEN,B650,2026-02,1110.41,1110.41,0.00,match,
KALLVATTEN,B651,2026-01,171.19,171.19,0.00,match,
KALLVATTEN,B651,2026-02,21.15,21.15,0.00,match,
KALLVATTEN,B652,2026-01,15.95,15.95,0.00,match,
KALLVATTEN,B652,2026-02,17.43,17.43,0.00,match,
KALLVATTEN,B653,2026-01,495.34,495.34,0.00,match,
KALLVATTEN,B653,2026-02,926.44,926.44,0.00,match,
KALLVATTEN,B654,2026-01,8.62,8.62,0.00,match,
KALLVATTEN,B654,2026-02,2.20,2.20,0.00,match,
KALLVATTEN,B655,2026-01,12.30,12.30,0.00,match,
KALLVATTEN,B655,2026-02,16.11,16.11,0.00,match,
KALLVATTEN,B656,2026-01,0.00,0.00,0.00,match,
KALLVATTEN,B656,2026-02,0.00,0.00,0.00,match,
KALLVATTEN,B658,2026-01,54.23,54.23,0.00,match,
KALLVATTEN,B658,2026-02,55.17,55.17,0.00,match,
KALLVATTEN,B659,2026-01,0.02,0.02,0.00,match,
KALLVATTEN,B659,2026-02,0.03,0.03,0.00,match,
KALLVATTEN,B660,2026-01,0.00,0.00,0.00,match,
KALLVATTEN,B660,2026-02,0.00,0.00,0.00,match,
KALLVATTEN,B661,2026-01,389.53,389.53,0.00,match,
KALLVATTEN,B661,2026-02,607.11,607.11,0.00,match,
KALLVATTEN,B662,2026-01,0.00,0.00,0.00,match,
KALLVATTEN,B662,2026-02,0.00,0.00,0.00,match,
KALLVATTEN,B663,2026-01,0.00,0.00,0.00,match,
KALLVATTEN,B663,2026-02,0.00,0.00,0.00,match,
KALLVATTEN,B664,2026-01,3.65,3.65,0.00,match,
KALLVATTEN,B664,2026-02,1.74,1.74,0.00,match,
KALLVATTEN,B665,2026-01,0.00,0.00,0.00,match,
KALLVATTEN,B665,2026-02,0.00,0.00,0.00,match,
KALLVATTEN,B674,2026-01,251.56,251.56,0.00,match,
KALLVATTEN,B674,2026-02,259.17,259.17,0.00,match,
KALLVATTEN,B684,2026-01,5.72,5.72,0.00,match,
KALLVATTEN,B684,2026-02,7.44,7.44,0.00,match,
KALLVATTEN,B821,2026-01,27.88,27.88,0.00,match,
KALLVATTEN,B821,2026-02,29.56,29.56,0.00,match,
KALLVATTEN,B833,2026-01,3357.53,3357.53,0.00,match,
KALLVATTEN,B833,2026-02,1531.50,1531.50,0.00,match,
KALLVATTEN,B834,2026-01,44.88,44.88,0.00,match,
KALLVATTEN,B834,2026-02,47.22,47.22,0.00,match,
KALLVATTEN,B841,2026-01,0.00,0.00,0.00,match,
KALLVATTEN,B841,2026-02,0.00,0.00,0.00,match,
KALLVATTEN,B842,2026-01,0.00,0.00,0.00,match,
KALLVATTEN,B842,2026-02,0.00,0.00,0.00,match,
KALLVATTEN,B850,2026-01,0.00,0.00,0.00,match,
KALLVATTEN,B850,2026-02,2.88,2.88,0.00,match,
KALLVATTEN,B869,2026-01,0.00,0.00,0.00,match,
KALLVATTEN,B869,2026-02,0.00,0.00,0.00,match,
KALLVATTEN,B921,2026-01,1927.48,1927.48,0.00,match,
KALLVATTEN,B921,2026-02,1965.51,1965.51,0.00,match,
KYLA,B602,2026-01,0.00,0.00,0.00,match,
KYLA,B602,2026-02,0.00,0.00,0.00,match,
KYLA,B603,2026-01,0.00,0.00,0.00,match,
KYLA,B603,2026-02,0.00,0.00,0.00,match,
KYLA,B604,2026-01,0.00,0.00,0.00,match,
KYLA,B604,2026-02,0.00,0.00,0.00,match,
KYLA,B611,2026-01,-20.88,-20.88,0.00,data_quality_artifact,Dead pool meter (B653 died 2025-10-09) combined with active downstream sub-meters yields physically-nonsensical negative value. Topology faithful to the source.
KYLA,B611,2026-02,-12.01,-11.94,0.08,data_quality_artifact,Dead pool meter (B653 died 2025-10-09) combined with active downstream sub-meters yields physically-nonsensical negative value. Topology faithful to the source.
KYLA,B612,2026-01,7.99,6.24,-1.75,excel_cooked_coefficient,Excel uses fractional 0.9×B637 subtraction; views.sql has no fractional-subtract primitive so 1–3 MWh residuals are expected.
KYLA,B612,2026-02,13.77,11.97,-1.80,excel_cooked_coefficient,Excel uses fractional 0.9×B637 subtraction; views.sql has no fractional-subtract primitive so 1–3 MWh residuals are expected.
KYLA,B613,2026-01,6.04,6.04,0.00,match,
KYLA,B613,2026-02,7.65,7.65,0.01,match,
KYLA,B614,2026-01,22.60,22.60,0.00,match,
KYLA,B614,2026-02,19.62,19.62,0.00,match,
KYLA,B615,2026-01,1.00,1.00,0.00,match,
KYLA,B615,2026-02,0.88,0.88,0.00,match,
KYLA,B616,2026-01,0.00,0.00,0.00,match,
KYLA,B616,2026-02,0.00,0.00,0.00,match,
KYLA,B620,2026-01,0.00,0.00,0.00,match,
KYLA,B620,2026-02,0.00,0.00,0.00,match,
KYLA,B621,2026-01,1.83,1.83,0.00,match,
KYLA,B621,2026-02,2.43,2.53,0.10,ontology_drift,Drift of 0 (4.1%). Cause not yet classified.
KYLA,B622,2026-01,0.33,0.33,-0.00,match,
KYLA,B622,2026-02,0.44,0.46,0.02,ontology_drift,Drift of 0 (4.1%). Cause not yet classified.
KYLA,B623,2026-01,3.67,0.00,-3.67,excel_bug,B623 double-counted: appears as + term for B623 AND inside the B600-KB2 pool formula. Conservation violation in the source; topology can only match one side.
KYLA,B623,2026-02,5.06,0.00,-5.06,excel_bug,B623 double-counted: appears as + term for B623 AND inside the B600-KB2 pool formula. Conservation violation in the source; topology can only match one side.
KYLA,B625,2026-01,0.00,0.00,0.00,match,
KYLA,B625,2026-02,0.00,0.00,0.00,match,
KYLA,B631,2026-01,9.31,9.31,0.00,match,
KYLA,B631,2026-02,8.50,8.50,0.00,match,
KYLA,B634,2026-01,22.13,22.13,0.00,match,
KYLA,B634,2026-02,19.94,19.94,0.00,match,
KYLA,B637,2026-01,17.50,17.50,0.00,match,
KYLA,B637,2026-02,18.03,18.03,0.00,match,
KYLA,B638,2026-01,0.00,0.00,0.00,match,
KYLA,B638,2026-02,0.00,0.00,0.00,match,
KYLA,B641,2026-01,-1.75,0.00,1.75,excel_cooked_coefficient,Excel uses fractional 0.1×B637 subtraction; views.sql has no fractional-subtract primitive so 1–3 MWh residuals are expected.
KYLA,B641,2026-02,-1.80,0.00,1.80,excel_cooked_coefficient,Excel uses fractional 0.1×B637 subtraction; views.sql has no fractional-subtract primitive so 1–3 MWh residuals are expected.
KYLA,B642,2026-01,0.00,0.00,0.00,match,
KYLA,B642,2026-02,0.00,0.00,0.00,match,
KYLA,B643,2026-01,0.00,0.00,0.00,match,
KYLA,B643,2026-02,0.00,0.00,0.00,match,
KYLA,B649,2026-01,0.00,0.00,0.00,match,
KYLA,B649,2026-02,0.00,0.00,0.00,match,
KYLA,B650,2026-01,0.00,0.00,0.00,match,
KYLA,B650,2026-02,0.00,0.00,0.00,match,
KYLA,B651,2026-01,0.00,0.00,0.00,match,
KYLA,B651,2026-02,0.00,0.00,0.00,match,
KYLA,B652,2026-01,0.00,0.00,0.00,match,
KYLA,B652,2026-02,0.00,0.00,0.00,match,
KYLA,B653,2026-01,0.00,0.00,0.00,match,
KYLA,B653,2026-02,0.00,0.00,0.00,match,
KYLA,B654,2026-01,0.00,0.00,0.00,match,
KYLA,B654,2026-02,0.00,0.00,0.00,match,
KYLA,B655,2026-01,0.00,0.00,0.00,match,
KYLA,B655,2026-02,0.00,0.00,0.00,match,
KYLA,B656,2026-01,0.00,0.00,0.00,match,
KYLA,B656,2026-02,0.00,0.00,0.00,match,
KYLA,B658,2026-01,0.00,12.49,12.49,excel_stale,"Meter live but Excel attributes 0 — known ""Excel=0 but meter live"" misallocation."
KYLA,B658,2026-02,0.00,10.85,10.85,excel_stale,"Meter live but Excel attributes 0 — known ""Excel=0 but meter live"" misallocation."
KYLA,B659,2026-01,0.00,0.00,0.00,match,
KYLA,B659,2026-02,0.00,0.00,0.00,match,
KYLA,B660,2026-01,0.00,0.00,0.00,match,
KYLA,B660,2026-02,0.00,0.00,0.00,match,
KYLA,B661,2026-01,0.00,0.00,0.00,match,
KYLA,B661,2026-02,0.20,0.20,0.00,match,
KYLA,B662,2026-01,0.00,0.00,0.00,match,
KYLA,B662,2026-02,0.00,0.00,0.00,match,
KYLA,B663,2026-01,0.00,0.00,0.00,match,
KYLA,B663,2026-02,0.00,0.00,0.00,match,
KYLA,B664,2026-01,0.00,0.00,0.00,match,
KYLA,B664,2026-02,0.00,0.00,0.00,match,
KYLA,B665,2026-01,0.00,0.00,0.00,match,
KYLA,B665,2026-02,0.00,0.00,0.00,match,
KYLA,B674,2026-01,20.43,20.43,0.00,match,
KYLA,B674,2026-02,23.16,23.16,0.00,match,
KYLA,B682,2026-01,0.00,0.00,0.00,match,
KYLA,B682,2026-02,0.00,0.00,0.00,match,
KYLA,B821,2026-01,0.00,0.00,0.00,match,
KYLA,B821,2026-02,0.00,0.00,0.00,match,
KYLA,B833,2026-01,-0.84,-0.41,0.43,data_quality_artifact,Bi-daily BMS sensor (B833.KB1_GF4 reads ~31 times over 59 days). Negative residual is a sampling artifact.
KYLA,B833,2026-02,-1.04,-0.54,0.50,data_quality_artifact,Bi-daily BMS sensor (B833.KB1_GF4 reads ~31 times over 59 days). Negative residual is a sampling artifact.
KYLA,B834,2026-01,0.84,0.84,0.00,match,
KYLA,B834,2026-02,1.04,1.04,0.00,match,
KYLA,B835,2026-01,0.00,0.00,0.00,match,
KYLA,B835,2026-02,0.00,0.00,0.00,match,
KYLA,B841,2026-01,0.00,0.00,0.00,match,
KYLA,B841,2026-02,0.00,0.00,0.00,match,
KYLA,B842,2026-01,0.00,0.00,0.00,match,
KYLA,B842,2026-02,0.00,0.00,0.00,match,
KYLA,B850,2026-01,0.00,0.00,0.00,match,
KYLA,B850,2026-02,0.00,0.00,0.00,match,
KYLA,B869,2026-01,0.00,0.00,0.00,match,
KYLA,B869,2026-02,0.00,0.00,0.00,match,
KYLA,B921,2026-01,0.00,0.00,0.00,match,
KYLA,B921,2026-02,0.00,0.00,0.00,match,
KYLA,B951,2026-01,0.00,0.00,0.00,match,
KYLA,B951,2026-02,0.00,0.00,0.00,match,
KYLTORNSVATTEN,B602,2026-01,0.00,0.00,0.00,match,
KYLTORNSVATTEN,B602,2026-02,0.00,0.00,0.00,match,
KYLTORNSVATTEN,B603,2026-01,0.00,0.00,0.00,match,
KYLTORNSVATTEN,B603,2026-02,0.00,0.00,0.00,match,
KYLTORNSVATTEN,B604,2026-01,0.00,0.00,0.00,match,
KYLTORNSVATTEN,B611,2026-01,24161.00,24161.00,0.00,match,
KYLTORNSVATTEN,B611,2026-02,15831.00,15831.00,0.00,match,
KYLTORNSVATTEN,B612,2026-01,2144.00,2144.00,0.00,match,
KYLTORNSVATTEN,B612,2026-02,1606.00,1606.00,0.00,match,
KYLTORNSVATTEN,B613,2026-01,0.00,0.00,0.00,match,
KYLTORNSVATTEN,B613,2026-02,0.00,0.00,0.00,match,
KYLTORNSVATTEN,B614,2026-01,0.00,0.00,0.00,match,
