building_id,month,excel_mwh,media
B328,2026-02,1149.1369999999952,EL
B328,2026-03,1121.7760000000053,EL
B328,2026-04,57.560999999994245,EL
B328,2026-05,0.0,EL
B328,2026-06,0.0,EL
B328,2026-07,0.0,EL
B328,2026-08,0.0,EL
B328,2026-09,0.0,EL
B328,2026-10,0.0,EL
B328,2026-11,0.0,EL
B328,2026-12,0.0,EL
B330,2026-01,667118.3466243745,EL
B330,2026-02,595877.65625,EL
B330,2026-03,648935.515625,EL
B330,2026-04,21994.28125,EL
B330,2026-05,0.0,EL
B330,2026-06,0.0,EL
B330,2026-07,0.0,EL
B330,2026-08,0.0,EL
B330,2026-09,0.0,EL
B330,2026-10,0.0,EL
B330,2026-11,0.0,EL
B330,2026-12,0.0,EL
B331,2026-01,0.0,EL
B331,2026-02,0.0,EL
B331,2026-03,0.0,EL
B331,2026-04,0.0,EL
B331,2026-05,0.0,EL
B331,2026-06,0.0,EL
B331,2026-07,0.0,EL
B331,2026-08,0.0,EL
B331,2026-09,0.0,EL
B331,2026-10,0.0,EL
B331,2026-11,0.0,EL
B331,2026-12,0.0,EL
B334,2026-01,439468.81575000007,EL
B334,2026-02,410101.36250000005,EL
B334,2026-03,464866.1245,EL
B334,2026-04,16437.842250000103,EL
B334,2026-05,0.0,EL
B334,2026-06,0.0,EL
B334,2026-07,0.0,EL
B334,2026-08,0.0,EL
B334,2026-09,0.0,EL
B334,2026-10,0.0,EL
B334,2026-11,0.0,EL
B334,2026-12,0.0,EL
B337,2026-01,451619.8116660118,EL
B337,2026-02,401697.169921875,EL
B337,2026-03,471815.14113378525,EL
B337,2026-04,16294.949218750002,EL
B337,2026-05,0.0,EL
B337,2026-06,0.0,EL
B337,2026-07,0.0,EL
B337,2026-08,0.0,EL
B337,2026-09,0.0,EL
B337,2026-10,0.0,EL
B337,2026-11,0.0,EL
B337,2026-12,0.0,EL
B339,2026-01,287204.00250000006,EL
B339,2026-02,236328.73299999934,EL
B339,2026-03,270638.6350000008,EL
B339,2026-04,13740.126499999038,EL
B339,2026-05,0.0,EL
B339,2026-06,0.0,EL
B339,2026-07,0.0,EL
B339,2026-08,0.0,EL
B339,2026-09,0.0,EL
B339,2026-10,0.0,EL
B339,2026-11,0.0,EL
B339,2026-12,0.0,EL
B339 Kolfilter,2026-01,16775.730999999912,EL
B339 Kolfilter,2026-02,17181.48400000017,EL
B339 Kolfilter,2026-03,25587.194999999836,EL
B339 Kolfilter,2026-04,892.3400000000838,EL
B339 Kolfilter,2026-05,0.0,EL
B339 Kolfilter,2026-06,0.0,EL
B339 Kolfilter,2026-07,0.0,EL
B339 Kolfilter,2026-08,0.0,EL
B339 Kolfilter,2026-09,0.0,EL
B339 Kolfilter,2026-10,0.0,EL
B339 Kolfilter,2026-11,0.0,EL
B339 Kolfilter,2026-12,0.0,EL
B341,2026-01,224854.625,EL
B341,2026-02,209131.0,EL
B341,2026-03,236769.125,EL
B341,2026-04,8003.625,EL
B341,2026-05,0.0,EL
B341,2026-06,0.0,EL
B341,2026-07,0.0,EL
B341,2026-08,0.0,EL
B341,2026-09,0.0,EL
B341,2026-10,0.0,EL
B341,2026-11,0.0,EL
B341,2026-12,0.0,EL
B342,2026-01,116653.125,EL
B342,2026-02,118049.25,EL
B342,2026-03,164734.625,EL
B342,2026-04,4972.25,EL
B342,2026-05,0.0,EL
B342,2026-06,0.0,EL
B342,2026-07,0.0,EL
B342,2026-08,0.0,EL
B342,2026-09,0.0,EL
B342,2026-10,0.0,EL
B342,2026-11,0.0,EL
B342,2026-12,0.0,EL
B343,2026-01,0.0,EL
B343,2026-02,0.0,EL
B343,2026-03,0.0,EL
B343,2026-04,0.0,EL
B343,2026-05,0.0,EL
B343,2026-06,0.0,EL
B343,2026-07,0.0,EL
B343,2026-08,0.0,EL
B343,2026-09,0.0,EL
B343,2026-10,0.0,EL
B343,2026-11,0.0,EL
B343,2026-12,0.0,EL
B344,2026-01,54466.44499999995,EL
B344,2026-02,55967.204000000034,EL
B344,2026-03,45334.073000000324,EL
B344,2026-04,1765.2919999996666,EL
B344,2026-05,0.0,EL
B344,2026-06,0.0,EL
B344,2026-07,0.0,EL
B344,2026-08,0.0,EL
B344,2026-09,0.0,EL
B344,2026-10,0.0,EL
B344,2026-11,0.0,EL
B344,2026-12,0.0,EL
B345,2026-01,0.0,EL
B345,2026-02,0.0,EL
B345,2026-03,0.0,EL
B345,2026-04,0.0,EL
B345,2026-05,0.0,EL
B345,2026-06,0.0,EL
B345,2026-07,0.0,EL
B345,2026-08,0.0,EL
B345,2026-09,0.0,EL
B345,2026-10,0.0,EL
B345,2026-11,0.0,EL
B345,2026-12,0.0,EL
B346,2026-01,0.0,EL
B346,2026-02,0.0,EL
B346,2026-03,0.0,EL
B346,2026-04,0.0,EL
B346,2026-05,0.0,EL
B346,2026-06,0.0,EL
B346,2026-07,0.0,EL
B346,2026-08,0.0,EL
B346,2026-09,0.0,EL
B346,2026-10,0.0,EL
B346,2026-11,0.0,EL
B346,2026-12,0.0,EL
B348,2026-01,0.0,EL
B348,2026-02,0.0,EL
B348,2026-03,0.0,EL
B348,2026-04,0.0,EL
B348,2026-05,0.0,EL
B348,2026-06,0.0,EL
B348,2026-07,0.0,EL
B348,2026-08,0.0,EL
B348,2026-09,0.0,EL
B348,2026-10,0.0,EL
B348,2026-11,0.0,EL
B348,2026-12,0.0,EL
B349,2026-01,0.0,EL
B351,2026-01,0.0,EL
B351,2026-02,0.0,EL
B351,2026-03,0.0,EL
B351,2026-04,0.0,EL
B351,2026-05,0.0,EL
B351,2026-06,0.0,EL
B351,2026-07,0.0,EL
B351,2026-08,0.0,EL
B351,2026-09,0.0,EL
B351,2026-10,0.0,EL
B351,2026-11,0.0,EL
B351,2026-12,0.0,EL
B352,2026-01,0.0,EL
B352,2026-02,0.0,EL
B352,2026-03,0.0,EL
B352,2026-04,0.0,EL
B352,2026-05,0.0,EL
B352,2026-06,0.0,EL
B352,2026-07,0.0,EL
B352,2026-08,0.0,EL
B352,2026-09,0.0,EL
B352,2026-10,0.0,EL
B352,2026-11,0.0,EL
B352,2026-12,0.0,EL
B353,2026-01,10484.06799999997,EL
B353,2026-02,11018.737000000023,EL
B353,2026-03,8169.170999999974,EL
B353,2026-04,296.6130000000121,EL
B353,2026-05,0.0,EL
B353,2026-06,0.0,EL
B353,2026-07,0.0,EL
B353,2026-08,0.0,EL
B353,2026-09,0.0,EL
B353,2026-10,0.0,EL
B353,2026-11,0.0,EL
B353,2026-12,0.0,EL
B354,2026-01,0.0,EL
B354,2026-02,0.0,EL
B354,2026-03,0.0,EL
B354,2026-04,0.0,EL
B354,2026-05,0.0,EL
B354,2026-06,0.0,EL
B354,2026-07,0.0,EL
B354,2026-08,0.0,EL
B354,2026-09,0.0,EL
B354,2026-10,0.0,EL
B354,2026-11,0.0,EL
B354,2026-12,0.0,EL
B357,2026-01,0.0,EL
B357,2026-02,0.0,EL
B357,2026-03,0.0,EL
B357,2026-04,0.0,EL
B357,2026-05,0.0,EL
B357,2026-06,0.0,EL
B357,2026-07,0.0,EL
B357,2026-08,0.0,EL
B357,2026-09,0.0,EL
B357,2026-10,0.0,EL
B357,2026-11,0.0,EL
B357,2026-12,0.0,EL
B358,2026-01,0.0,EL
B358,2026-02,0.0,EL
B358,2026-03,0.0,EL
B358,2026-04,0.0,EL
B358,2026-05,0.0,EL
B358,2026-06,0.0,EL
B358,2026-07,0.0,EL
B358,2026-08,0.0,EL
B358,2026-09,0.0,EL
B358,2026-10,0.0,EL
B358,2026-11,0.0,EL
B358,2026-12,0.0,EL
B359,2026-01,0.0,EL
B359,2026-02,0.0,EL
B359,2026-03,0.0,EL
B359,2026-04,0.0,EL
B359,2026-05,0.0,EL
B359,2026-06,0.0,EL
B359,2026-07,0.0,EL
B359,2026-08,0.0,EL
B359,2026-09,0.0,EL
B359,2026-10,0.0,EL
B359,2026-11,0.0,EL
B359,2026-12,0.0,EL
B360,2026-01,0.0,EL
B360,2026-02,0.0,EL
B360,2026-03,0.0,EL
B360,2026-04,0.0,EL
B360,2026-05,0.0,EL
B360,2026-06,0.0,EL
B360,2026-07,0.0,EL
B360,2026-08,0.0,EL
B360,2026-09,0.0,EL
B360,2026-10,0.0,EL
B360,2026-11,0.0,EL
B360,2026-12,0.0,EL
B361,2026-01,0.0,EL
B361,2026-02,0.0,EL
B361,2026-03,0.0,EL
B361,2026-04,0.0,EL
B361,2026-05,0.0,EL
B361,2026-06,0.0,EL
B361,2026-07,0.0,EL
B361,2026-08,0.0,EL
B361,2026-09,0.0,EL
B361,2026-10,0.0,EL
B361,2026-11,0.0,EL
B361,2026-12,0.0,EL
B381,2026-01,7299.269,EL
B381,2026-02,6533.758000000009,EL
B381,2026-03,6109.384999999995,EL
B381,2026-04,197.4930000000022,EL
B381,2026-05,0.0,EL
B381,2026-06,0.0,EL
B381,2026-07,0.0,EL
B381,2026-08,0.0,EL
B381,2026-09,0.0,EL
B381,2026-10,0.0,EL
B381,2026-11,0.0,EL
B381,2026-12,0.0,EL
B382,2026-01,0.0,EL
B382,2026-02,0.0,EL
B382,2026-03,0.0,EL
B382,2026-04,0.0,EL
B382,2026-05,0.0,EL
B382,2026-06,0.0,EL
B382,2026-07,0.0,EL
B382,2026-08,0.0,EL
B382,2026-09,0.0,EL
B382,2026-10,0.0,EL
B382,2026-11,0.0,EL
B382,2026-12,0.0,EL
B385,2026-01,2061.5639999999844,EL
B385,2026-02,1816.2440000000063,EL
B385,2026-03,2024.2319999999888,EL
B385,2026-04,67.80100000000675,EL
B385,2026-05,0.0,EL
B385,2026-06,0.0,EL
B385,2026-07,0.0,EL
B385,2026-08,0.0,EL
B385,2026-09,0.0,EL
B385,2026-10,0.0,EL
B385,2026-11,0.0,EL
B385,2026-12,0.0,EL
B386,2026-01,0.0,EL
B386,2026-02,0.0,EL
B386,2026-03,0.0,EL
B386,2026-04,0.0,EL
B386,2026-05,0.0,EL
B386,2026-06,0.0,EL
B386,2026-07,0.0,EL
B386,2026-08,0.0,EL
B386,2026-09,0.0,EL
B386,2026-10,0.0,EL
B386,2026-11,0.0,EL
B386,2026-12,0.0,EL
B387,2026-01,0.224,EL
B387,2026-02,0.001000000000000001,EL
B387,2026-03,0.0030000000000000027,EL
B387,2026-04,0.0,EL
B387,2026-05,0.0,EL
B387,2026-06,0.0,EL
B387,2026-07,0.0,EL
B387,2026-08,0.0,EL
B387,2026-09,0.0,EL
B387,2026-10,0.0,EL
B387,2026-11,0.0,EL
B387,2026-12,0.0,EL
B390,2026-01,0.0,EL
B390,2026-02,0.0,EL
B390,2026-03,0.0,EL
B390,2026-04,0.0,EL
B390,2026-05,0.0,EL
B390,2026-06,0.0,EL
B390,2026-07,0.0,EL
B390,2026-08,0.0,EL
B390,2026-09,0.0,EL
B390,2026-10,0.0,EL
B390,2026-11,0.0,EL
B390,2026-12,0.0,EL
B392,2026-01,54802.51500000014,EL
B392,2026-02,51515.037999999826,EL
B392,2026-03,55903.80300000007,EL
B392,2026-04,1984.1080000000075,EL
B392,2026-05,0.0,EL
B392,2026-06,0.0,EL
B392,2026-07,0.0,EL
B392,2026-08,0.0,EL
B392,2026-09,0.0,EL
B392,2026-10,0.0,EL
B392,2026-11,0.0,EL
B392,2026-12,0.0,EL
B393,2026-01,0.0,EL
B393,2026-02,0.0,EL
B393,2026-03,0.0,EL
B393,2026-04,0.0,EL
B393,2026-05,0.0,EL
B393,2026-06,0.0,EL
B393,2026-07,0.0,EL
B393,2026-08,0.0,EL
B393,2026-09,0.0,EL
B393,2026-10,0.0,EL
B393,2026-11,0.0,EL
B393,2026-12,0.0,EL
B403,2026-01,24466.34899999993,EL
B403,2026-02,29906.293999999994,EL
B403,2026-03,28551.645999999953,EL
B403,2026-04,1288.7420000000857,EL
B403,2026-05,0.0,EL
B403,2026-06,0.0,EL
B403,2026-07,0.0,EL
B403,2026-08,0.0,EL
B403,2026-09,0.0,EL
B403,2026-10,0.0,EL
B403,2026-11,0.0,EL
B403,2026-12,0.0,EL
B420,2026-01,0.0,EL
B420,2026-02,0.0,EL
B420,2026-03,0.0,EL
B420,2026-04,0.0,EL
B420,2026-05,0.0,EL
B420,2026-06,0.0,EL
B420,2026-07,0.0,EL
B420,2026-08,0.0,EL
B420,2026-09,0.0,EL
B420,2026-10,0.0,EL
B420,2026-11,0.0,EL
B420,2026-12,0.0,EL
