meter_id,name,building_id,media_type_id,is_virtual_meter,identifier,valid_from,valid_to
B201.KB1_Elogg,201 KYLA meter KB1_Elogg,B201,KYLA,False,snowflake=B201.KB1_Elogg; strux=B201.KB1_Elogg,,
B202.VENT,202 KYLA meter VENT,B202,KYLA,False,strux=B202.VENT,,
B203.KB1,203 KYLA meter KB1,B203,KYLA,False,snowflake=B203.KB1; strux=B203.KB1,,2025-01-01
B203.KB5-Intverk,203 KYLA meter KB5-Intverk,B203,KYLA,False,snowflake=B203.KB5-Intverk; strux=B203.KB5-Intverk,,2025-01-01
B207.VENT,207 KYLA meter VENT,B207,KYLA,False,snowflake=B207.VENT; strux=B207.VENT,,
B209.KB1,209 KYLA meter KB1,B209,KYLA,False,snowflake=B209.KB1; strux=B209.KB1,,
B209.KB4_VMM51,209 KYLA meter KB4_VMM51,B209,KYLA,False,snowflake=B209.KB4_VMM51; strux=B209.KB4_VMM51,,2025-01-01
B209.KB6_VMM51,209 KYLA meter KB6_VMM51,B209,KYLA,False,snowflake=B209.KB6_VMM51; strux=B209.KB6_VMM51,,
B216.KB1,216 KYLA meter KB1,B216,KYLA,False,snowflake=B216.KB1; strux=B216.KB1,,
B216.VENT,216 KYLA meter VENT,B216,KYLA,False,snowflake=B216.VENT; strux=B216.VENT,,
B217.KB1,217 KYLA meter KB1,B217,KYLA,False,snowflake=B217.KB1; strux=B217.KB1,,
B304.KB2,302 KYLA meter KB2,,KYLA,False,snowflake=B304.KB2; strux=B304.KB2,,
B304.KB1,304 KYLA meter KB1,B304,KYLA,False,snowflake=B304.KB1; strux=B304.KB1,,
B305.KB1,305 KYLA meter KB1,,KYLA,False,snowflake=B305.KB1; strux=B305.KB1,,
B307.KB1,305 KYLA meter KB1,,KYLA,False,snowflake=B307.KB1; strux=B307.KB1,,
B307.KB1_VMM52,307 KYLA meter KB1_VMM52,,KYLA,False,snowflake=B307.KB1_VM52_E; strux=B307.KB1_VM52_E,,
B308.KB1,308 KYLA meter KB1,B308,KYLA,False,snowflake=B308.KB1; strux=B308.KB1,,
B312.KB1,312 KYLA meter KB1,B312,KYLA,False,snowflake=B312.KB1; strux=B312.KB1,,2025-01-01
B318.KB1,318 KYLA meter KB1,B318,KYLA,False,snowflake=B318.KB1; strux=B318.KB1,,
B327.KB1,327 KYLA meter KB1,B327,KYLA,False,snowflake=B327.KB1; strux=B327.KB1,,
B331.KB1_VMM51,330 KYLA meter KB1_VMM51,B330,KYLA,False,strux=B331.KB1_VM51_E,,
B339.KB1_INT_VERK1,339 KYLA meter KB1_INT_VERK1,B339,KYLA,False,snowflake=B339.KB1_INT_VERK1; strux=B339.KB1_INT_VERK1,,
B339.KB1_VVS,339 KYLA meter KB1_VVS,B339,KYLA,False,snowflake=B339.KB1_VVS; strux=B339.KB1_VVS,,
B339.KB1_KOLF,339 KYLA meter KB1_KOLF,B339,KYLA,False,snowflake=B339.KB1_KOLF; strux=B339.KB1_KOLF,,
B341.KB1,341 KYLA meter KB1,B341,KYLA,False,snowflake=B341.KB1; strux=B341.KB1,,
B392.KB1_VMM51,392 KYLA meter KB1_VMM51,B392,KYLA,False,strux=B392.KB1_VM51_E,,
B212.KB5,212 KYLA meter KB5,B212,KYLA,False,snowflake=B212.KB5; strux=B212.KB5,,
B336.KB1,336 KYLA meter KB1,B336,KYLA,False,strux=B336.KB1,,
B302.KYLA_VIRT,302 KYLA virtual B302.KYLA_VIRT,B302,KYLA,True,,,
B303.KYLA_VIRT,303 KYLA virtual B303.KYLA_VIRT,B303,KYLA,True,,,
B305.KYLA_VIRT,305 KYLA virtual B305.KYLA_VIRT,B305,KYLA,True,,,
B307.KYLA_VIRT,307 KYLA virtual B307.KYLA_VIRT,B307,KYLA,True,,,
B304-52-V2-AW026,B304-52-V2-AW026,B304,SJOVATTEN,False,strux=B304-52-V2-AW026,,
B305.V2_VMM21,305 SJOVATTEN meter V2_VMM21,B305,SJOVATTEN,False,snowflake=B305.V2_VM21; strux=B305.V2_VM21,,2025-01-01
B308.V2_VM21-V,308 SJOVATTEN meter V2_VM21-V,B308,SJOVATTEN,False,snowflake=B308.V2_VM21_V; strux=B308.V2_VM21-V,,2025-01-01
B310.V2_GF4_1,310 SJOVATTEN meter V2_GF4_1,,SJOVATTEN,False,strux=B310.V2_GF4_1,,
B325.V2_GF4_1,325 SJOVATTEN meter V2_GF4_1,B325,SJOVATTEN,False,snowflake=B325.V2_GF4_1; strux=B325.V2_GF4_1,,
B330.V2_GF4_1,330 SJOVATTEN meter V2_GF4_1,,SJOVATTEN,False,strux=B330.V2_GF4_1,,
B334.V2_VM90_V,334 SJOVATTEN meter V2_VM90_V,B334,SJOVATTEN,False,snowflake=B334.V2_VM90_V; strux=B334.V2_VM90_V,,
B337.V2_GF4_1,337 SJOVATTEN meter V2_GF4_1,B337,SJOVATTEN,False,strux=B337.V2_GF4_1,,
B339.V2_GF4_1,339 SJOVATTEN meter V2_GF4_1,B339,SJOVATTEN,False,snowflake=B339.V2_GF4_1; strux=B339.V2_GF4_1,,
B339.V2_GF3_3,339 SJOVATTEN meter V2_GF3_3,B339,SJOVATTEN,False,snowflake=B339.V2_GF3_3; strux=B339.V2_GF3_3,,
B339.V2_GF3_4,339 SJOVATTEN meter V2_GF3_4,B339,SJOVATTEN,False,snowflake=B339.V2_GF3_4; strux=B339.V2_GF3_4,,
B339.V2_GF4,339 SJOVATTEN meter V2_GF4,B339,SJOVATTEN,False,snowflake=B339.V2_GF4; strux=B339.V2_GF4,,
B212.V2_VMM51,212 SJOVATTEN meter V2_VMM51,B212,SJOVATTEN,False,snowflake=B212.V2_VM51; strux=B212.V2_VM51,,
B229.V2_VMM51,229 SJOVATTEN meter V2_VMM51,B229,SJOVATTEN,False,snowflake=B229.V2_VM51; strux=B229.V2_VM51,,
B230.V2_VMM51,230 SJOVATTEN meter V2_VMM51,B230,SJOVATTEN,False,snowflake=B230.V2_VM51; strux=B230.V2_VM51,,
B392.V2_VM21_V,392 SJOVATTEN meter V2_VM21_V,B392,SJOVATTEN,False,snowflake=B392.V2_VM21_V; strux=B392.V2_VM21_V,,
B409.V2_GF4,409 SJOVATTEN meter V2_GF4,B409,SJOVATTEN,False,snowflake=B409.V2_GF4; strux=B409.V2_GF4,,
TE-52-V2-GF4:1 Kringlan,TE-52-V2-GF4:1 Kringlan,BKringlan,SJOVATTEN,False,strux=TE-52-V2-GF4:1 Kringlan,,
TE-52-V2-SCANIA,TE-52-V2-SCANIA,BScania,SJOVATTEN,False,strux=TE-52-V2-SCANIA,,
B310.SJOVATTEN_VIRT,310 SJOVATTEN virtual B310.SJOVATTEN_VIRT,B310,SJOVATTEN,True,,,
B311.SJOVATTEN_VIRT,311 SJOVATTEN virtual B311.SJOVATTEN_VIRT,B311,SJOVATTEN,True,,,
B330.SJOVATTEN_VIRT,330 SJOVATTEN virtual B330.SJOVATTEN_VIRT,B330,SJOVATTEN,True,,,
B331.SJOVATTEN_VIRT,331 SJOVATTEN virtual B331.SJOVATTEN_VIRT,B331,SJOVATTEN,True,,,
B201.VP1_VMM61,201 VARME meter VP1_VMM61,B201,VARME,False,snowflake=B201.VP1_VMM61_E; strux=B201.VP1_VMM61_E,,
B203.VP1_VMM61,203 VARME meter VP1_VMM61,B203,VARME,False,snowflake=B203.VP1_VMM61_E; strux=B203.VP1_VMM61_E,,2025-01-01
B207.VP1_VMM61,207 VARME meter VP1_VMM61,B207,VARME,False,snowflake=B207.VP1_VMM61; strux=B207.VP1_VMM61,,
B216.VP1_VMM61,216 VARME meter VP1_VMM61,B216,VARME,False,snowflake=B216.VP1_VMM61; strux=B216.VP1_VMM61,,
B217.VP1_VMM61,217 VARME meter VP1_VMM61,B217,VARME,False,snowflake=B217.VP1_VMM61_E; strux=B217.VP1_VMM61_E,2025-07-15,
B301.VP2_VMM61,301 VARME meter VP2_VMM61,B301,VARME,False,snowflake=B301.VP2_VMM61_E; strux=B301.VP2_VMM61_E,,
B301.VP2_VMM62,301 VARME meter VP2_VMM62,B301,VARME,False,snowflake=B301.VP2_VMM62_E; strux=B301.VP2_VMM62_E,,
B302.VP2_VMM61,302 VARME meter VP2_VMM61,B302,VARME,False,snowflake=B302.VP2_VMM61_E; strux=B302.VP2_VMM61_E,,
B302.VP2_VMM62,302 VARME meter VP2_VMM62,B302,VARME,False,snowflake=B302.VP2_VMM62_E; strux=B302.VP2_VMM62_E,,
B303.VP2_VMM61,303 VARME meter VP2_VMM61,B303,VARME,False,snowflake=B303.VP2_VMM61_E; strux=B303.VP2_VMM61_E,,
B304.VP2_VMM61,304 VARME meter VP2_VMM61,B304,VARME,False,snowflake=B304.VP2_VMM61_E; strux=B304.VP2_VMM61_E,,
B304.VP2_VMM62,304 VARME meter VP2_VMM62,B304,VARME,False,snowflake=B304.VP2_VMM62_E; strux=B304.VP2_VMM62_E,,
B305.VP2_VMM61,305 VARME meter VP2_VMM61,B305,VARME,False,snowflake=B305.VP2_VMM61_E; strux=B305.VP2_VMM61_E,,
B307.VS1_VMM61,307 VARME meter VS1_VMM61,B307,VARME,False,snowflake=B307.VS1_VMM61; strux=B307.VS1_VMM61,,
B308.VS1_VMM61,308 VARME meter VS1_VMM61,B308,VARME,False,snowflake=B308.VS1_VMM61_E; strux=B308.VS1_VMM61_E,,
B327.VS1_VMM61,327 VARME meter VS1_VMM61,B327,VARME,False,snowflake=B327.VS1_VMM61; strux=B327.VS1_VMM61,,
B310.VP2_VMM61,310 VARME meter VP2_VMM61,B310,VARME,False,snowflake=B310.VP2_VMM61_E; strux=B310.VP2_VMM61_E,,
B310.VP1_VMM61,310 VARME meter VP1_VMM61,B310,VARME,False,snowflake=B310.VP1_VMM61_E; strux=B310.VP1_VMM61_E,,
B310.VS2_VMM61,310 VARME meter VS2_VMM61,B310,VARME,False,snowflake=B310.VS2_VMM61_E; strux=B310.VS2_VMM61_E,,
B310.VS2_VMM62,310 VARME meter VS2_VMM62,B310,VARME,False,snowflake=B310.VS2_VMM62_E; strux=B310.VS2_VMM62_E,,
B312.VP2_VMM61,312 VARME meter VP2_VMM61,B312,VARME,False,snowflake=B312.VP2_VMM61_E; strux=B312.VP2_VMM61_E,,
B385.VP2_VMM62, VARME meter VP2_VMM62,,VARME,False,snowflake=B385.VP2_VMM62_E; strux=B385.VP2_VMM62_E,,
B341.VS1_VMM61,341 VARME meter VS1_VMM61,B341,VARME,False,snowflake=B341.VS1_VMM61_E; strux=B341.VS1_VMM61_E,,
B311.VP1_VMM62,311 VARME meter VP1_VMM62,B311,VARME,False,snowflake=B311.VP1_VMM62_E; strux=B311.VP1_VMM62_E,,
B311.VP1_VMM65,311 VARME meter VP1_VMM65,B311,VARME,False,snowflake=B311.VP1_VMM65_E; strux=B311.VP1_VMM65_E,,
B311.VS2_VMM61,311 VARME meter VS2_VMM61,B311,VARME,False,snowflake=B311.VS2_VMM61_E; strux=B311.VS2_VMM61_E,,
B317.VP1_VMM63,317 VARME meter VP1_VMM63,B317,VARME,False,snowflake=B317.VP1_VMM63_E; strux=B317.VP1_VMM63_E,,
B317.VP1_VMM61,317 VARME meter VP1_VMM61,B317,VARME,False,snowflake=B317.VP1_VMM61_E; strux=B317.VP1_VMM61_E,,
B313.VS1_VMM61,313 VARME meter VS1_VMM61,B313,VARME,False,snowflake=B313.VS1_VMM61; strux=B313.VS1_VMM61,,
B313.VP1_VMM62,313 VARME meter VP1_VMM62,B313,VARME,False,snowflake=B313.VP1_VMM62_E; strux=B313.VP1_VMM62_E,,
B311.VP1_VMM64,311 VARME meter VP1_VMM64,B311,VARME,False,snowflake=B311.VP1_VMM64_E; strux=B311.VP1_VMM64_E,,
B385.VP2_VMM61,385 VARME meter VP2_VMM61,B385,VARME,False,snowflake=B385.VP2_VMM61_E; strux=B385.VP2_VMM61_E,,
B312.VP2_VMM62,312 VARME meter VP2_VMM62,B312,VARME,False,snowflake=B312.VP2_VMM62_E; strux=B312.VP2_VMM62_E,,
B317.VP1_VMM62,317 VARME meter VP1_VMM62,B317,VARME,False,snowflake=B317.VP1_VMM62_E; strux=B317.VP1_VMM62_E,,
B381.VP1_VMM61,381 VARME meter VP1_VMM61,B381,VARME,False,snowflake=B381.VP1_VMM61_E; strux=B381.VP1_VMM61_E,,
B314.VP1_VMM61,314 VARME meter VP1_VMM61,B314,VARME,False,snowflake=B314.VP1_VMM61_E; strux=B314.VP1_VMM61_E,,
B315.VP1_VMM61,315 VARME meter VP1_VMM61,B315,VARME,False,snowflake=B315.VP1_VMM61_E; strux=B315.VP1_VMM61_E,,
B318.VP1_VMM61,318 VARME meter VP1_VMM61,B318,VARME,False,snowflake=B318.VP1_VMM61_E; strux=B318.VP1_VMM61_E,,
B319.VP1_VMM61,319 VARME meter VP1_VMM61,B319,VARME,False,snowflake=B319.VP1_VMM61; strux=B319.VP1_VMM61,,
B325.VP1_VMM61,325 VARME meter VP1_VMM61,B325,VARME,False,snowflake=B325.VP1_VMM61; strux=B325.VP1_VMM61,,
B326.VS1_VMM61,326 VARME meter VS1_VMM61,B326,VARME,False,snowflake=B326.VS1_VMM61; strux=B326.VS1_VMM61,,
B330.VS1_VMM61,330 VARME meter VS1_VMM61,B330,VARME,False,snowflake=B330.VS1_VMM61_E; strux=B330.VS1_VMM61_E,,
B334.VS1_VMM61,334 VARME meter VS1_VMM61,B334,VARME,False,snowflake=B334.VS1_VMM61_E; strux=B334.VS1_VMM61_E,,
B337.VS12_VMM61,337 VARME meter VS12_VMM61,B337,VARME,False,snowflake=B337.VS12_VMM61_E; strux=B337.VS12_VMM61_E,,
B337.VP12_VMM61,337 VARME meter VP12_VMM61,B337,VARME,False,snowflake=B337.VP12_VMM61_E; strux=B337.VP12_VMM61_E,,
B339.VS1_VMM61,339 VARME meter VS1_VMM61,B339,VARME,False,snowflake=B339.VS1_VMM61_E; strux=B339.VS1_VMM61_E,,
B203.FV1_MQ4_E,VARME meter FV1_MQ4_E (TN intake B203),,VARME,False,snowflake=B203.FV1_MQ4_E,,
B216.FV1_VMM61_E,VARME meter FV1_VMM61_E (TN intake B216),,VARME,False,snowflake=B216.FV1_VMM61_E,,
B308.FV1_VMM61_E,VARME meter FV1_VMM61_E (TN intake B308),,VARME,False,snowflake=B308.FV1_VMM61_E,,
B310.FV1_VMM61,VARME meter FV1_VMM61 (TN intake B310),,VARME,False,snowflake=B310.FV1_VMM61,,
B310.FV1_VMM62,VARME meter FV1_VMM62 (TN intake B310),,VARME,False,snowflake=B310.FV1_VMM62,,
B310.FV1_VMM63,VARME meter FV1_VMM63 (TN intake B310),,VARME,False,snowflake=B310.FV1_VMM63,,
B310.FV1_VMM64,VARME meter FV1_VMM64 (TN intake B310),,VARME,False,snowflake=B310.FV1_VMM64,,
B318.FV1_VMM80,VARME meter FV1_VMM80 (TN intake B318),,VARME,False,snowflake=B318.FV1_VMM80,,
B330.FV1_INT_VERK_E,VARME meter FV1_INT_VERK_E (TN intake B330),,VARME,False,snowflake=B330.FV1_INT_VERK_E,,
B334.VP1_VMM1_E,VARME meter VP1_VMM1_E (TN intake B334),,VARME,False,snowflake=B334.VP1_VMM1_E,,
B339.FV1_VMM61_E,VARME meter FV1_VMM61_E (TN intake B339),,VARME,False,snowflake=B339.FV1_VMM61_E,,
SNV.VARME_INTAKE,VARME virtual SNV.VARME_INTAKE,,VARME,True,excel=Kontroll FV-mätare,,
