parent_meter_id,child_meter_id,relation_type,flow_coefficient,valid_from,valid_to,derived_from
B317.T49-4-4,B313.EL_VIRT,feeds,0.1,,,excel_EL_t49_extra_compensation
B317.T49-4-6,B317.EL_VIRT,feeds,0.5,,,excel_EL_t49_extra_compensation
B317.T49-4-6,B313.EL_VIRT,feeds,0.1,,,excel_EL_t49_extra_compensation
B317.T49-4-7,B317.EL_VIRT,feeds,0.5,,,excel_EL_t49_extra_compensation
B317.T49-4-7,B313.EL_VIRT,feeds,0.1,,,excel_EL_t49_extra_compensation
B317.T49-4-9,B317.EL_VIRT,feeds,0.5,,,excel_EL_t49_extra_compensation
B317.T49-4-9,B313.EL_VIRT,feeds,0.1,,,excel_EL_t49_extra_compensation
B317.T49-5-1,B317.EL_VIRT,feeds,0.5,,,excel_EL_t49_extra_compensation
B317.T49-5-1,B313.EL_VIRT,feeds,0.1,,,excel_EL_t49_extra_compensation
B317.T49-5-2,B317.EL_VIRT,feeds,0.5,,,excel_EL_t49_extra_compensation
B317.T49-5-2,B313.EL_VIRT,feeds,0.1,,,excel_EL_t49_extra_compensation
B317.T49-5-7,B317.EL_VIRT,feeds,0.5,,,excel_EL_t49_extra_compensation
B317.T49-5-7,B313.EL_VIRT,feeds,0.1,,,excel_EL_t49_extra_compensation
B313.T26S-2-12,B311.EL_VIRT,feeds,0.5,,,excel_EL_t26s_extra_compensation
B313.T26S-3-24,B311.EL_VIRT,feeds,0.5,,,excel_EL_t26s_extra_compensation
B312.T34,B312.T34_unalloc,feeds,0.15,,,excel_EL_t34_residual
B339.T77-4-5,B305.EL_VIRT,feeds,0.5,,,excel_EL_double_plus_split
B339.T77-4-5,B392.EL_VIRT,feeds,0.5,,,excel_EL_double_plus_split
B318.T21-6-2-A,B318.EL_VIRT,feeds,0.5,,,excel_EL_double_plus_split
B318.T21-6-2-A,B344.EL_VIRT,feeds,0.5,,,excel_EL_double_plus_split
B317.T49-3-9,SNV.EL_UNALLOC,feeds,0.4,,,campus_residual
B317.T49-4-4,SNV.EL_UNALLOC,feeds,0.4,,,campus_residual
B317.T49-4-6,SNV.EL_UNALLOC,feeds,0.4,,,campus_residual
B317.T49-4-7,SNV.EL_UNALLOC,feeds,0.4,,,campus_residual
B317.T49-4-9,SNV.EL_UNALLOC,feeds,0.4,,,campus_residual
B317.T49-5-1,SNV.EL_UNALLOC,feeds,0.4,,,campus_residual
B317.T49-5-2,SNV.EL_UNALLOC,feeds,0.4,,,campus_residual
B317.T49-5-7,SNV.EL_UNALLOC,feeds,0.4,,,campus_residual
B313.T26S-2-12,SNV.EL_UNALLOC,feeds,0.5,,,campus_residual
B313.T26S-3-24,SNV.EL_UNALLOC,feeds,0.5,,,campus_residual
B307.T10-1,B307.T10-5-2,hasSubMeter,,,,excel_EL_complex_formula
B307.T10-1,B307.T10-5-3,hasSubMeter,,,,excel_EL_complex_formula
B307.T10-1,B307.T10-6-2,hasSubMeter,,,,excel_EL_complex_formula
B307.T10-1,B307.T10-6-5,hasSubMeter,,,,excel_EL_complex_formula
B307.T10-1,B307.T10-6-8,hasSubMeter,,,,excel_EL_complex_formula
B307.T10-1,B307.T10-6-9,hasSubMeter,,,,excel_EL_complex_formula
B307.T10-1,B307.T10-7-3,hasSubMeter,,,,excel_EL_complex_formula
B307.T10-1,B307.T10-7-4,hasSubMeter,,,,excel_EL_complex_formula
B307.T10-1,B307.T10-7-5,hasSubMeter,,,,excel_EL_complex_formula
B307.T10-1,B307.T10-7-6,hasSubMeter,,,,excel_EL_complex_formula
B307.T10-1,B307.T10-7-7,hasSubMeter,,,,excel_EL_complex_formula
B307.T11-1,B307.T11-7-10,hasSubMeter,,,,excel_EL_complex_formula
B307.T11-1,B307.T11-7-7,hasSubMeter,,,,excel_EL_complex_formula
B307.T11-1,B307.T11-8-5,hasSubMeter,,,,excel_EL_complex_formula
B339.T77-1,B339.T77-4-5,hasSubMeter,,,,excel_EL_complex_formula
B339.T77-1,B339.T77-5-1,hasSubMeter,,,,excel_EL_complex_formula
B339.T78-1,B339.T78-4-1,hasSubMeter,,,,excel_EL_complex_formula
B339.T78-1,B339.T78-4-2,hasSubMeter,,,,excel_EL_complex_formula
B307.T10-6-8,B305.EL_VIRT,feeds,1.0,,,excel_EL_abbey_road_unification
B307.T10-6-9,B305.EL_VIRT,feeds,1.0,,,excel_EL_abbey_road_unification
B307.T10-7-3,B305.EL_VIRT,feeds,1.0,,,excel_EL_abbey_road_unification
B307.T10-7-4,B305.EL_VIRT,feeds,1.0,,,excel_EL_abbey_road_unification
B307.T10-7-5,B305.EL_VIRT,feeds,1.0,,,excel_EL_abbey_road_unification
B307.T10-7-7,B305.EL_VIRT,feeds,1.0,,,excel_EL_abbey_road_unification
B307.T11-7-10,B305.EL_VIRT,feeds,1.0,,,excel_EL_abbey_road_unification
B307.T11-8-5,B305.EL_VIRT,feeds,1.0,,,excel_EL_abbey_road_unification
B312.T34-2-3,B305.EL_VIRT,feeds,1.0,,,excel_EL_abbey_road_unification
B312.T34-2-4,B305.EL_VIRT,feeds,1.0,,,excel_EL_abbey_road_unification
B308.T57-4-7,B344.EL_VIRT,feeds,1.0,,,excel_EL_abbey_road_unification
B310.T27,B310.EL_VIRT,feeds,1.0,,,excel_EL_abbey_road_unification
B310.T28,B310.EL_VIRT,feeds,1.0,,,excel_EL_abbey_road_unification
B310.T27-12-2,B313.EL_VIRT,feeds,1.0,,,excel_EL_abbey_road_unification
B311.T56,B311.EL_VIRT,feeds,1.0,,,excel_EL_abbey_road_unification
B311.T79,B311.EL_VIRT,feeds,1.0,,,excel_EL_abbey_road_unification
B311.T80,B311.EL_VIRT,feeds,1.0,,,excel_EL_abbey_road_unification
B360.T99-4-5,B311.EL_VIRT,feeds,1.0,,,excel_EL_abbey_road_unification
B313.T26S-3-16,B317.EL_VIRT,feeds,1.0,,,excel_EL_abbey_road_unification
B313.T26S-3-20,B317.EL_VIRT,feeds,1.0,,,excel_EL_abbey_road_unification
B317.T49-5-9,B317.EL_VIRT,feeds,1.0,,,excel_EL_abbey_road_unification
B328.T19-3-4,B318.EL_VIRT,feeds,1.0,,,excel_EL_abbey_road_unification
B328.T19-4-2,B318.EL_VIRT,feeds,1.0,,,excel_EL_abbey_road_unification
B328.T20-3-1,B318.EL_VIRT,feeds,1.0,,,excel_EL_abbey_road_unification
B339.T78-4-2,B318.EL_VIRT,feeds,1.0,,,excel_EL_abbey_road_unification
B334.T88-4-2,B392.EL_VIRT,feeds,1.0,,,excel_EL_abbey_road_unification
B324.H3,B324.EL_INTAKE,feeds,1.0,,,B324_el_intake
B324.H4_1,B324.EL_INTAKE,feeds,1.0,,,B324_el_intake
B324.EL_INTAKE,B207.T94-2-1,hasSubMeter,,,,snv_el_intake_fanout
B324.EL_INTAKE,B207.T94-2-2,hasSubMeter,,,,snv_el_intake_fanout
B324.EL_INTAKE,B207.T94-2-3,hasSubMeter,,,,snv_el_intake_fanout
B324.EL_INTAKE,B207.T94-2-4,hasSubMeter,,,,snv_el_intake_fanout
B324.EL_INTAKE,B207.T94-4-3,hasSubMeter,,,,snv_el_intake_fanout
B324.EL_INTAKE,B207.T94-4-4,hasSubMeter,,,,snv_el_intake_fanout
B324.EL_INTAKE,B207.T94-4-5,hasSubMeter,,,,snv_el_intake_fanout
B324.EL_INTAKE,B207.T94-4-6,hasSubMeter,,,,snv_el_intake_fanout
B324.EL_INTAKE,B207.T94-4-7,hasSubMeter,,,,snv_el_intake_fanout
B324.EL_INTAKE,B207.T95-3-1,hasSubMeter,,,,snv_el_intake_fanout
B324.EL_INTAKE,B207.T95-3-2,hasSubMeter,,,,snv_el_intake_fanout
B324.EL_INTAKE,B207.T95-3-3,hasSubMeter,,,,snv_el_intake_fanout
B324.EL_INTAKE,B207.T95-3-4,hasSubMeter,,,,snv_el_intake_fanout
B324.EL_INTAKE,B207.T95-3-6,hasSubMeter,,,,snv_el_intake_fanout
B324.EL_INTAKE,B207.T95-5-5,hasSubMeter,,,,snv_el_intake_fanout
B324.EL_INTAKE,B207.T95-5-6,hasSubMeter,,,,snv_el_intake_fanout
B324.EL_INTAKE,B207.T95-5-7,hasSubMeter,,,,snv_el_intake_fanout
B324.EL_INTAKE,B209.T21,hasSubMeter,,,,snv_el_intake_fanout
B324.EL_INTAKE,B209.T32,hasSubMeter,,,,snv_el_intake_fanout
B324.EL_INTAKE,B307.T10-1,hasSubMeter,,,,snv_el_intake_fanout
B324.EL_INTAKE,B307.T11-1,hasSubMeter,,,,snv_el_intake_fanout
B324.EL_INTAKE,B307.T77-4-5-B,hasSubMeter,,,,snv_el_intake_fanout
B324.EL_INTAKE,B308.T57,hasSubMeter,,,,snv_el_intake_fanout
B324.EL_INTAKE,B308.T58,hasSubMeter,,,,snv_el_intake_fanout
B324.EL_INTAKE,B308.T58-7-8,hasSubMeter,,,,snv_el_intake_fanout
B324.EL_INTAKE,B308.T58-8-3,hasSubMeter,,,,snv_el_intake_fanout
B324.EL_INTAKE,B308.T59,hasSubMeter,,,,snv_el_intake_fanout
B324.EL_INTAKE,B310.T27,hasSubMeter,,,,snv_el_intake_fanout
B324.EL_INTAKE,B310.T28,hasSubMeter,,,,snv_el_intake_fanout
B324.EL_INTAKE,B311.T29,hasSubMeter,,,,snv_el_intake_fanout
B324.EL_INTAKE,B311.T56,hasSubMeter,,,,snv_el_intake_fanout
B324.EL_INTAKE,B311.T79,hasSubMeter,,,,snv_el_intake_fanout
B324.EL_INTAKE,B311.T80,hasSubMeter,,,,snv_el_intake_fanout
B324.EL_INTAKE,B312.T34,hasSubMeter,,,,snv_el_intake_fanout
B324.EL_INTAKE,B313.T26S,hasSubMeter,,,,snv_el_intake_fanout
B324.EL_INTAKE,B313.T26S-2-XX,hasSubMeter,,,,snv_el_intake_fanout
B324.EL_INTAKE,B317.T49,hasSubMeter,,,,snv_el_intake_fanout
B324.EL_INTAKE,B318.T21-6-2-A,hasSubMeter,,,,snv_el_intake_fanout
B324.EL_INTAKE,B324.T14-4-1,hasSubMeter,,,,snv_el_intake_fanout
B324.EL_INTAKE,B325.T12,hasSubMeter,,,,snv_el_intake_fanout
B324.EL_INTAKE,B325.T13,hasSubMeter,,,,snv_el_intake_fanout
B324.EL_INTAKE,B328.T19-3-1,hasSubMeter,,,,snv_el_intake_fanout
B324.EL_INTAKE,B328.T19-3-3,hasSubMeter,,,,snv_el_intake_fanout
B324.EL_INTAKE,B328.T19-3-4,hasSubMeter,,,,snv_el_intake_fanout
B324.EL_INTAKE,B328.T19-4-2,hasSubMeter,,,,snv_el_intake_fanout
B324.EL_INTAKE,B328.T19-5-1,hasSubMeter,,,,snv_el_intake_fanout
B324.EL_INTAKE,B328.T20-2-1,hasSubMeter,,,,snv_el_intake_fanout
B324.EL_INTAKE,B328.T20-2-4,hasSubMeter,,,,snv_el_intake_fanout
B324.EL_INTAKE,B328.T20-3-1,hasSubMeter,,,,snv_el_intake_fanout
B324.EL_INTAKE,B328.T20-4-1,hasSubMeter,,,,snv_el_intake_fanout
B324.EL_INTAKE,B330.T30,hasSubMeter,,,,snv_el_intake_fanout
B324.EL_INTAKE,B330.T36,hasSubMeter,,,,snv_el_intake_fanout
B324.EL_INTAKE,B330.T37,hasSubMeter,,,,snv_el_intake_fanout
B324.EL_INTAKE,B330.T64,hasSubMeter,,,,snv_el_intake_fanout
B324.EL_INTAKE,B330.T65,hasSubMeter,,,,snv_el_intake_fanout
B324.EL_INTAKE,B334.T87,hasSubMeter,,,,snv_el_intake_fanout
B324.EL_INTAKE,B334.T88,hasSubMeter,,,,snv_el_intake_fanout
B324.EL_INTAKE,B334.T89,hasSubMeter,,,,snv_el_intake_fanout
B324.EL_INTAKE,B334.T91,hasSubMeter,,,,snv_el_intake_fanout
B324.EL_INTAKE,B334.T92,hasSubMeter,,,,snv_el_intake_fanout
B324.EL_INTAKE,B336.T40-3-1,hasSubMeter,,,,snv_el_intake_fanout
B324.EL_INTAKE,B337.T43,hasSubMeter,,,,snv_el_intake_fanout
B324.EL_INTAKE,B337.T44,hasSubMeter,,,,snv_el_intake_fanout
B324.EL_INTAKE,B339.T71-1,hasSubMeter,,,,snv_el_intake_fanout
B324.EL_INTAKE,B339.T72-1,hasSubMeter,,,,snv_el_intake_fanout
B324.EL_INTAKE,B339.T73-1,hasSubMeter,,,,snv_el_intake_fanout
B324.EL_INTAKE,B339.T74-1,hasSubMeter,,,,snv_el_intake_fanout
B324.EL_INTAKE,B339.T74-2-2,hasSubMeter,,,,snv_el_intake_fanout
B324.EL_INTAKE,B339.T75-1,hasSubMeter,,,,snv_el_intake_fanout
B324.EL_INTAKE,B339.T76-1,hasSubMeter,,,,snv_el_intake_fanout
B324.EL_INTAKE,B339.T77-1,hasSubMeter,,,,snv_el_intake_fanout
B324.EL_INTAKE,B339.T78-1,hasSubMeter,,,,snv_el_intake_fanout
B324.EL_INTAKE,B341.T60,hasSubMeter,,,,snv_el_intake_fanout
B324.EL_INTAKE,B341.T61,hasSubMeter,,,,snv_el_intake_fanout
B324.EL_INTAKE,B341.T62,hasSubMeter,,,,snv_el_intake_fanout
B324.EL_INTAKE,B341.T63,hasSubMeter,,,,snv_el_intake_fanout
B324.EL_INTAKE,B342.T66,hasSubMeter,,,,snv_el_intake_fanout
B324.EL_INTAKE,B342.T67,hasSubMeter,,,,snv_el_intake_fanout
B324.EL_INTAKE,B360.T99-4-1,hasSubMeter,,,,snv_el_intake_fanout
B324.EL_INTAKE,B360.T99-4-2,hasSubMeter,,,,snv_el_intake_fanout
B324.EL_INTAKE,B360.T99-4-4,hasSubMeter,,,,snv_el_intake_fanout
B324.EL_INTAKE,B360.T99-4-5,hasSubMeter,,,,snv_el_intake_fanout
B324.EL_INTAKE,B360.T99-4-6,hasSubMeter,,,,snv_el_intake_fanout
B324.EL_INTAKE,B360.T99-7-1,hasSubMeter,,,,snv_el_intake_fanout
B324.EL_INTAKE,B371.T23-4-4,hasSubMeter,,,,snv_el_intake_fanout
B324.EL_INTAKE,B371.T31-4-4,hasSubMeter,,,,snv_el_intake_fanout
B324.EL_INTAKE,B371.T31-5,hasSubMeter,,,,snv_el_intake_fanout
B324.EL_INTAKE,B325.T12-3-4,hasSubMeter,,,,snv_el_intake_fanout
B324.EL_INTAKE,B325.T13-5-6,hasSubMeter,,,,snv_el_intake_fanout
B324.EL_INTAKE,B325.T13-6-3,hasSubMeter,,,,snv_el_intake_fanout
B324.EL_INTAKE,B328.T19-3-2,hasSubMeter,,,,snv_el_intake_fanout
B324.EL_INTAKE,B328.T20-3-2,hasSubMeter,,,,snv_el_intake_fanout
