sensor_id,meter_id,point_type,unit,identifier
B307.T11-7-7.energy,B307.T11-7-7,Energy_Sensor,KiloW-HR,
B307.T11-8-5.energy,B307.T11-8-5,Energy_Sensor,KiloW-HR,
B307.T77-4-5-B.energy,B307.T77-4-5-B,Energy_Sensor,KiloW-HR,
B308.T57.energy,B308.T57,Energy_Sensor,KiloW-HR,
B308.T57-3-2.energy,B308.T57-3-2,Energy_Sensor,KiloW-HR,
B308.T57-4-7.energy,B308.T57-4-7,Energy_Sensor,KiloW-HR,
B308.T58.energy,B308.T58,Energy_Sensor,KiloW-HR,
B308.T58-4-2.energy,B308.T58-4-2,Energy_Sensor,KiloW-HR,
B308.T58-7-8.energy,B308.T58-7-8,Energy_Sensor,KiloW-HR,
B308.T58-8-3.energy,B308.T58-8-3,Energy_Sensor,KiloW-HR,
B308.T59.energy,B308.T59,Energy_Sensor,KiloW-HR,
B310.T27.energy,B310.T27,Energy_Sensor,KiloW-HR,
B310.T27-12-2.energy,B310.T27-12-2,Energy_Sensor,KiloW-HR,
B310.T28.energy,B310.T28,Energy_Sensor,KiloW-HR,
B310.T28-23-2.energy,B310.T28-23-2,Energy_Sensor,KiloW-HR,
B311.T29.energy,B311.T29,Energy_Sensor,KiloW-HR,
B311.T56.energy,B311.T56,Energy_Sensor,KiloW-HR,
B311.T56-4-7.energy,B311.T56-4-7,Energy_Sensor,KiloW-HR,
B311.T79.energy,B311.T79,Energy_Sensor,KiloW-HR,
B311.T80.energy,B311.T80,Energy_Sensor,KiloW-HR,
B311.T80-2-3.energy,B311.T80-2-3,Energy_Sensor,KiloW-HR,
B312.T34.energy,B312.T34,Energy_Sensor,KiloW-HR,
B312.T34-2-3.energy,B312.T34-2-3,Energy_Sensor,KiloW-HR,
B312.T34-2-4.energy,B312.T34-2-4,Energy_Sensor,KiloW-HR,
B312.T34-2-5.energy,B312.T34-2-5,Energy_Sensor,KiloW-HR,
B313.T26S.energy,B313.T26S,Energy_Sensor,KiloW-HR,
B313.T26S-2-12.energy,B313.T26S-2-12,Energy_Sensor,KiloW-HR,
B313.T26S-2-32.energy,B313.T26S-2-32,Energy_Sensor,KiloW-HR,
B313.T26S-2-6.energy,B313.T26S-2-6,Energy_Sensor,KiloW-HR,
B313.T26S-2-XX.energy,B313.T26S-2-XX,Energy_Sensor,KiloW-HR,
B313.T26S-3-12.energy,B313.T26S-3-12,Energy_Sensor,KiloW-HR,
B313.T26S-3-16.energy,B313.T26S-3-16,Energy_Sensor,KiloW-HR,
B313.T26S-3-20.energy,B313.T26S-3-20,Energy_Sensor,KiloW-HR,
B313.T26S-3-24.energy,B313.T26S-3-24,Energy_Sensor,KiloW-HR,
B313.T26S-3-28.energy,B313.T26S-3-28,Energy_Sensor,KiloW-HR,
B313.T26S-3-32.energy,B313.T26S-3-32,Energy_Sensor,KiloW-HR,
B317.T49.energy,B317.T49,Energy_Sensor,KiloW-HR,
B317.T49-3-9.energy,B317.T49-3-9,Energy_Sensor,KiloW-HR,
B317.T49-4-2.energy,B317.T49-4-2,Energy_Sensor,KiloW-HR,
B317.T49-4-3.energy,B317.T49-4-3,Energy_Sensor,KiloW-HR,
B317.T49-4-4.energy,B317.T49-4-4,Energy_Sensor,KiloW-HR,
B317.T49-4-6.energy,B317.T49-4-6,Energy_Sensor,KiloW-HR,
B317.T49-4-7.energy,B317.T49-4-7,Energy_Sensor,KiloW-HR,
B317.T49-4-9.energy,B317.T49-4-9,Energy_Sensor,KiloW-HR,
B317.T49-5-1.energy,B317.T49-5-1,Energy_Sensor,KiloW-HR,
B317.T49-5-2.energy,B317.T49-5-2,Energy_Sensor,KiloW-HR,
B317.T49-5-5.energy,B317.T49-5-5,Energy_Sensor,KiloW-HR,
B317.T49-5-6.energy,B317.T49-5-6,Energy_Sensor,KiloW-HR,
B317.T49-5-7.energy,B317.T49-5-7,Energy_Sensor,KiloW-HR,
B317.T49-5-9.energy,B317.T49-5-9,Energy_Sensor,KiloW-HR,
B318.T21-6-2-A.energy,B318.T21-6-2-A,Energy_Sensor,KiloW-HR,
B324.T14-4-1.energy,B324.T14-4-1,Energy_Sensor,KiloW-HR,
B325.T12.energy,B325.T12,Energy_Sensor,KiloW-HR,
B325.T13.energy,B325.T13,Energy_Sensor,KiloW-HR,
B328.T19-3-1.energy,B328.T19-3-1,Energy_Sensor,KiloW-HR,
B328.T19-3-3.energy,B328.T19-3-3,Energy_Sensor,KiloW-HR,
B328.T19-3-4.energy,B328.T19-3-4,Energy_Sensor,KiloW-HR,
B328.T19-4-2.energy,B328.T19-4-2,Energy_Sensor,KiloW-HR,
B328.T19-5-1.energy,B328.T19-5-1,Energy_Sensor,KiloW-HR,
B328.T20-2-1.energy,B328.T20-2-1,Energy_Sensor,KiloW-HR,
B328.T20-2-4.energy,B328.T20-2-4,Energy_Sensor,KiloW-HR,
B328.T20-3-1.energy,B328.T20-3-1,Energy_Sensor,KiloW-HR,
B328.T20-4-1.energy,B328.T20-4-1,Energy_Sensor,KiloW-HR,
B330.T30.energy,B330.T30,Energy_Sensor,KiloW-HR,
B330.T36.energy,B330.T36,Energy_Sensor,KiloW-HR,
B330.T37.energy,B330.T37,Energy_Sensor,KiloW-HR,
B330.T64.energy,B330.T64,Energy_Sensor,KiloW-HR,
B330.T65.energy,B330.T65,Energy_Sensor,KiloW-HR,
B334.T87.energy,B334.T87,Energy_Sensor,KiloW-HR,
B334.T87-5-2.energy,B334.T87-5-2,Energy_Sensor,KiloW-HR,
B334.T88.energy,B334.T88,Energy_Sensor,KiloW-HR,
B334.T88-4-2.energy,B334.T88-4-2,Energy_Sensor,KiloW-HR,
B334.T89.energy,B334.T89,Energy_Sensor,KiloW-HR,
B334.T91.energy,B334.T91,Energy_Sensor,KiloW-HR,
B334.T92.energy,B334.T92,Energy_Sensor,KiloW-HR,
B336.T40-3-1.energy,B336.T40-3-1,Energy_Sensor,KiloW-HR,
B337.T43.energy,B337.T43,Energy_Sensor,KiloW-HR,
B337.T44.energy,B337.T44,Energy_Sensor,KiloW-HR,
B339.T71-1.energy,B339.T71-1,Energy_Sensor,KiloW-HR,
B339.T72-1.energy,B339.T72-1,Energy_Sensor,KiloW-HR,
B339.T73-1.energy,B339.T73-1,Energy_Sensor,KiloW-HR,
B339.T74-1.energy,B339.T74-1,Energy_Sensor,KiloW-HR,
B339.T74-2-2.energy,B339.T74-2-2,Energy_Sensor,KiloW-HR,
B339.T75-1.energy,B339.T75-1,Energy_Sensor,KiloW-HR,
B339.T76-1.energy,B339.T76-1,Energy_Sensor,KiloW-HR,
B339.T77-1.energy,B339.T77-1,Energy_Sensor,KiloW-HR,
B339.T77-4-5.energy,B339.T77-4-5,Energy_Sensor,KiloW-HR,
B339.T77-5-1.energy,B339.T77-5-1,Energy_Sensor,KiloW-HR,
B339.T78-1.energy,B339.T78-1,Energy_Sensor,KiloW-HR,
B339.T78-4-1.energy,B339.T78-4-1,Energy_Sensor,KiloW-HR,
B339.T78-4-2.energy,B339.T78-4-2,Energy_Sensor,KiloW-HR,
B341.T60.energy,B341.T60,Energy_Sensor,KiloW-HR,
B341.T61.energy,B341.T61,Energy_Sensor,KiloW-HR,
B341.T62.energy,B341.T62,Energy_Sensor,KiloW-HR,
B341.T63.energy,B341.T63,Energy_Sensor,KiloW-HR,
B342.T66.energy,B342.T66,Energy_Sensor,KiloW-HR,
B342.T67.energy,B342.T67,Energy_Sensor,KiloW-HR,
B360.T99-4-1.energy,B360.T99-4-1,Energy_Sensor,KiloW-HR,
B360.T99-4-2.energy,B360.T99-4-2,Energy_Sensor,KiloW-HR,
B360.T99-4-4.energy,B360.T99-4-4,Energy_Sensor,KiloW-HR,
B360.T99-4-5.energy,B360.T99-4-5,Energy_Sensor,KiloW-HR,
B360.T99-4-6.energy,B360.T99-4-6,Energy_Sensor,KiloW-HR,
B360.T99-7-1.energy,B360.T99-7-1,Energy_Sensor,KiloW-HR,
B371.T23-4-4.energy,B371.T23-4-4,Energy_Sensor,KiloW-HR,
B371.T31-4-4.energy,B371.T31-4-4,Energy_Sensor,KiloW-HR,
B371.T31-5.energy,B371.T31-5,Energy_Sensor,KiloW-HR,
