media,building_id,month,excel_kwh,onto_kwh,diff_kwh,reason,explanation
EL,B651,2026-02,31536.22,31540.47,4.25,match,
EL,B652,2026-01,21179.03,21782.53,603.50,excel_bug,Residual from the B612 T8-A3-A14-112 double-subtraction mirror edge; ~0.6 MWh redistribution is approximate.
EL,B652,2026-02,20500.01,21144.23,644.22,excel_bug,Residual from the B612 T8-A3-A14-112 double-subtraction mirror edge; ~0.6 MWh redistribution is approximate.
EL,B653,2026-01,362349.55,362358.68,9.12,match,
EL,B653,2026-02,370006.70,370008.45,1.75,match,
EL,B654,2026-01,288836.75,288830.75,-6.00,match,
EL,B654,2026-02,115446.75,115231.25,-215.50,ontology_drift,Drift of -216 (0.2%). Cause not yet classified.
EL,B655,2026-01,5637.88,5638.04,0.16,match,
EL,B655,2026-02,6888.05,6887.42,-0.63,match,
EL,B656,2026-01,0.00,0.00,0.00,match,
EL,B656,2026-02,0.00,0.00,0.00,match,
EL,B658,2026-01,27619.51,27619.21,-0.30,match,
EL,B658,2026-02,24576.77,24575.83,-0.94,match,
EL,B659,2026-01,142804.39,142812.65,8.25,match,
EL,B659,2026-02,119431.03,119409.37,-21.66,match,
EL,B660,2026-01,7016098.56,7016707.94,609.38,match,
EL,B660,2026-02,6455431.55,6454998.25,-433.30,match,
EL,B661,2026-01,79741.38,79742.94,1.56,match,
EL,B661,2026-02,139002.75,139143.06,140.31,ontology_drift,Drift of 140 (0.1%). Cause not yet classified.
EL,B662,2026-01,0.00,0.00,0.00,match,
EL,B662,2026-02,0.00,0.00,0.00,match,
EL,B663,2026-01,0.00,0.00,0.00,match,
EL,B663,2026-02,0.00,0.00,0.00,match,
EL,B664,2026-01,0.00,4913.65,4913.65,excel_stale,Excel formula attributes 0 to B664; T42-2-1 actually feeds this building. Mirror delta vs B665.
EL,B664,2026-02,0.00,4698.68,4698.68,excel_stale,Excel formula attributes 0 to B664; T42-2-1 actually feeds this building. Mirror delta vs B665.
EL,B665,2026-01,16113.16,11198.29,-4914.87,excel_stale,Excel over-attributes T42-2-1 to B665. Mirror delta vs B664.
EL,B665,2026-02,14442.62,9739.85,-4702.78,excel_stale,Excel over-attributes T42-2-1 to B665. Mirror delta vs B664.
EL,B674,2026-01,70850.00,70855.50,5.50,match,
EL,B674,2026-02,65687.00,65686.00,-1.00,match,
EL,B682,2026-01,0.00,0.00,0.00,match,
EL,B682,2026-02,0.00,0.00,0.00,match,
EL,B821,2026-01,89443.72,89450.87,7.15,match,
EL,B821,2026-02,88854.19,88847.55,-6.64,match,
EL,B833,2026-01,309463.23,309379.05,-84.18,match,
EL,B833,2026-02,206103.78,206046.57,-57.21,match,
EL,B834,2026-01,8735.27,8737.45,2.18,match,
EL,B834,2026-02,14190.72,14197.93,7.21,match,
EL,B835,2026-01,3089.10,3089.63,0.53,match,
EL,B835,2026-02,3185.43,3184.80,-0.63,match,
EL,B841,2026-01,60734.00,60734.00,0.00,match,
EL,B841,2026-02,55818.00,55805.25,-12.75,match,
EL,B842,2026-01,0.00,0.00,0.00,match,
EL,B842,2026-02,0.00,0.00,0.00,match,
EL,B850,2026-01,0.00,0.00,0.00,match,
EL,B850,2026-02,0.00,0.00,0.00,match,
EL,B869,2026-01,73856.28,73857.13,0.85,match,
EL,B869,2026-02,71636.31,71625.95,-10.36,match,
EL,B921,2026-01,588699.00,588775.00,76.00,match,
EL,B921,2026-02,573120.00,573099.00,-21.00,match,
EL,B951,2026-01,0.00,0.00,0.00,match,
EL,B951,2026-02,0.00,0.00,0.00,match,
EL,BPARKING,2026-01,9398.32,9398.32,-0.00,match,
EL,BPARKING,2026-02,9885.93,9885.92,-0.00,match,
