sensor_id,meter_id,point_type,unit,identifier
B643.T40.energy,B643.T40,Energy_Sensor,Megawatt-Hour,
B650.T23.energy,B650.T23,Energy_Sensor,Megawatt-Hour,
B650.T23-D5.energy,B650.T23-D5,Energy_Sensor,Megawatt-Hour,
B650.T24.energy,B650.T24,Energy_Sensor,Megawatt-Hour,
B652.T14-B3-J.energy,B652.T14-B3-J,Energy_Sensor,Megawatt-Hour,
B652.T8-A3-A14-112.energy,B652.T8-A3-A14-112,Energy_Sensor,Megawatt-Hour,
B653.T17.energy,B653.T17,Energy_Sensor,Megawatt-Hour,
B653.T17-A7.energy,B653.T17-A7,Energy_Sensor,Megawatt-Hour,
B653.T54.energy,B653.T54,Energy_Sensor,Megawatt-Hour,
B653.T55.energy,B653.T55,Energy_Sensor,Megawatt-Hour,
B654.T25.energy,B654.T25,Energy_Sensor,Megawatt-Hour,
B654.T26.energy,B654.T26,Energy_Sensor,Megawatt-Hour,
B654.T27.energy,B654.T27,Energy_Sensor,Megawatt-Hour,
B654.T53.energy,B654.T53,Energy_Sensor,Megawatt-Hour,
B659.T15.energy,B659.T15,Energy_Sensor,Megawatt-Hour,
B659.T28.energy,B659.T28,Energy_Sensor,Megawatt-Hour,
B659.T28-3-5.energy,B659.T28-3-5,Energy_Sensor,Megawatt-Hour,
B660.H23-1.energy,B660.H23-1,Energy_Sensor,Megawatt-Hour,
B660.H3-1.energy,B660.H3-1,Energy_Sensor,Megawatt-Hour,
B661.T34.energy,B661.T34,Energy_Sensor,Megawatt-Hour,
B661.T35.energy,B661.T35,Energy_Sensor,Megawatt-Hour,
B661.T36.energy,B661.T36,Energy_Sensor,Megawatt-Hour,
B661.T47.energy,B661.T47,Energy_Sensor,Megawatt-Hour,
B665.T42.energy,B665.T42,Energy_Sensor,Megawatt-Hour,
B665.T42-2-1.energy,B665.T42-2-1,Energy_Sensor,Megawatt-Hour,
B674.T46.energy,B674.T46,Energy_Sensor,Megawatt-Hour,
B821.T39-1.energy,B821.T39-1,Energy_Sensor,Megawatt-Hour,
B821.T39-5-1.energy,B821.T39-5-1,Energy_Sensor,Megawatt-Hour,
B821.T39-5-2.energy,B821.T39-5-2,Energy_Sensor,Megawatt-Hour,
B821.T39-5-3.energy,B821.T39-5-3,Energy_Sensor,Megawatt-Hour,
B821.T39-6-2.energy,B821.T39-6-2,Energy_Sensor,Megawatt-Hour,
B833.T43.energy,B833.T43,Energy_Sensor,Megawatt-Hour,
B833.T44.energy,B833.T44,Energy_Sensor,Megawatt-Hour,
B833.T44-6-1.energy,B833.T44-6-1,Energy_Sensor,Megawatt-Hour,
B841.T38.energy,B841.T38,Energy_Sensor,Megawatt-Hour,
B951.H3-B.energy,B951.H3-B,Energy_Sensor,Megawatt-Hour,
B951.H4-A.energy,B951.H4-A,Energy_Sensor,Megawatt-Hour,
