parent_meter_id,child_meter_id,relation_type,flow_coefficient,valid_from,valid_to,derived_from
B660.EL_INTAKE,B611.T1,hasSubMeter,,,,B660_substation_intake
B660.EL_INTAKE,B611.T2,hasSubMeter,,,,B660_substation_intake
B660.EL_INTAKE,B611.T3,hasSubMeter,,,,B660_substation_intake
B660.EL_INTAKE,B611.T4,hasSubMeter,,,,B660_substation_intake
B660.EL_INTAKE,B611.T41,hasSubMeter,,,,B660_substation_intake
B660.EL_INTAKE,B612.T48,hasSubMeter,,,,B660_substation_intake
B660.EL_INTAKE,B612.T7,hasSubMeter,,,,B660_substation_intake
B660.EL_INTAKE,B612.T8,hasSubMeter,,,,B660_substation_intake
B660.EL_INTAKE,B612.T9,hasSubMeter,,,,B660_substation_intake
B660.EL_INTAKE,B614.T18,hasSubMeter,,,,B660_substation_intake
B660.EL_INTAKE,B614.T19,hasSubMeter,,,,B660_substation_intake
B660.EL_INTAKE,B614.T20,hasSubMeter,,,,B660_substation_intake
B660.EL_INTAKE,B616.T31,hasSubMeter,,,,B660_substation_intake
B660.EL_INTAKE,B616.T32,hasSubMeter,,,,B660_substation_intake
B660.EL_INTAKE,B616.T33,hasSubMeter,,,,B660_substation_intake
B660.EL_INTAKE,B621.T29,hasSubMeter,,,,B660_substation_intake
B660.EL_INTAKE,B621.T30,hasSubMeter,,,,B660_substation_intake
B660.EL_INTAKE,B621.T5,hasSubMeter,,,,B660_substation_intake
B660.EL_INTAKE,B621.T6,hasSubMeter,,,,B660_substation_intake
B660.EL_INTAKE,B625.T16,hasSubMeter,,,,B660_substation_intake
B660.EL_INTAKE,B625.T50,hasSubMeter,,,,B660_substation_intake
B660.EL_INTAKE,B634.T51,hasSubMeter,,,,B660_substation_intake
B660.EL_INTAKE,B634.T52,hasSubMeter,,,,B660_substation_intake
B660.EL_INTAKE,B643.T37,hasSubMeter,,,,B660_substation_intake
B660.EL_INTAKE,B643.T40,hasSubMeter,,,,B660_substation_intake
B660.EL_INTAKE,B650.T23,hasSubMeter,,,,B660_substation_intake
B660.EL_INTAKE,B650.T24,hasSubMeter,,,,B660_substation_intake
B660.EL_INTAKE,B652.T14-B3-J,hasSubMeter,,,,B660_substation_intake
B660.EL_INTAKE,B653.T17,hasSubMeter,,,,B660_substation_intake
B660.EL_INTAKE,B653.T54,hasSubMeter,,,,B660_substation_intake
B660.EL_INTAKE,B653.T55,hasSubMeter,,,,B660_substation_intake
B660.EL_INTAKE,B654.T25,hasSubMeter,,,,B660_substation_intake
B660.EL_INTAKE,B654.T26,hasSubMeter,,,,B660_substation_intake
B660.EL_INTAKE,B654.T53,hasSubMeter,,,,B660_substation_intake
B660.EL_INTAKE,B654.T27,hasSubMeter,,,,B660_substation_intake
B660.EL_INTAKE,B659.T15,hasSubMeter,,,,B660_substation_intake
B660.EL_INTAKE,B659.T28,hasSubMeter,,,,B660_substation_intake
B660.EL_INTAKE,B661.T34,hasSubMeter,,,,B660_substation_intake
B660.EL_INTAKE,B661.T35,hasSubMeter,,,,B660_substation_intake
B660.EL_INTAKE,B661.T36,hasSubMeter,,,,B660_substation_intake
B660.EL_INTAKE,B661.T47,hasSubMeter,,,,B660_substation_intake
B660.EL_INTAKE,B665.T42,hasSubMeter,,,,B660_substation_intake
B660.EL_INTAKE,B674.T46,hasSubMeter,,,,B660_substation_intake
B660.EL_INTAKE,B821.T39-1,hasSubMeter,,,,B660_substation_intake
B660.EL_INTAKE,B833.T43,hasSubMeter,,,,B660_substation_intake
B660.EL_INTAKE,B833.T44,hasSubMeter,,,,B660_substation_intake
B660.EL_INTAKE,B841.T38,hasSubMeter,,,,B660_substation_intake
B660.EL_INTAKE,B951.H3-B,hasSubMeter,,,,B660_substation_intake
B660.EL_INTAKE,B951.H4-A,hasSubMeter,,,,B660_substation_intake
