media,building_id,month,excel_kwh,onto_kwh,diff_kwh,reason,explanation
KALLVATTEN,B339 Kolfilter,2026-02,0.00,0.00,0.00,match,no consumption on either side (empty building row).
KALLVATTEN,B341,2026-01,182.58,182.58,0.00,match,within floating-point / day-boundary rounding noise.
KALLVATTEN,B341,2026-02,112.15,112.15,0.00,match,within floating-point / day-boundary rounding noise.
KALLVATTEN,B342,2026-01,3.14,3.14,0.00,match,within floating-point / day-boundary rounding noise.
KALLVATTEN,B342,2026-02,3.64,3.64,0.00,match,within floating-point / day-boundary rounding noise.
KALLVATTEN,B343,2026-01,0.00,0.00,0.00,match,no consumption on either side (empty building row).
KALLVATTEN,B343,2026-02,0.00,0.00,0.00,match,no consumption on either side (empty building row).
KALLVATTEN,B344,2026-01,1.51,1.51,0.00,match,within floating-point / day-boundary rounding noise.
KALLVATTEN,B344,2026-02,1.52,1.52,0.00,match,within floating-point / day-boundary rounding noise.
KALLVATTEN,B345,2026-01,0.00,0.00,0.00,match,no consumption on either side (empty building row).
KALLVATTEN,B346,2026-01,0.00,0.00,0.00,match,no consumption on either side (empty building row).
KALLVATTEN,B346,2026-02,0.00,0.00,0.00,match,no consumption on either side (empty building row).
KALLVATTEN,B348,2026-01,0.00,0.00,0.00,match,no consumption on either side (empty building row).
KALLVATTEN,B348,2026-02,0.00,0.00,0.00,match,no consumption on either side (empty building row).
KALLVATTEN,B349,2026-01,0.00,0.00,0.00,match,no consumption on either side (empty building row).
KALLVATTEN,B349,2026-02,0.00,0.00,0.00,match,no consumption on either side (empty building row).
KALLVATTEN,B351,2026-01,0.00,0.00,0.00,match,no consumption on either side (empty building row).
KALLVATTEN,B351,2026-02,0.00,0.00,0.00,match,no consumption on either side (empty building row).
KALLVATTEN,B352,2026-01,0.00,0.00,0.00,match,no consumption on either side (empty building row).
KALLVATTEN,B352,2026-02,0.00,0.00,0.00,match,no consumption on either side (empty building row).
KALLVATTEN,B353,2026-01,14.79,14.79,0.00,match,within floating-point / day-boundary rounding noise.
KALLVATTEN,B353,2026-02,18.32,18.32,0.00,match,within floating-point / day-boundary rounding noise.
KALLVATTEN,B354,2026-01,0.00,0.00,0.00,match,no consumption on either side (empty building row).
KALLVATTEN,B354,2026-02,0.00,0.00,0.00,match,no consumption on either side (empty building row).
KALLVATTEN,B357,2026-01,0.00,0.00,0.00,match,no consumption on either side (empty building row).
KALLVATTEN,B358,2026-01,0.00,0.00,0.00,match,no consumption on either side (empty building row).
KALLVATTEN,B358,2026-02,0.00,0.00,0.00,match,no consumption on either side (empty building row).
KALLVATTEN,B359,2026-01,0.00,0.00,0.00,match,no consumption on either side (empty building row).
KALLVATTEN,B359,2026-02,0.00,0.00,0.00,match,no consumption on either side (empty building row).
KALLVATTEN,B360,2026-01,0.00,0.00,0.00,match,no consumption on either side (empty building row).
KALLVATTEN,B360,2026-02,0.00,0.00,0.00,match,no consumption on either side (empty building row).
KALLVATTEN,B361,2026-01,0.00,0.00,0.00,match,no consumption on either side (empty building row).
KALLVATTEN,B361,2026-02,0.00,0.00,0.00,match,no consumption on either side (empty building row).
KALLVATTEN,B381,2026-01,54.09,54.09,0.00,match,within floating-point / day-boundary rounding noise.
KALLVATTEN,B381,2026-02,47.96,47.96,0.00,match,within floating-point / day-boundary rounding noise.
KALLVATTEN,B382,2026-01,0.00,0.00,0.00,match,no consumption on either side (empty building row).
KALLVATTEN,B382,2026-02,0.00,0.00,0.00,match,no consumption on either side (empty building row).
KALLVATTEN,B385,2026-01,1.73,1.73,0.00,match,within floating-point / day-boundary rounding noise.
KALLVATTEN,B385,2026-02,1.60,1.60,0.00,match,within floating-point / day-boundary rounding noise.
KALLVATTEN,B386,2026-01,0.00,0.00,0.00,match,no consumption on either side (empty building row).
KALLVATTEN,B386,2026-02,0.00,0.00,0.00,match,no consumption on either side (empty building row).
KALLVATTEN,B389,2026-01,0.00,0.00,0.00,match,no consumption on either side (empty building row).
KALLVATTEN,B389,2026-02,454.62,454.62,-0.00,match,within floating-point / day-boundary rounding noise.
KALLVATTEN,B390,2026-01,0.00,0.00,0.00,match,no consumption on either side (empty building row).
KALLVATTEN,B390,2026-02,0.00,0.00,0.00,match,no consumption on either side (empty building row).
KALLVATTEN,B392,2026-01,0.20,0.20,0.00,match,within floating-point / day-boundary rounding noise.
KALLVATTEN,B392,2026-02,0.04,0.04,0.00,match,within floating-point / day-boundary rounding noise.
KALLVATTEN,B393,2026-01,0.00,0.00,0.00,match,no consumption on either side (empty building row).
KALLVATTEN,B393,2026-02,0.00,0.00,0.00,match,no consumption on either side (empty building row).
KALLVATTEN,B403,2026-01,0.00,0.00,0.00,match,no consumption on either side (empty building row).
KALLVATTEN,B403,2026-02,0.00,0.00,0.00,match,no consumption on either side (empty building row).
KALLVATTEN,B409,2026-01,0.00,0.00,0.00,match,no consumption on either side (empty building row).
KALLVATTEN,B409,2026-02,0.00,0.00,0.00,match,no consumption on either side (empty building row).
KALLVATTEN,B420,2026-01,1.11,1.11,0.00,match,within floating-point / day-boundary rounding noise.
KALLVATTEN,B420,2026-02,1.13,1.13,0.00,match,within floating-point / day-boundary rounding noise.
