media,building_id,month,excel_kwh,onto_kwh,diff_kwh,reason,explanation
KALLVATTEN,B654,2026-02,2.20,2.20,0.00,match,
KALLVATTEN,B655,2026-01,12.30,12.30,0.00,match,
KALLVATTEN,B655,2026-02,16.11,16.11,0.00,match,
KALLVATTEN,B656,2026-01,0.00,0.00,0.00,match,
KALLVATTEN,B656,2026-02,0.00,0.00,0.00,match,
KALLVATTEN,B658,2026-01,54.23,54.23,0.00,match,
KALLVATTEN,B658,2026-02,55.17,55.17,0.00,match,
KALLVATTEN,B659,2026-01,0.02,0.02,0.00,match,
KALLVATTEN,B659,2026-02,0.03,0.03,0.00,match,
KALLVATTEN,B660,2026-01,0.00,0.00,0.00,match,
KALLVATTEN,B660,2026-02,0.00,0.00,0.00,match,
KALLVATTEN,B661,2026-01,389.53,389.53,0.00,match,
KALLVATTEN,B661,2026-02,607.11,607.11,0.00,match,
KALLVATTEN,B662,2026-01,0.00,0.00,0.00,match,
KALLVATTEN,B662,2026-02,0.00,0.00,0.00,match,
KALLVATTEN,B663,2026-01,0.00,0.00,0.00,match,
KALLVATTEN,B663,2026-02,0.00,0.00,0.00,match,
KALLVATTEN,B664,2026-01,3.65,3.65,0.00,match,
KALLVATTEN,B664,2026-02,1.74,1.74,0.00,match,
KALLVATTEN,B665,2026-01,0.00,0.00,0.00,match,
KALLVATTEN,B665,2026-02,0.00,0.00,0.00,match,
KALLVATTEN,B674,2026-01,251.56,251.56,0.00,match,
KALLVATTEN,B674,2026-02,259.17,259.17,0.00,match,
KALLVATTEN,B684,2026-01,5.72,5.72,0.00,match,
KALLVATTEN,B684,2026-02,7.44,7.44,0.00,match,
KALLVATTEN,B821,2026-01,27.88,27.88,0.00,match,
KALLVATTEN,B821,2026-02,29.56,29.56,0.00,match,
KALLVATTEN,B833,2026-01,3357.53,3357.53,0.00,match,
KALLVATTEN,B833,2026-02,1531.50,1531.50,0.00,match,
KALLVATTEN,B834,2026-01,44.88,44.88,0.00,match,
KALLVATTEN,B834,2026-02,47.22,47.22,0.00,match,
KALLVATTEN,B841,2026-01,0.00,0.00,0.00,match,
KALLVATTEN,B841,2026-02,0.00,0.00,0.00,match,
KALLVATTEN,B842,2026-01,0.00,0.00,0.00,match,
KALLVATTEN,B842,2026-02,0.00,0.00,0.00,match,
KALLVATTEN,B850,2026-01,0.00,0.00,0.00,match,
KALLVATTEN,B850,2026-02,2.88,2.88,0.00,match,
KALLVATTEN,B869,2026-01,0.00,0.00,0.00,match,
KALLVATTEN,B869,2026-02,0.00,0.00,0.00,match,
KALLVATTEN,B921,2026-01,1927.48,1927.48,0.00,match,
KALLVATTEN,B921,2026-02,1965.51,1965.51,0.00,match,
