SourceID,QuantityID,MinTimestampUtc,MaxTimestampUtc
6,219,2019-11-15 12:00:00.0000000,2025-08-04 10:40:00.0000000
6,220,2019-11-15 12:00:00.0000000,2025-08-04 10:40:00.0000000
6,222,2019-11-15 12:00:00.0000000,2025-08-04 10:40:00.0000000
6,223,2019-11-15 12:00:00.0000000,2025-08-04 10:40:00.0000000
6,225,2019-11-15 12:00:00.0000000,2025-08-04 10:40:00.0000000
6,226,2019-11-15 12:00:00.0000000,2025-08-04 10:40:00.0000000
6,228,2019-11-15 12:00:00.0000000,2025-08-04 10:40:00.0000000
6,229,2019-11-15 12:00:00.0000000,2025-08-04 10:40:00.0000000
6,230,2019-11-15 12:00:00.0000000,2025-08-04 10:40:00.0000000
6,231,2019-11-15 12:00:00.0000000,2025-08-04 10:40:00.0000000
6,232,2019-11-15 12:00:00.0000000,2025-08-04 10:40:00.0000000
6,234,2019-11-15 12:00:00.0000000,2025-08-04 10:40:00.0000000
6,235,2019-11-15 12:00:00.0000000,2025-08-04 10:40:00.0000000
6,237,2019-11-15 12:00:00.0000000,2025-08-04 10:40:00.0000000
6,238,2019-11-15 12:00:00.0000000,2025-08-04 10:40:00.0000000
6,240,2019-11-15 12:00:00.0000000,2025-08-04 10:40:00.0000000
6,241,2019-11-15 12:00:00.0000000,2025-08-04 10:40:00.0000000
6,242,2019-11-15 12:00:00.0000000,2025-08-04 10:40:00.0000000
6,243,2019-11-15 12:00:00.0000000,2025-08-04 10:40:00.0000000
6,244,2019-11-15 12:00:00.0000000,2025-08-04 10:40:00.0000000
6,246,2019-11-15 12:00:00.0000000,2025-08-04 10:40:00.0000000
6,247,2019-11-15 12:00:00.0000000,2025-08-04 10:40:00.0000000
6,249,2019-11-15 12:00:00.0000000,2025-08-04 10:40:00.0000000
6,250,2019-11-15 12:00:00.0000000,2025-08-04 10:40:00.0000000
6,252,2019-11-15 12:00:00.0000000,2025-08-04 10:40:00.0000000
6,253,2019-11-15 12:00:00.0000000,2025-08-04 10:40:00.0000000
6,261,2020-11-04 05:58:39.1905450,2025-10-23 08:13:20.7373372
6,262,2020-11-04 05:58:39.1905450,2025-10-23 08:13:20.7373372
6,263,2020-11-04 05:58:39.1905450,2025-10-23 08:13:20.7373372
6,264,2020-11-04 05:58:39.1905450,2025-10-23 08:13:20.7373372
6,265,2020-11-04 05:58:39.1905450,2025-10-23 08:13:20.7373372
6,266,2020-11-04 05:58:39.1905450,2025-10-23 08:13:20.7373372
6,267,2020-11-04 05:58:39.1905450,2025-10-23 08:13:20.7373372
6,268,2020-11-04 05:58:39.1905450,2025-10-23 08:13:20.7373372
6,269,2020-11-04 05:58:39.1905450,2025-10-23 08:13:20.7373372
6,270,2020-11-04 05:58:39.1905450,2025-10-23 08:13:20.7373372
6,271,2020-11-04 05:58:39.1905450,2025-10-23 08:13:20.7373372
6,272,2020-11-04 05:58:39.1905450,2025-10-23 08:13:20.7373372
6,273,2020-11-04 05:58:39.1905450,2025-10-23 08:13:20.7373372
6,274,2020-11-04 05:58:39.1905450,2025-10-23 08:13:20.7373372
6,275,2020-11-04 05:58:39.1905450,2025-10-23 08:13:20.7373372
6,276,2020-11-04 05:58:39.1905450,2025-10-23 08:13:20.7373372
6,277,2021-05-22 04:40:24.3085498,2024-06-17 05:55:28.1834540
6,278,2021-05-22 04:40:24.3085498,2024-06-17 05:55:28.1834540
6,279,2021-05-22 04:40:24.3085498,2024-06-17 05:55:28.1834540
6,280,2021-05-22 04:40:24.3085498,2024-06-17 05:55:28.1834540
6,281,2021-05-22 04:40:24.3085498,2024-06-17 05:55:28.1834540
6,282,2021-05-22 04:40:24.3085498,2024-06-17 05:55:28.1834540
6,283,2021-05-22 04:40:24.3085498,2024-06-17 05:55:28.1834540
6,284,2021-05-22 04:40:24.3085498,2024-06-17 05:55:28.1834540
6,311,2019-11-16 05:33:00.0000000,2025-07-29 20:11:00.0000000
6,312,2019-11-16 05:33:00.0000000,2025-07-29 20:11:00.0000000
6,313,2019-11-16 05:33:00.0000000,2025-07-29 20:11:00.0000000
6,315,2019-11-16 05:33:06.0000000,2025-07-29 20:10:43.0000000
6,316,2019-11-16 05:33:06.0000000,2025-07-29 20:10:43.0000000
6,317,2019-11-16 05:33:06.0000000,2025-07-29 20:10:43.0000000
6,318,2019-11-16 05:33:06.0000000,2025-07-29 20:10:43.0000000
6,319,2019-11-16 05:33:06.0000000,2025-07-29 20:10:43.0000000
6,320,2019-11-16 05:33:06.0000000,2025-07-29 20:10:43.0000000
6,321,2019-11-16 05:33:06.0000000,2025-07-29 20:10:43.0000000
6,326,2019-11-16 05:33:06.0000000,2025-07-29 20:10:43.0000000
6,327,2019-11-16 05:33:06.0000000,2025-07-29 20:10:43.0000000
6,328,2019-11-16 05:33:06.0000000,2025-07-29 20:10:43.0000000
6,329,2019-11-16 05:33:06.0000000,2025-08-03 20:10:44.0000000
6,330,2019-11-16 05:33:06.0000000,2025-08-03 20:10:44.0000000
6,331,2019-11-16 05:33:06.0000000,2025-08-03 20:10:44.0000000
6,375,2019-11-16 05:33:00.0000000,2025-07-29 20:11:00.0000000
6,376,2019-11-16 05:33:00.0000000,2025-07-29 20:11:00.0000000
6,377,2019-11-16 05:33:00.0000000,2025-07-29 20:11:00.0000000
6,380,2019-11-16 05:33:06.0000000,2025-07-29 20:10:43.0000000
6,381,2019-11-16 05:33:06.0000000,2025-07-29 20:10:43.0000000
6,382,2019-11-16 05:33:06.0000000,2025-07-29 20:10:43.0000000
6,383,2019-11-16 05:33:06.0000000,2025-07-29 20:10:43.0000000
6,384,2019-11-16 05:33:06.0000000,2025-07-29 20:10:43.0000000
6,385,2019-11-16 05:33:06.0000000,2025-07-29 20:10:43.0000000
6,386,2019-11-16 05:33:06.0000000,2025-07-29 20:10:43.0000000
6,391,2019-11-16 05:33:06.0000000,2025-07-29 20:10:43.0000000
6,392,2019-11-16 05:33:06.0000000,2025-07-29 20:10:43.0000000
6,393,2019-11-16 05:33:06.0000000,2025-07-29 20:10:43.0000000
6,394,2019-11-16 05:33:06.0000000,2025-08-03 20:10:44.0000000
6,395,2019-11-16 05:33:06.0000000,2025-08-03 20:10:44.0000000
6,396,2019-11-16 05:33:06.0000000,2025-08-03 20:10:44.0000000
6,440,2019-11-16 05:33:00.0000000,2025-07-29 20:11:00.0000000
6,441,2019-11-16 05:33:00.0000000,2025-07-29 20:11:00.0000000
6,442,2019-11-16 05:33:00.0000000,2025-07-29 20:11:00.0000000
6,445,2019-11-16 05:33:06.0000000,2025-07-29 20:10:43.0000000
6,446,2019-11-16 05:33:06.0000000,2025-07-29 20:10:43.0000000
6,447,2019-11-16 05:33:06.0000000,2025-07-29 20:10:43.0000000
6,448,2019-11-16 05:33:06.0000000,2025-07-29 20:10:43.0000000
6,449,2019-11-16 05:33:06.0000000,2025-07-29 20:10:43.0000000
6,450,2019-11-16 05:33:06.0000000,2025-07-29 20:10:43.0000000
6,451,2019-11-16 05:33:06.0000000,2025-07-29 20:10:43.0000000
6,456,2019-11-16 05:33:06.0000000,2025-07-29 20:10:43.0000000
6,457,2019-11-16 05:33:06.0000000,2025-07-29 20:10:43.0000000
6,458,2019-11-16 05:33:06.0000000,2025-07-29 20:10:43.0000000
6,459,2019-11-16 05:33:06.0000000,2025-08-03 20:10:44.0000000
6,460,2019-11-16 05:33:06.0000000,2025-08-03 20:10:44.0000000
6,461,2019-11-16 05:33:06.0000000,2025-08-03 20:10:44.0000000
6,486,2019-11-16 05:33:06.0000000,2025-07-29 20:10:43.0000000
6,487,2019-11-16 05:33:06.0000000,2025-07-29 20:10:43.0000000
6,488,2019-11-16 05:33:06.0000000,2025-07-29 20:10:43.0000000
6,979,2019-11-01 11:20:00.0000000,2026-01-22 08:00:00.0000000
6,980,2019-11-01 11:20:00.0000000,2026-01-22 08:00:00.0000000
6,981,2019-11-01 11:20:00.0000000,2026-01-22 08:00:00.0000000
6,982,2019-11-01 11:20:00.0000000,2026-01-22 08:00:00.0000000
6,983,2019-11-01 11:20:00.0000000,2026-01-22 08:00:00.0000000
6,984,2019-11-01 11:20:00.0000000,2026-01-22 08:00:00.0000000
6,985,2019-11-01 11:20:00.0000000,2026-01-22 08:00:00.0000000
6,986,2019-11-01 11:20:00.0000000,2026-01-22 08:00:00.0000000
6,987,2019-11-01 11:20:00.0000000,2026-01-22 08:00:00.0000000
6,988,2019-11-01 11:20:00.0000000,2026-01-22 08:00:00.0000000
6,989,2019-11-01 11:20:00.0000000,2026-01-22 08:00:00.0000000
6,990,2019-11-01 11:20:00.0000000,2026-01-22 08:00:00.0000000
6,991,2019-11-01 11:20:00.0000000,2026-01-22 08:00:00.0000000
6,994,2019-11-01 11:20:00.0000000,2026-01-22 08:00:00.0000000
6,995,2019-10-11 12:00:00.0000000,2026-01-22 08:00:00.0000000
6,996,2019-10-11 12:00:00.0000000,2026-01-22 08:00:00.0000000
6,997,2019-10-11 12:00:00.0000000,2026-01-22 08:00:00.0000000
6,998,2019-10-11 12:00:00.0000000,2026-01-22 08:00:00.0000000
6,999,2019-10-11 12:00:00.0000000,2026-01-22 08:00:00.0000000
6,1000,2019-10-11 12:00:00.0000000,2026-01-22 08:00:00.0000000
6,1001,2019-10-11 12:00:00.0000000,2026-01-22 08:00:00.0000000
6,1002,2019-10-11 12:00:00.0000000,2026-01-22 08:00:00.0000000
6,1003,2019-10-11 12:00:00.0000000,2026-01-22 08:00:00.0000000
6,1004,2019-10-11 12:00:00.0000000,2026-01-22 08:00:00.0000000
6,1005,2019-10-11 12:00:00.0000000,2026-01-22 08:00:00.0000000
6,1006,2019-10-11 12:00:00.0000000,2026-01-22 08:00:00.0000000
6,1007,2019-10-11 12:00:00.0000000,2026-01-22 08:00:00.0000000
6,1010,2019-10-11 12:00:00.0000000,2026-01-22 08:00:00.0000000
6,2241,2019-02-07 00:00:00.0000000,2026-01-22 00:00:00.0000000
6,10000,2019-02-07 00:00:00.0000000,2026-01-22 00:00:00.0000000
6,10001,2019-11-16 05:33:06.0000000,2025-07-29 20:10:43.0000000
6,10002,2019-11-16 05:33:06.0000000,2025-07-29 20:10:43.0000000
6,10003,2019-11-16 05:33:06.0000000,2025-07-29 20:10:43.0000000
6,10004,2019-10-11 12:00:00.0000000,2026-01-22 08:00:00.0000000
6,10005,2019-10-11 12:00:00.0000000,2026-01-22 08:00:00.0000000
6,10006,2019-10-11 12:00:00.0000000,2026-01-22 08:00:00.0000000
6,10011,2019-11-15 12:10:00.0000000,2025-08-04 10:40:00.0000000
6,10012,2019-11-15 12:10:00.0000000,2025-08-04 10:40:00.0000000
6,10013,2019-11-15 12:10:00.0000000,2025-08-04 10:40:00.0000000
6,10014,2019-11-15 12:10:00.0000000,2025-08-04 10:40:00.0000000
6,10015,2019-11-15 12:10:00.0000000,2025-08-04 10:40:00.0000000
6,10016,2019-11-15 12:10:00.0000000,2025-08-04 10:40:00.0000000
6,10017,2019-11-01 11:20:00.0000000,2026-01-22 08:00:00.0000000
6,10018,2019-11-01 11:20:00.0000000,2026-01-22 08:00:00.0000000
6,10019,2019-11-01 11:20:00.0000000,2026-01-22 08:00:00.0000000
6,10021,2019-11-16 05:33:06.0000000,2025-07-29 20:10:43.0000000
6,10022,2019-11-16 05:33:06.0000000,2025-07-29 20:10:43.0000000
6,10023,2019-11-16 05:33:06.0000000,2025-07-29 20:10:43.0000000
6,10024,2019-11-16 05:33:06.0000000,2025-07-29 20:10:43.0000000
6,10025,2019-11-16 05:33:06.0000000,2025-07-29 20:10:43.0000000
6,10026,2019-11-16 05:33:06.0000000,2025-07-29 20:10:43.0000000
6,10027,2019-11-16 05:33:06.0000000,2025-07-29 20:10:43.0000000
6,10028,2019-11-16 05:33:06.0000000,2025-07-29 20:10:43.0000000
6,10029,2019-11-16 05:33:06.0000000,2025-07-29 20:10:43.0000000
6,10030,2020-11-11 20:14:53.6965470,2021-04-28 02:52:49.3288830
6,10031,2020-11-11 20:14:53.6965470,2021-04-28 02:52:49.3288830
6,10032,2020-11-11 20:14:53.6965470,2021-04-28 02:52:49.3288830
6,10033,2019-11-16 05:33:06.0000000,2025-07-29 20:10:43.0000000
6,10034,2019-11-16 05:33:06.0000000,2025-07-29 20:10:43.0000000
6,10035,2019-11-16 05:33:06.0000000,2025-07-29 20:10:43.0000000
6,10036,2019-11-16 05:33:06.0000000,2025-07-29 20:10:43.0000000
6,10037,2019-11-16 05:33:06.0000000,2025-07-29 20:10:43.0000000
6,10038,2019-11-16 05:33:06.0000000,2025-07-29 20:10:43.0000000
6,10039,2019-11-16 05:33:06.0000000,2025-07-29 20:10:43.0000000
6,10040,2019-11-16 05:33:06.0000000,2025-07-29 20:10:43.0000000
6,10041,2019-11-16 05:33:06.0000000,2025-07-29 20:10:43.0000000
6,10042,2019-11-16 05:33:06.0000000,2025-07-29 20:10:43.0000000
6,10043,2019-11-16 05:33:06.0000000,2025-07-29 20:10:43.0000000
6,10044,2019-11-16 05:33:06.0000000,2025-07-29 20:10:43.0000000
6,10045,2019-11-16 05:33:06.0000000,2025-07-29 20:10:43.0000000
6,10046,2019-11-16 05:33:06.0000000,2025-07-29 20:10:43.0000000
6,10047,2019-11-16 05:33:06.0000000,2025-07-29 20:10:43.0000000
6,10048,2019-11-16 05:33:06.0000000,2025-07-29 20:10:43.0000000
6,10077,2025-08-04 11:10:00.0000000,2026-01-22 08:00:00.0000000
6,10078,2025-08-04 11:10:00.0000000,2026-01-22 08:00:00.0000000
6,10079,2025-08-04 11:10:00.0000000,2026-01-22 08:00:00.0000000
6,10208,2019-11-16 05:33:06.0000000,2025-07-29 20:10:43.0000000
6,10209,2019-11-16 05:33:06.0000000,2025-07-29 20:10:43.0000000
6,10210,2019-11-16 05:33:06.0000000,2025-07-29 20:10:43.0000000
6,10211,2019-11-16 05:33:06.0000000,2025-07-29 20:10:43.0000000
6,10244,2019-11-15 12:00:00.0000000,2025-08-04 10:40:00.0000000
6,10245,2019-11-15 12:00:00.0000000,2025-08-04 10:40:00.0000000
6,10246,2019-11-15 12:00:00.0000000,2025-08-04 10:40:00.0000000
6,10247,2019-11-15 12:00:00.0000000,2025-08-04 10:40:00.0000000
6,10248,2019-11-15 12:00:00.0000000,2025-08-04 10:40:00.0000000
6,10249,2019-11-15 12:00:00.0000000,2025-08-04 10:40:00.0000000
6,10266,2019-10-11 11:30:00.0000000,2026-01-22 08:00:00.0000000
6,10267,2019-10-11 11:30:00.0000000,2026-01-22 08:00:00.0000000
6,10268,2019-10-11 11:30:00.0000000,2026-01-22 08:00:00.0000000
6,10269,2019-10-11 11:30:00.0000000,2026-01-22 08:00:00.0000000
6,10270,2019-10-11 11:30:00.0000000,2026-01-22 08:00:00.0000000
6,10271,2019-10-11 11:30:00.0000000,2026-01-22 08:00:00.0000000
6,10337,2019-11-01 11:20:00.0000000,2026-01-22 08:00:00.0000000
6,10338,2019-11-01 11:20:00.0000000,2026-01-22 08:00:00.0000000
6,10339,2019-11-01 11:20:00.0000000,2026-01-22 08:00:00.0000000
6,10340,2019-11-01 11:20:00.0000000,2026-01-22 08:00:00.0000000
6,10341,2019-11-01 11:20:00.0000000,2026-01-22 08:00:00.0000000
6,10342,2019-11-01 11:20:00.0000000,2026-01-22 08:00:00.0000000
6,10343,2019-11-01 11:20:00.0000000,2026-01-22 08:00:00.0000000
6,10429,2019-11-16 05:33:06.0000000,2025-07-29 20:10:43.0000000
6,10430,2019-11-16 05:33:06.0000000,2025-07-29 20:10:43.0000000
6,10431,2019-11-16 05:33:06.0000000,2025-07-29 20:10:43.0000000
6,10432,2019-11-16 05:33:06.0000000,2025-07-29 20:10:43.0000000
6,10433,2019-11-16 05:33:06.0000000,2025-07-29 20:10:43.0000000
6,10434,2019-11-16 05:33:06.0000000,2025-07-29 20:10:43.0000000
6,10435,2019-11-16 05:33:06.0000000,2025-07-29 20:10:43.0000000
6,10436,2019-11-16 05:33:06.0000000,2025-07-29 20:10:43.0000000
6,10437,2019-11-16 05:33:06.0000000,2025-07-29 20:10:43.0000000
6,10453,2019-10-11 12:00:00.0000000,2026-01-22 08:00:00.0000000
6,10454,2019-10-11 12:00:00.0000000,2026-01-22 08:00:00.0000000
6,10455,2019-10-11 12:00:00.0000000,2026-01-22 08:00:00.0000000
6,10456,2019-10-11 12:00:00.0000000,2026-01-22 08:00:00.0000000
6,10457,2019-10-11 12:00:00.0000000,2026-01-22 08:00:00.0000000
6,10458,2019-10-11 12:00:00.0000000,2026-01-22 08:00:00.0000000
6,10459,2019-10-11 12:00:00.0000000,2026-01-22 08:00:00.0000000
6,10460,2019-10-11 11:30:00.0000000,2026-01-22 08:00:00.0000000
6,10461,2019-10-11 11:30:00.0000000,2026-01-22 08:00:00.0000000
6,10462,2019-10-11 11:30:00.0000000,2026-01-22 08:00:00.0000000
6,10463,2019-10-11 11:30:00.0000000,2026-01-22 08:00:00.0000000
6,10464,2019-10-11 11:30:00.0000000,2026-01-22 08:00:00.0000000
6,10465,2019-10-11 11:30:00.0000000,2026-01-22 08:00:00.0000000
6,10466,2019-10-11 11:30:00.0000000,2026-01-22 08:00:00.0000000
6,10467,2019-10-11 11:30:00.0000000,2026-01-22 08:00:00.0000000
6,10468,2019-10-11 11:30:00.0000000,2026-01-22 08:00:00.0000000
6,10471,2019-10-11 11:30:00.0000000,2026-01-22 08:00:00.0000000
6,10472,2019-10-11 11:30:00.0000000,2026-01-22 08:00:00.0000000
6,10473,2019-10-11 11:30:00.0000000,2026-01-22 08:00:00.0000000
6,10474,2019-10-11 11:30:00.0000000,2026-01-22 08:00:00.0000000
6,10475,2019-10-11 11:30:00.0000000,2026-01-22 08:00:00.0000000
6,10476,2019-10-11 11:30:00.0000000,2026-01-22 08:00:00.0000000
6,10477,2019-10-11 11:30:00.0000000,2026-01-22 08:00:00.0000000
6,10478,2019-10-11 11:30:00.0000000,2026-01-22 08:00:00.0000000
6,10479,2019-10-11 11:30:00.0000000,2026-01-22 08:00:00.0000000
6,10480,2019-10-11 11:30:00.0000000,2026-01-22 08:00:00.0000000
6,10481,2019-10-11 11:30:00.0000000,2026-01-22 08:00:00.0000000
6,10482,2019-10-11 11:30:00.0000000,2026-01-22 08:00:00.0000000
7,1,2019-10-11 11:30:00.0000000,2026-01-22 08:00:00.0000000
7,2,2019-10-11 11:30:00.0000000,2026-01-22 08:00:00.0000000
7,3,2019-10-11 11:30:00.0000000,2026-01-22 08:00:00.0000000
7,4,2019-10-11 11:30:00.0000000,2026-01-22 08:00:00.0000000
7,5,2019-10-11 11:30:00.0000000,2026-01-22 08:00:00.0000000
7,6,2019-10-11 11:30:00.0000000,2026-01-22 08:00:00.0000000
7,10,2019-10-11 11:30:00.0000000,2026-01-22 08:00:00.0000000
7,11,2019-10-11 11:30:00.0000000,2026-01-22 08:00:00.0000000
7,12,2019-10-11 11:30:00.0000000,2026-01-22 08:00:00.0000000
7,22,2019-10-11 12:00:00.0000000,2026-01-22 08:00:00.0000000
7,23,2019-10-11 12:00:00.0000000,2026-01-22 08:00:00.0000000
7,24,2019-10-11 12:00:00.0000000,2026-01-22 08:00:00.0000000
7,25,2019-10-11 12:00:00.0000000,2026-01-22 08:00:00.0000000
7,27,2019-10-11 12:00:00.0000000,2026-01-22 08:00:00.0000000
7,28,2019-10-11 12:00:00.0000000,2026-01-22 08:00:00.0000000
7,29,2019-10-11 12:00:00.0000000,2026-01-22 08:00:00.0000000
7,30,2019-10-11 12:00:00.0000000,2026-01-22 08:00:00.0000000
7,32,2019-10-11 12:00:00.0000000,2026-01-22 08:00:00.0000000
7,33,2019-10-11 12:00:00.0000000,2026-01-22 08:00:00.0000000
7,34,2019-10-11 12:00:00.0000000,2026-01-22 08:00:00.0000000
7,35,2019-10-11 12:00:00.0000000,2026-01-22 08:00:00.0000000
7,37,2019-10-11 11:30:00.0000000,2026-01-22 08:00:00.0000000
7,56,2019-10-11 11:30:00.0000000,2026-01-22 08:00:00.0000000
7,57,2019-10-11 11:30:00.0000000,2026-01-22 08:00:00.0000000
7,58,2019-10-11 11:30:00.0000000,2026-01-22 08:00:00.0000000
7,63,2019-10-11 11:30:00.0000000,2026-01-22 08:00:00.0000000
7,69,2019-10-11 11:30:00.0000000,2026-01-22 08:00:00.0000000
7,88,2019-10-11 11:30:00.0000000,2026-01-22 08:00:00.0000000
7,89,2019-10-11 11:30:00.0000000,2026-01-22 08:00:00.0000000
7,90,2019-10-11 11:30:00.0000000,2026-01-22 08:00:00.0000000
7,91,2019-10-11 11:30:00.0000000,2026-01-22 08:00:00.0000000
7,96,2019-10-11 11:30:00.0000000,2026-01-22 08:00:00.0000000
7,97,2019-10-11 11:30:00.0000000,2026-01-22 08:00:00.0000000
7,101,2019-10-11 11:30:00.0000000,2026-01-22 08:00:00.0000000
7,106,2019-10-11 11:30:00.0000000,2026-01-22 08:00:00.0000000
7,107,2019-10-11 11:30:00.0000000,2026-01-22 08:00:00.0000000
7,126,2019-10-11 11:30:00.0000000,2026-01-22 08:00:00.0000000
7,127,2019-10-11 11:30:00.0000000,2026-01-22 08:00:00.0000000
7,128,2019-10-11 11:30:00.0000000,2026-01-22 08:00:00.0000000
7,129,2019-10-11 11:30:00.0000000,2026-01-22 08:00:00.0000000
7,134,2019-10-11 11:30:00.0000000,2026-01-22 08:00:00.0000000
7,135,2019-10-11 11:30:00.0000000,2026-01-22 08:00:00.0000000
7,139,2019-10-11 11:30:00.0000000,2026-01-22 08:00:00.0000000
7,144,2019-10-11 11:30:00.0000000,2026-01-22 08:00:00.0000000
7,145,2019-10-11 11:30:00.0000000,2026-01-22 08:00:00.0000000
7,146,2019-10-11 11:30:00.0000000,2026-01-22 08:00:00.0000000
7,147,2019-10-11 11:30:00.0000000,2026-01-22 08:00:00.0000000
7,148,2019-10-11 11:30:00.0000000,2026-01-22 08:00:00.0000000
7,149,2019-10-11 11:30:00.0000000,2026-01-22 08:00:00.0000000
7,150,2019-10-11 11:30:00.0000000,2026-01-22 08:00:00.0000000
7,152,2019-10-11 11:30:00.0000000,2026-01-22 08:00:00.0000000
7,153,2019-10-11 11:30:00.0000000,2026-01-22 08:00:00.0000000
